t_s,estimator,maneuver,horizon_s,detect_hz,latency_s,jitter,meas_corr,predict_on,true_range_m,est_range_m,range_err_m,range_sigma_m,est_size_w_m,est_size_h_m,size_err_m,true_speed_mps,est_speed_mps,held_err_px,est_err_px,track_err_px,origin_hdg,origin_att,delayed_hdg,delayed_att,jittered_hdg,jittered_att,est_hdg,est_att,pred_hdg,pred_att,err_delayed_hdg,err_delayed_att,err_jittered_hdg,err_jittered_att,err_est_hdg,err_est_att,detect_count,detect_age_s,tracker_updates,tracker_rejects,imm_p0,imm_p1,imm_p2,chaser_vx,chaser_vy,chaser_vz,target_vx,target_vy,target_vz,timing_on,period_s,pkt_latency_s,meas_stamp_s,stamp_err_s
0.0100,EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.4187,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.5731,-11.7372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0668,0.1665,-0.0147,5.5709,2.2283,0.0000,1,0.0886,0.0453,0.0000,-0.0020
0.0200,EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.4533,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.7100,-11.7152,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.1332,0.3312,-0.0293,5.5708,2.2284,0.0000,1,0.0886,0.0453,0.0000,-0.0020
0.0300,EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.4862,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.8461,-11.6938,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.1993,0.4941,-0.0436,5.5708,2.2286,0.0000,1,0.0886,0.0453,0.0000,-0.0020
0.0400,EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.5175,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.9814,-11.6731,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.2652,0.6553,-0.0578,5.5707,2.2288,0.0000,1,0.0886,0.0453,0.0000,-0.0020
0.0500,EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.5472,18.2094,-1.3378,9.1488,0.3600,0.1065,0.0178,6.0000,0.0000,4.2463,4.3496,4.0711,19.1159,-11.6530,18.4354,-11.7598,18.4936,-12.0174,18.4844,-12.0358,18.3930,-12.2177,-0.6805,-0.1068,-0.6223,-0.3644,-0.6316,-0.3828,1,0.0500,1,0,1.0000,0.0000,0.0000,0.3307,0.8147,-0.0717,5.5705,2.2291,0.0000,1,0.0886,0.0453,-0.0020,-0.0020
0.0600,EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.5753,18.1902,-1.3851,9.1579,0.3600,0.1065,0.0178,6.0000,0.0000,5.0008,5.1307,4.8630,19.2498,-11.6335,18.4354,-11.7598,18.4936,-12.0174,18.4802,-12.0437,18.3685,-12.2625,-0.8143,-0.1263,-0.7561,-0.3839,-0.7695,-0.4101,1,0.0600,1,0,1.0000,0.0000,0.0000,0.3960,0.9723,-0.0855,5.5704,2.2295,0.0000,1,0.0886,0.0453,-0.0020,-0.0020
0.0700,EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.6018,18.1677,-1.4341,9.1686,0.3600,0.1065,0.0179,6.0000,0.0000,5.7610,5.9264,5.6513,19.3829,-11.6146,18.4354,-11.7598,18.4936,-12.0174,18.4752,-12.0529,18.3423,-12.3090,-0.9475,-0.1452,-0.8893,-0.4028,-0.9077,-0.4383,1,0.0700,1,0,1.0000,0.0000,0.0000,0.4609,1.1283,-0.0991,5.5702,2.2300,0.0000,1,0.0886,0.0453,-0.0020,-0.0020
0.0800,EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.6268,18.1420,-1.4848,9.1809,0.3600,0.1065,0.0180,6.0000,0.0000,6.5240,6.7325,6.4363,19.5153,-11.5963,18.4354,-11.7598,18.4936,-12.0174,18.4694,-12.0635,18.3145,-12.3572,-1.0799,-0.1635,-1.0217,-0.4211,-1.0460,-0.4671,1,0.0800,1,0,1.0000,0.0000,0.0000,0.5255,1.2825,-0.1125,5.5700,2.2305,0.0000,1,0.0886,0.0453,-0.0020,-0.0020
0.0900,EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.6502,18.1131,-1.5371,9.1948,0.3600,0.1065,0.0180,6.0000,0.0000,7.2883,7.5467,7.2182,19.6471,-11.5786,18.4354,-11.7598,18.4936,-12.0174,18.4626,-12.0754,18.2849,-12.4072,-1.2117,-0.1812,-1.1535,-0.4388,-1.1845,-0.4968,1,0.0900,1,0,1.0000,0.0000,0.0000,0.5899,1.4351,-0.1258,5.5697,2.2312,0.0000,1,0.1182,0.0416,-0.0020,0.0000
0.1000,EKF,smooth,0.500,10.00,0.050,1,0.600,1,19.6722,18.0812,-1.5910,9.2103,0.3600,0.1065,0.0181,6.0000,0.0000,8.0528,8.3677,7.9975,19.7783,-11.5614,18.4354,-11.7598,18.4936,-12.0174,18.4549,-12.0887,18.2535,-12.4589,-1.3429,-0.1984,-1.2847,-0.4560,-1.3234,-0.5273,1,0.1000,1,0,1.0000,0.0000,0.0000,0.6539,1.5860,-0.1388,5.5695,2.2319,0.0000,1,0.1182,0.0416,-0.0020,0.0000
