t_s,estimator,maneuver,horizon_s,detect_hz,latency_s,jitter,meas_corr,predict_on,true_range_m,est_range_m,range_err_m,range_sigma_m,est_size_w_m,est_size_h_m,size_err_m,true_speed_mps,est_speed_mps,held_err_px,est_err_px,track_err_px,origin_hdg,origin_att,delayed_hdg,delayed_att,jittered_hdg,jittered_att,est_hdg,est_att,pred_hdg,pred_att,err_delayed_hdg,err_delayed_att,err_jittered_hdg,err_jittered_att,err_est_hdg,err_est_att,detect_count,detect_age_s,tracker_updates,tracker_rejects,imm_p0,imm_p1,imm_p2,chaser_vx,chaser_vy,chaser_vz,target_vx,target_vy,target_vz,timing_on,period_s,pkt_latency_s,meas_stamp_s,stamp_err_s,zoom,fov_deg,fx
136.5842,IMM-UKF,smooth,0.500,10.00,0.050,1,0.600,1,6.4368,6.4282,-0.0086,0.8806,0.3254,0.1457,0.0004,6.0000,5.8113,0.8947,5.9721,1.5962,78.8512,-26.3050,76.6403,-27.6102,76.6032,-27.6516,78.5452,-26.5921,89.0782,-20.1227,-2.2109,-1.3052,-2.2480,-1.3465,-0.3061,-0.2871,1210,0.0999,460,0,0.9792,0.0180,0.0027,6.1062,2.6180,-2.3615,5.9955,0.2329,0.0000,1,0.1063,0.0548,136.4846,0.0003,2.250,31.11,862.16
136.5942,IMM-UKF,smooth,0.500,10.00,0.050,1,0.600,1,6.4237,6.4405,0.0168,0.8943,0.3254,0.1457,0.0003,6.0000,5.8113,0.8998,7.2573,1.6028,79.0828,-26.1409,76.6403,-27.6102,76.6032,-27.6516,78.7349,-26.5089,89.0078,-20.3047,-2.4424,-1.4693,-2.4796,-1.5106,-0.3479,-0.3679,1210,0.1099,460,0,0.9792,0.0180,0.0027,5.9046,2.5690,-2.2279,5.9962,0.2132,0.0000,1,0.1137,0.0543,136.4846,-0.0019,2.250,31.11,862.16
136.6042,IMM-UKF,smooth,0.500,10.00,0.050,1,0.600,1,6.4131,6.4572,0.0440,0.9088,0.3254,0.1457,0.0002,6.0000,5.8113,0.9046,8.7499,1.6088,79.3155,-25.9795,76.6403,-27.6102,76.6032,-27.6516,78.9222,-26.4416,88.9435,-20.5461,-2.6752,-1.6308,-2.7124,-1.6721,-0.3934,-0.4621,1210,0.1199,460,0,0.9792,0.0180,0.0027,5.7117,2.5222,-2.0871,5.9969,0.1934,0.0000,1,0.1137,0.0543,136.4846,-0.0019,2.250,31.11,862.16
136.6142,IMM-UKF,smooth,0.500,10.00,0.050,1,0.600,1,6.4050,6.4780,0.0731,0.9244,0.3254,0.1457,0.0001,6.0000,5.8113,0.9088,10.4447,1.6142,79.5493,-25.8216,76.6403,-27.6102,76.6032,-27.6516,79.1069,-26.3907,88.8843,-20.8335,-2.9090,-1.7887,-2.9461,-1.8300,-0.4424,-0.5692,1210,0.1299,460,0,0.9792,0.0180,0.0027,5.5268,2.4773,-1.9410,5.9975,0.1736,0.0000,1,0.1137,0.0543,136.4846,-0.0019,2.250,31.11,862.16
136.6242,IMM-UKF,smooth,0.500,10.00,0.050,1,0.600,1,6.3992,6.5030,0.1037,0.9408,0.3254,0.1457,0.0000,6.0000,5.8113,0.9126,12.3378,1.6189,79.7839,-25.6680,76.6403,-27.6102,76.6032,-27.6516,79.2890,-26.3568,88.8296,-21.1582,-3.1436,-1.9422,-3.1808,-1.9835,-0.4950,-0.6887,1210,0.1399,460,0,0.9792,0.0180,0.0027,5.3492,2.4342,-1.7908,5.9980,0.1537,0.0000,1,0.1137,0.0543,136.4846,-0.0019,2.250,31.11,862.16
136.6342,IMM-UKF,smooth,0.500,10.00,0.050,1,0.600,1,6.3958,6.5318,0.1360,0.9583,0.3254,0.1457,0.0001,6.0000,5.8113,0.9159,14.4269,1.6230,80.0192,-25.5196,76.6403,-27.6102,76.6032,-27.6516,79.4681,-26.3403,88.7789,-21.5145,-3.3789,-2.0906,-3.4160,-2.1319,-0.5511,-0.8206,1210,0.1499,460,0,0.9792,0.0180,0.0027,5.1785,2.3928,-1.6374,5.9985,0.1339,0.0000,1,0.1137,0.0543,136.4846,-0.0019,2.250,31.11,862.16
136.6442,IMM-UKF,smooth,0.500,10.00,0.050,1,0.600,1,6.3948,6.5645,0.1697,0.9768,0.3254,0.1457,0.0002,6.0000,5.8113,0.9188,16.7115,1.6266,80.2549,-25.3770,76.6403,-27.6102,76.6032,-27.6516,79.6442,-26.3420,88.7320,-21.8986,-3.6146,-2.2332,-3.6518,-2.2746,-0.6107,-0.9649,1210,0.1599,460,0,0.9792,0.0180,0.0027,5.0146,2.3529,-1.4811,5.9989,0.1140,0.0000,1,0.1137,0.0543,136.4846,-0.0019,2.250,31.11,862.16
136.6542,IMM-UKF,smooth,0.500,10.00,0.050,1,0.600,1,6.3959,6.4355,0.0396,0.7892,0.3249,0.1470,0.0002,6.0000,5.9295,0.5331,4.0924,1.6294,80.4910,-25.2408,79.0828,-26.1409,79.0444,-26.1488,80.3833,-25.4948,90.5749,-19.7261,-1.4082,-0.9002,-1.4466,-0.9080,-0.1077,-0.2540,1211,0.0600,461,0,0.9804,0.0170,0.0026,4.8573,2.3146,-1.3223,5.9993,0.0940,0.0000,1,0.1137,0.0543,136.5923,-0.0019,2.250,31.11,862.16
136.6642,IMM-UKF,smooth,0.500,10.00,0.050,1,0.600,1,6.3992,6.4523,0.0531,0.7985,0.3249,0.1470,0.0001,6.0000,5.9295,0.5334,5.1811,1.6316,80.7272,-25.1115,79.0828,-26.1409,79.0444,-26.1488,80.5931,-25.4338,90.5627,-20.0995,-1.6444,-1.0294,-1.6829,-1.0372,-0.1341,-0.3222,1211,0.0700,461,0,0.9804,0.0170,0.0026,4.7068,2.2778,-1.1614,5.9995,0.0741,0.0000,1,0.1137,0.0543,136.5923,-0.0019,2.250,31.11,862.16
136.6742,IMM-UKF,smooth,0.500,10.00,0.050,1,0.600,1,6.4047,6.4729,0.0683,0.8087,0.3249,0.1470,0.0000,6.0000,5.9295,0.5336,6.4273,1.6331,80.9634,-24.9898,79.0828,-26.1409,79.0444,-26.1488,80.7994,-25.3904,90.5519,-20.4972,-1.8807,-1.1511,-1.9191,-1.1589,-0.1640,-0.4005,1211,0.0800,461,0,0.9804,0.0170,0.0026,4.5631,2.2425,-0.9984,5.9998,0.0541,0.0000,1,0.1137,0.0543,136.5923,-0.0019,2.250,31.11,862.16
