t_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
3.9500,239.338,178.797,17.180,6.539,6.3266,6.0463,1.1688,18.1616,16.6134,9.0156,23.4642,20.7110,6.0000,7.3323,52.3114,-23.8491
4.0500,238.109,179.305,18.524,7.224,6.9570,6.6600,1.0060,18.8590,17.2818,9.1109,23.6357,21.2859,6.0000,6.9483,50.0341,-26.1342
4.1500,237.716,179.495,19.051,8.691,7.1524,6.9231,-0.0452,19.5579,17.9562,9.1018,23.7869,21.8665,6.0000,6.5230,47.2484,-27.8975
4.2500,239.063,178.007,19.653,9.644,5.6301,5.2629,-0.8938,20.1130,18.4727,9.0140,23.9178,22.4521,6.0000,6.2575,43.7214,-28.2765
4.3500,241.015,179.528,19.997,9.630,4.0667,3.3940,-0.8881,20.5135,18.8036,8.9274,24.0283,23.0418,6.0000,6.2172,39.6774,-27.5711
4.4500,242.194,178.271,20.279,9.356,2.7446,1.6495,-0.5473,20.7831,18.9612,8.8769,24.1184,23.6349,6.0000,6.4044,35.5211,-26.1909
4.5500,241.031,179.241,19.269,8.298,1.7216,0.1679,0.2508,20.9586,18.9854,8.9143,24.1881,24.2308,6.0000,6.7975,31.6288,-24.9159
4.6500,242.236,180.182,18.205,7.534,1.9127,0.8938,1.2516,21.1524,19.0824,9.0358,24.2376,24.8288,6.0000,7.1773,28.2406,-24.5756
4.7500,241.930,178.506,16.773,6.820,2.4188,2.3787,1.0450,21.3959,19.3268,9.1379,24.2670,25.4280,6.0000,7.4205,25.2100,-24.5825
4.8500,241.281,179.338,16.806,6.877,2.7933,3.7313,0.6334,21.6763,19.7059,9.1988,24.2766,26.0279,6.0000,7.5304,22.3668,-24.7101
4.9500,241.392,180.153,16.461,6.763,3.0534,4.9643,0.1777,21.9823,20.2078,9.2144,24.2666,26.6278,6.0000,7.5174,19.5956,-24.8865
5.0500,240.511,179.915,16.044,6.890,3.2131,6.0936,-0.2693,22.3038,20.8222,9.1855,24.2373,27.2271,6.0000,7.3929,16.8086,-25.0878
5.1500,240.971,179.548,16.820,7.117,3.2823,7.1341,-0.6742,22.6318,21.5403,9.1165,24.1891,27.8251,6.0000,7.1686,13.9292,-25.3198
5.2500,239.542,178.003,17.004,7.534,3.2678,8.1033,-0.9896,22.9580,22.3552,9.0175,24.1225,28.4214,6.0000,6.8571,10.8810,-25.6368
5.3500,240.035,179.260,17.137,8.080,3.1732,9.0186,-0.9691,23.2727,23.2426,8.9382,24.0380,29.0154,6.0000,6.5046,7.5680,-26.3566
5.4500,240.189,179.717,17.280,8.498,2.8337,7.4006,0.1243,23.5547,23.9701,8.9512,23.9359,29.6066,6.0000,6.3553,3.8876,-27.1594
5.5500,239.970,180.189,17.452,8.254,2.5382,5.0211,0.4899,23.8079,24.4616,8.9997,23.8169,30.1947,6.0000,6.4520,0.1088,-27.2023
5.6500,241.321,179.928,16.615,7.929,2.3657,2.8575,0.3501,24.0413,24.7762,9.0226,23.6816,30.7792,6.0000,6.7128,-3.4137,-26.2783
5.7500,240.096,178.783,15.528,7.142,1.9975,4.0129,-0.2334,24.2387,25.1838,9.0000,23.5306,31.3598,6.0000,6.8852,-6.5270,-25.3613
5.8500,240.240,178.180,15.495,6.974,1.5612,5.3319,-0.2232,24.3924,25.7227,8.9785,23.3644,31.9364,6.0000,6.9499,-9.3796,-24.9115
5.9500,239.438,178.254,15.531,6.907,1.0908,6.5100,-0.1062,24.4990,26.3787,8.9688,23.1838,32.5085,6.0000,6.9197,-12.0940,-24.9390
6.0500,240.380,180.133,15.993,6.643,0.5941,7.5561,0.0572,24.5558,27.1387,8.9754,22.9895,33.0761,6.0000,6.8061,-14.7616,-25.4473
6.1500,240.062,180.566,16.153,6.689,0.0752,8.4820,0.2284,24.5605,27.9908,8.9986,22.7821,33.6391,6.0000,6.6197,-17.4599,-26.4439
6.2500,239.380,181.050,15.873,6.972,-0.2406,8.6608,0.0910,24.5431,28.8351,9.0097,22.5623,34.1974,6.0000,6.4418,-20.2546,-27.3463
6.3501,238.086,179.510,15.571,7.260,0.3749,6.2672,-0.0752,24.5838,29.4514,9.0021,22.3309,34.7510,6.0000,6.4758,-23.0278,-27.1146
6.4501,238.621,179.878,14.865,6.982,1.0093,4.0879,-0.0690,24.6660,29.8988,8.9972,22.0885,35.2999,6.0000,6.6753,-25.5295,-26.1923
6.5501,240.464,178.447,15.370,6.497,0.1835,5.2471,0.0370,24.6804,30.4284,9.0008,21.8360,35.8441,6.0000,6.7961,-27.7261,-25.7249
6.6501,240.530,178.795,14.847,6.471,-0.6198,6.2766,0.0295,24.6146,31.0604,9.0036,21.5740,36.3839,6.0000,6.8094,-29.7500,-25.6971
6.7501,239.711,179.089,15.039,6.757,-1.3944,7.1818,0.0018,24.4715,31.7823,9.0035,21.3033,36.9193,6.0000,6.7237,-31.6802,-26.0495
6.8601,240.217,179.256,16.383,7.340,-2.2123,8.0481,-0.0418,24.2301,32.6642,8.9989,20.9963,37.5036,6.0000,6.5294,-33.7686,-26.8435
6.9601,241.408,180.499,16.840,7.738,-1.8063,7.0031,-0.0277,24.0553,33.3540,8.9965,20.7097,38.0307,6.0000,6.4657,-35.5956,-27.1063
7.0601,242.167,179.394,16.381,7.947,-0.6695,4.9091,0.0367,23.9875,33.8445,9.0021,20.4167,38.5543,6.0000,6.6111,-37.1840,-26.5158
7.1601,240.487,177.919,16.364,7.498,-1.0233,5.0105,0.0748,23.8806,34.3498,9.0090,20.1180,39.0746,6.0000,6.7302,-38.5475,-26.0752
7.2601,241.541,179.781,15.787,7.087,-1.9538,5.9077,-0.0349,23.6810,34.9444,9.0053,19.8142,39.5921,6.0000,6.7339,-39.7741,-26.0247
7.3601,239.763,180.592,15.844,7.380,-2.8225,6.7008,-0.0912,23.3948,35.6178,8.9967,19.5063,40.1070,6.0000,6.6344,-40.9136,-26.3633
7.4601,241.186,180.266,16.707,7.456,-3.4017,7.1198,0.1474,23.0751,36.3035,9.0054,19.1948,40.6198,6.0000,6.5178,-41.9712,-26.9607
7.5601,239.947,179.639,17.160,7.398,-1.9902,5.1321,0.0202,22.8816,36.8091,9.0026,18.8805,41.1309,6.0000,6.5927,-42.8095,-26.6014
7.6601,239.819,179.737,17.165,7.402,-1.8836,4.7320,-0.2475,22.6888,37.2861,8.9805,18.5640,41.6407,6.0000,6.6800,-43.4636,-26.0148
7.7601,241.106,180.809,17.719,7.597,-2.8116,5.5521,0.1149,22.4034,37.8449,8.9926,18.2463,42.1496,6.0000,6.6731,-44.0181,-26.1594
7.8601,239.471,179.582,17.073,8.052,-3.6772,6.3027,0.2435,22.0346,38.4753,9.0082,17.9278,42.6581,6.0000,6.5705,-44.4930,-26.7537
7.9601,238.138,179.842,18.095,8.188,-3.1072,5.4595,-0.2843,21.7306,39.0130,8.9847,17.6094,43.1667,6.0000,6.5505,-44.7932,-26.6121
