t_s,stamp_s,t_true,latency_s,period_s,stamp_err_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
1.2400,1.1806,1.1800,0.0573,0.0896,0.0006,238.913,181.790,13.469,5.954,6.4053,10.5857,0.8203,4.6984,0.1935,9.4820,8.6468,6.7389,6.0000,8.3833,31.1098,-24.1568
1.3300,1.2693,1.2700,0.0537,0.1046,-0.0007,239.933,179.919,15.025,6.159,6.5817,11.0104,0.4466,5.2928,1.1922,9.5124,8.7476,7.2691,6.0000,7.8053,29.6280,-26.3289
1.4400,1.3800,1.3800,0.0536,0.1075,-0.0000,240.239,181.033,18.386,8.695,6.6628,11.4458,-0.2460,6.0239,2.4522,9.4724,8.7924,7.9271,6.0000,7.0300,26.8328,-29.1350
1.5400,1.4904,1.4900,0.0488,0.0968,0.0004,241.573,180.084,20.591,11.286,6.3494,11.1716,-1.6544,6.6513,3.5500,9.3056,8.7662,8.5264,6.0000,6.3168,23.0363,-31.0337
1.6500,1.5915,1.5900,0.0550,0.0847,0.0015,240.922,179.460,22.327,11.893,5.4164,8.9975,-2.2831,7.2372,4.5141,9.0585,8.7873,9.1856,6.0000,5.7738,18.3804,-31.4141
1.7300,1.6788,1.6800,0.0490,0.1083,-0.0012,240.294,178.753,21.784,10.064,4.5992,6.9153,-2.0671,7.5947,5.0400,8.8991,8.8571,9.6603,6.0000,5.5781,15.3058,-30.7223
1.8400,1.7887,1.7900,0.0438,0.1200,-0.0013,239.963,180.485,20.819,9.732,3.6900,4.5203,-1.4572,8.0012,5.5387,8.7396,9.0266,10.2977,6.0000,5.5666,12.1366,-28.8953
1.9700,1.9081,1.9100,0.0592,0.0923,-0.0019,239.795,180.121,20.017,9.049,2.8419,2.2701,-0.5762,8.3712,5.8359,8.6664,9.3329,11.0142,6.0000,5.8853,10.5007,-26.3926
2.0600,2.0100,2.0100,0.0481,0.1196,-0.0000,240.389,178.589,19.134,10.030,2.2116,0.6539,0.3569,8.5653,5.8832,8.7090,9.6085,11.4782,6.0000,6.2862,10.5482,-25.0179
2.1900,2.1280,2.1300,0.0565,0.1199,-0.0020,241.092,178.870,16.767,8.988,1.6319,-0.6004,1.9032,8.7839,5.8263,8.9567,10.0911,12.0900,6.0000,7.0321,11.7828,-24.4087
2.3100,2.2507,2.2500,0.0596,0.0884,0.0007,239.481,179.946,17.650,9.019,1.8523,0.7106,2.8611,9.0088,5.9204,9.2910,10.6161,12.5819,6.0000,7.5847,13.5599,-25.2916
2.3900,2.3396,2.3400,0.0417,0.0854,-0.0004,240.495,181.351,18.441,7.811,2.2116,2.0868,2.3552,9.1905,6.1034,9.4694,11.0030,12.8656,6.0000,7.7958,15.0023,-26.0122
2.4900,2.4284,2.4300,0.0557,0.1162,-0.0016,239.779,179.245,18.892,8.764,2.5618,3.2447,1.5736,9.4523,6.4441,9.6120,11.5219,13.1661,6.0000,7.8885,17.1130,-26.8404
2.6100,2.5504,2.5500,0.0536,0.0980,0.0004,239.690,180.705,16.930,7.490,3.0151,4.4753,0.3645,9.8162,6.9846,9.6487,12.1865,13.4415,6.0000,7.7674,20.1614,-27.5998
2.7000,2.6480,2.6500,0.0444,0.0989,-0.0020,241.227,181.636,17.175,8.971,3.3667,5.2249,-0.7475,10.1218,7.4591,9.5703,12.7071,13.5838,6.0000,7.5272,22.8914,-27.8836
2.8000,2.7519,2.7500,0.0402,0.0940,0.0019,239.574,180.508,18.523,9.124,3.6091,5.6200,-2.0227,10.4802,8.0170,9.3595,13.2998,13.6751,6.0000,7.1402,26.4923,-27.6126
2.9000,2.8486,2.8500,0.0428,0.0800,-0.0014,238.177,179.829,19.434,8.316,3.0521,4.8311,-3.3030,10.7757,8.4887,9.0388,13.8991,13.6948,6.0000,6.7714,30.9679,-26.1893
3.0000,2.9410,2.9400,0.0592,0.1123,0.0010,240.420,180.233,20.797,7.010,1.7786,3.2819,-2.8671,10.9342,8.7960,8.7684,14.4965,13.6426,6.0000,6.6048,36.3242,-24.2971
3.1200,3.0615,3.0600,0.0514,0.1014,0.0015,241.557,179.166,21.226,7.550,0.3095,1.7405,-1.4675,10.9696,9.0033,8.6045,15.2131,13.5800,6.0000,6.7476,42.8392,-22.2354
3.2300,3.1693,3.1700,0.0553,0.0873,-0.0007,239.467,179.560,18.417,6.401,-0.2963,1.0950,0.3633,10.9462,9.1292,8.6615,15.8718,13.6136,6.0000,7.1584,47.6786,-21.3841
3.3100,3.2584,3.2600,0.0446,0.0893,-0.0016,240.176,178.406,16.713,5.059,0.2892,1.4067,1.6765,10.9838,9.2505,8.8048,16.3451,13.6923,6.0000,7.4911,50.3522,-21.5634
3.4000,3.3494,3.3500,0.0473,0.1103,-0.0006,239.843,178.991,14.828,5.429,1.4016,2.0780,2.2107,11.1216,9.4445,9.0039,16.8657,13.8346,6.0000,7.8136,52.5998,-22.2004
3.5300,3.4704,3.4700,0.0527,0.0993,0.0004,238.560,179.387,12.791,5.226,2.9215,2.9794,2.1661,11.5003,9.8311,9.2831,17.5838,14.1372,6.0000,8.1283,54.6975,-23.4261
3.6300,3.5717,3.5700,0.0568,0.1001,0.0017,239.330,180.458,12.959,6.030,4.0630,3.6517,1.8068,11.9220,10.2055,9.4563,18.0991,14.4439,6.0000,8.2336,55.5364,-24.4267
3.7400,3.6796,3.6800,0.0525,0.1128,-0.0004,240.692,180.754,12.389,5.455,5.1594,4.3125,1.2396,12.4988,10.6858,9.5859,18.6189,14.8498,6.0000,8.2078,55.7801,-25.5094
3.8500,3.7991,3.8000,0.0484,0.0847,-0.0009,241.363,180.973,12.520,7.060,6.1631,4.9598,0.5004,13.1759,11.2311,9.6406,19.0809,15.3205,6.0000,8.0346,55.3075,-26.5386
3.9400,3.8895,3.8900,0.0435,0.1139,-0.0005,241.955,180.454,13.408,8.606,6.7834,5.4062,-0.1137,13.7916,11.7219,9.6237,19.4101,15.7482,6.0000,7.7860,54.3838,-27.3190
4.0600,4.0101,4.0100,0.0432,0.0891,0.0001,241.499,181.286,14.794,10.066,7.4204,5.9519,-1.0223,14.6780,12.4331,9.5050,19.7737,16.3689,6.0000,7.3118,52.3256,-28.1982
4.1600,4.1007,4.1000,0.0542,0.1075,0.0007,240.966,180.880,17.302,10.195,7.7106,6.2890,-1.8396,15.4483,13.0634,9.3022,20.0061,16.9217,6.0000,6.8045,49.7567,-28.5540
4.2600,4.2106,4.2100,0.0425,0.0890,0.0006,241.392,181.206,19.984,10.005,6.9992,5.6935,-3.0877,16.1387,13.6221,9.0047,20.1706,17.4984,6.0000,6.3301,46.1336,-27.8269
4.3600,4.2996,4.3000,0.0545,0.0848,-0.0004,239.554,180.415,22.258,9.925,5.5080,4.1095,-2.5625,16.6677,14.0075,8.7635,20.2649,18.0905,6.0000,6.0851,41.3896,-26.4825
4.4500,4.3896,4.3900,0.0578,0.1074,-0.0004,239.584,178.798,21.592,11.155,4.2368,2.6040,-1.6633,17.0278,14.2141,8.6334,20.2886,18.6298,6.0000,6.0710,36.4524,-25.1815
4.5600,4.4988,4.5000,0.0561,0.0985,-0.0012,240.560,177.753,21.680,10.970,3.0379,0.9688,-0.4347,17.3538,14.3082,8.6003,20.2687,19.2893,6.0000,6.3137,30.3432,-23.8164
4.6500,4.6006,4.6000,0.0437,0.0847,0.0006,239.934,177.228,20.747,9.332,2.2944,-0.1066,0.9246,17.5579,14.2978,8.6987,20.3053,19.8278,6.0000,6.7230,26.4323,-23.1917
4.7500,4.6910,4.6900,0.0589,0.1096,0.0009,240.173,176.748,17.076,8.037,2.1455,0.0288,2.3171,17.7782,14.3226,8.9400,20.4138,20.4175,6.0000,7.2460,23.3973,-23.4940
4.8600,4.8010,4.8000,0.0505,0.1125,0.0009,241.354,176.413,14.893,6.930,2.5474,1.5991,2.7747,18.0626,14.5145,9.2400,20.6137,21.0460,6.0000,7.7077,21.3380,-24.4363
4.9700,4.9218,4.9200,0.0407,0.0991,0.0017,242.263,176.229,14.586,6.381,3.0003,3.3073,2.2753,18.3924,14.8773,9.4891,20.8946,21.6428,6.0000,7.9956,20.2861,-25.4672
5.0700,5.0209,5.0200,0.0416,0.0835,0.0009,241.709,177.242,15.285,6.517,3.3317,4.5301,1.6014,18.7271,15.3352,9.6452,21.2161,22.1489,6.0000,8.1006,20.0564,-26.3421
5.1600,5.1110,5.1100,0.0430,0.1089,0.0010,242.297,176.559,16.974,7.927,3.6077,5.4800,0.9119,19.0544,15.8366,9.7200,21.5555,22.5686,6.0000,8.0695,20.3726,-27.0480
5.2700,5.2185,5.2200,0.0474,0.1193,-0.0015,241.737,177.536,16.244,8.016,3.9306,6.4581,0.0111,19.4868,16.5461,9.7210,22.0286,23.0281,6.0000,7.8757,21.4061,-27.7807
5.4000,5.3411,5.3400,0.0525,0.0928,0.0011,241.017,179.145,15.982,8.801,4.2724,7.2923,-1.0376,20.0419,17.4922,9.5852,22.6597,23.4852,6.0000,7.4389,23.5896,-28.3755
5.5000,5.4398,5.4400,0.0552,0.0870,-0.0002,239.357,179.651,18.943,9.280,4.5241,7.7521,-2.0236,20.4958,18.2686,9.3642,23.1891,23.7668,6.0000,6.9667,26.0935,-28.4090
5.5800,5.5295,5.5300,0.0427,0.1086,-0.0005,238.649,180.172,20.836,10.733,4.4502,7.5822,-3.2081,20.8352,18.8506,9.1019,23.6345,23.9452,6.0000,6.5701,28.7847,-27.6811
5.7000,5.6412,5.6400,0.0587,0.0921,0.0012,238.320,178.505,20.895,11.431,2.9626,5.4654,-2.9861,21.1832,19.4981,8.7525,24.3296,24.1307,6.0000,6.2224,34.1833,-25.7403
5.7900,5.7412,5.7400,0.0452,0.1129,0.0011,239.769,178.993,19.778,9.488,1.6417,3.8221,-1.9137,21.3200,19.8302,8.5910,24.8644,24.2033,6.0000,6.1802,39.0255,-24.2721
5.9200,5.8593,5.8600,0.0550,0.0923,-0.0008,241.079,178.201,19.965,9.836,0.2246,2.3153,-0.4697,21.3509,20.1342,8.5308,25.6436,24.2055,6.0000,6.4193,46.5184,-22.7250
6.0100,5.9593,5.9600,0.0403,0.1142,-0.0007,239.309,178.749,19.914,8.648,-0.7490,1.4295,0.8410,21.2777,20.2579,8.6196,26.1791,24.1374,6.0000,6.7623,51.6396,-22.3230
6.1400,6.0818,6.0800,0.0518,0.0857,0.0018,241.091,179.722,17.291,7.920,-0.9400,1.0951,2.6260,21.1720,20.4089,8.9478,26.9564,24.0836,6.0000,7.4443,57.5693,-22.8983
6.2200,6.1697,6.1700,0.0495,0.0860,-0.0004,241.615,178.889,16.448,6.403,0.3510,1.6173,3.0635,21.2187,20.5457,9.1897,27.4355,24.1108,6.0000,7.8281,60.1588,-23.6366
6.3100,6.2616,6.2600,0.0471,0.1028,0.0015,241.772,180.094,16.415,7.192,1.7178,2.1533,2.7580,21.3858,20.7441,9.4325,27.9684,24.1962,6.0000,8.1705,62.3158,-24.4464
6.4301,6.3683,6.3701,0.0562,0.1182,-0.0018,240.704,181.010,15.571,6.775,3.2066,2.7093,2.0825,21.7770,21.0715,9.6778,28.6588,24.3984,6.0000,8.4653,64.1897,-25.3665
6.5501,6.4903,6.4901,0.0565,0.0847,0.0002,240.083,181.315,11.820,6.325,4.6105,3.2250,1.2332,22.3357,21.4607,9.8214,29.3131,24.6975,6.0000,8.5709,65.1234,-26.0972
6.6301,6.5819,6.5801,0.0458,0.0838,0.0019,240.210,180.569,12.110,4.801,5.5285,3.5728,0.5820,22.7891,21.7509,9.8593,29.7224,24.9478,6.0000,8.5369,65.2546,-26.4947
6.7201,6.6700,6.6701,0.0450,0.0966,-0.0000,241.394,178.915,13.621,4.950,6.3405,3.9018,-0.0612,23.3669,22.1053,9.8475,30.1518,25.2749,6.0000,8.4011,64.9705,-26.8687
6.8201,6.7697,6.7701,0.0425,0.0863,-0.0004,242.390,179.280,14.453,4.393,7.1252,4.2583,-0.7588,24.0826,22.5329,9.7683,30.5844,25.6901,6.0000,8.1328,64.1083,-27.2027
6.9101,6.8614,6.8601,0.0419,0.1146,0.0013,241.259,180.028,15.195,5.198,7.7281,4.5800,-1.3719,24.7832,22.9484,9.6387,30.9288,26.1057,6.0000,7.7903,62.8152,-27.4281
7.0301,6.9805,6.9801,0.0474,0.1066,0.0004,240.607,180.907,16.953,6.606,8.3714,5.0181,-2.1891,25.7839,23.5483,9.3797,31.3146,26.7129,6.0000,7.1943,60.2268,-27.5697
7.1401,7.0902,7.0901,0.0410,0.0835,0.0001,239.379,181.366,17.928,8.269,8.6841,5.3540,-3.1135,26.7158,24.1186,9.0430,31.5883,27.3129,6.0000,6.5546,56.7599,-27.1698
7.2301,7.1797,7.1801,0.0437,0.1061,-0.0004,239.789,181.028,20.708,9.084,7.1163,4.1788,-2.8997,27.3405,24.4817,8.7916,31.7519,27.8273,6.0000,6.1825,52.8298,-26.3233
7.3401,7.2905,7.2901,0.0464,0.0905,0.0004,238.484,179.579,22.430,10.534,5.2405,2.5856,-1.7375,27.9188,24.7666,8.6005,31.8751,28.4752,6.0000,5.9968,46.8569,-25.1674
7.4501,7.3909,7.3901,0.0557,0.0877,0.0008,239.622,177.964,22.465,10.284,3.8392,1.2051,-0.6418,28.3292,24.8853,8.5421,31.9120,29.1337,6.0000,6.0947,40.1461,-24.1302
7.5301,7.4783,7.4801,0.0480,0.0979,-0.0018,240.402,179.433,19.999,10.641,2.8407,0.0628,0.3616,28.5458,24.8768,8.5852,31.8928,29.6132,6.0000,6.3336,35.2539,-23.5886
7.6301,7.5819,7.5801,0.0482,0.0842,0.0018,239.794,180.106,17.583,9.416,2.0639,-0.8867,1.6533,28.7533,24.7926,8.7596,31.9155,30.2125,6.0000,6.8389,30.2707,-23.3319
7.7201,7.6700,7.6701,0.0417,0.0874,-0.0001,239.708,178.328,15.767,7.261,2.0384,-0.4808,2.8990,28.9418,24.7647,9.0213,31.9972,30.7460,6.0000,7.3485,27.0722,-23.8400
7.8101,7.7587,7.7601,0.0446,0.0955,-0.0014,239.260,179.229,13.311,5.078,2.4767,0.9173,3.0096,29.1688,24.8607,9.2876,32.1359,31.2676,6.0000,7.7716,24.8609,-24.6091
7.9201,7.8615,7.8601,0.0566,0.0950,0.0015,238.109,179.744,10.963,5.557,2.9249,2.3891,2.4988,29.4947,25.1376,9.5544,32.3805,31.8801,6.0000,8.1327,23.1590,-25.5153
8.0201,7.9615,7.9601,0.0509,0.1151,0.0014,239.154,179.242,12.616,6.125,3.3088,3.6771,1.7908,29.8308,25.5224,9.7219,32.6711,32.4046,6.0000,8.3059,22.4169,-26.2297
8.1401,8.0797,8.0801,0.0549,0.1183,-0.0004,240.529,180.502,14.930,5.813,3.7169,5.0028,0.8623,30.2786,26.1277,9.8206,33.0996,32.9825,6.0000,8.3209,22.3590,-26.9409
8.2501,8.1988,8.2001,0.0428,0.1179,-0.0013,241.462,179.317,16.010,7.164,4.0969,6.1126,-0.0847,30.7293,26.7993,9.8113,33.5615,33.4532,6.0000,8.1559,23.0499,-27.4601
8.3701,8.3184,8.3201,0.0433,0.1103,-0.0017,241.520,179.476,18.008,7.062,4.4697,7.0172,-1.0345,31.2638,27.6363,9.6918,34.1312,33.8925,6.0000,7.7908,24.6194,-27.8675
8.5001,8.4417,8.4401,0.0593,0.1055,0.0016,240.059,180.702,17.760,8.153,4.8377,7.7005,-2.0207,31.8922,28.6352,9.4278,34.8124,34.2708,6.0000,7.1947,27.3872,-28.0013
8.6001,8.5516,8.5501,0.0433,0.0969,0.0015,241.127,180.267,18.993,9.823,5.0375,7.9349,-3.1742,32.3823,29.4100,9.1073,35.3717,34.4870,6.0000,6.6424,30.4875,-27.4063
8.7101,8.6518,8.6501,0.0594,0.1083,0.0017,240.656,179.000,18.960,10.638,3.7620,6.2089,-3.1996,32.7804,30.0743,8.7684,36.0119,34.6456,6.0000,6.2276,35.2563,-25.8808
8.8101,8.7589,8.7601,0.0478,0.1012,-0.0012,240.173,179.037,20.691,9.730,2.2131,4.3687,-2.0153,32.9954,30.5052,8.5729,36.6074,34.7155,6.0000,6.0982,40.6271,-24.4334
8.9301,8.8696,8.8701,0.0526,0.1186,-0.0005,241.336,179.743,20.415,10.070,0.7907,2.9244,-0.7317,33.0840,30.8515,8.4925,37.3268,34.7046,6.0000,6.2339,47.7576,-23.0590
9.0501,8.9893,8.9901,0.0580,0.1184,-0.0008,240.701,180.599,18.649,8.983,-0.5577,1.7768,0.7369,33.0147,31.0630,8.5905,38.0406,34.6119,6.0000,6.6603,54.7706,-22.4132
9.1701,9.1096,9.1101,0.0509,0.1047,-0.0006,240.132,179.751,16.277,6.596,-0.9923,1.3043,2.5074,32.9144,31.2276,8.8909,38.7597,34.5923,6.0000,7.3223,60.0668,-22.8180
9.2801,9.2220,9.2201,0.0537,0.1086,0.0019,241.258,178.471,13.902,5.399,0.5265,1.8285,3.1319,32.9893,31.4345,9.2299,39.4152,34.6653,6.0000,7.8680,63.2970,-23.8279
9.3901,9.3303,9.3301,0.0550,0.0943,0.0002,241.520,178.512,14.204,6.775,2.1854,2.3972,2.6958,33.2441,31.7029,9.5189,40.0554,34.8239,6.0000,8.2605,65.3724,-24.8210
9.4801,9.4312,9.4301,0.0409,0.1059,0.0010,239.771,177.544,11.891,4.984,3.5119,2.8360,2.0438,33.5708,31.9617,9.6963,40.5600,35.0154,6.0000,8.4583,66.3973,-25.5273
9.6001,9.5384,9.5401,0.0562,0.0956,-0.0017,238.507,176.921,11.021,5.291,4.7820,3.2594,1.2406,34.1500,32.3548,9.8406,41.1951,35.3533,6.0000,8.5480,66.9538,-26.3169
9.7001,9.6394,9.6401,0.0553,0.1058,-0.0007,240.044,177.713,11.277,4.400,5.7816,3.6122,0.4914,34.7414,32.7211,9.8785,41.6828,35.7021,6.0000,8.4737,66.7687,-26.8547
9.8001,9.7494,9.7501,0.0472,0.1064,-0.0007,238.609,178.913,12.991,5.852,6.7244,3.9845,-0.3276,35.4172,33.1212,9.8421,42.1253,36.1068,6.0000,8.2685,66.0154,-27.2946
9.9101,9.8593,9.8601,0.0445,0.1190,-0.0008,239.769,179.578,13.544,5.551,7.5096,4.3552,-1.1363,36.2426,33.6003,9.7171,42.5522,36.6096,6.0000,7.8986,64.5080,-27.6613
10.0301,9.9811,9.9801,0.0496,0.1076,0.0010,239.050,179.188,15.501,6.054,8.1783,4.7660,-2.0285,37.2199,34.1701,9.4777,42.9379,37.2168,6.0000,7.3346,61.9550,-27.8617
10.1501,10.0908,10.0901,0.0510,0.0922,0.0007,239.659,178.758,19.130,6.156,8.5331,5.0978,-2.9851,38.2268,34.7699,9.1101,43.2325,37.8731,6.0000,6.6417,58.2102,-27.4357
10.2401,10.1903,10.1901,0.0407,0.1039,0.0002,240.838,180.193,22.131,8.243,7.1290,4.1021,-3.2847,38.8525,35.1263,8.8241,43.3899,38.3894,6.0000,6.2440,54.2831,-26.3778
10.3501,10.2995,10.3001,0.0462,0.1176,-0.0006,239.470,181.106,23.364,7.514,5.2220,2.5307,-2.1303,39.4288,35.4052,8.5900,43.5054,39.0387,6.0000,6.0269,48.2927,-24.9232
10.4801,10.4189,10.4201,0.0569,0.1152,-0.0013,239.279,181.915,22.609,8.565,3.5619,0.9220,-0.7522,39.8947,35.5263,8.4926,43.5303,39.8175,6.0000,6.1357,40.2742,-23.4518
10.5901,10.5392,10.5401,0.0499,0.1007,-0.0010,239.538,181.799,22.383,7.113,2.3599,-0.4651,0.7044,40.1567,35.4786,8.5720,43.5211,40.4771,6.0000,6.5356,33.9499,-22.6890
10.7101,10.6513,10.6501,0.0501,0.0990,0.0012,241.139,180.602,19.518,5.399,1.8854,-0.8342,2.3733,40.3904,35.3960,8.8580,43.6086,41.1911,6.0000,7.2028,29.0579,-22.9335
10.8002,10.7498,10.7502,0.0404,0.1044,-0.0003,241.746,179.355,15.032,6.011,2.2828,0.4385,3.1198,40.6005,35.4495,9.1363,43.7411,41.7143,6.0000,7.6615,26.6354,-23.7443
10.9102,10.8606,10.8602,0.0421,0.0931,0.0005,242.578,180.785,13.712,7.026,2.8368,2.0915,2.7946,40.9122,35.6786,9.4422,43.9783,42.3297,6.0000,8.0755,24.7521,-24.8274
11.0102,10.9607,10.9602,0.0460,0.1186,0.0005,241.711,180.187,13.484,5.404,3.2715,3.4160,2.1592,41.2412,36.0256,9.6541,44.2626,42.8577,6.0000,8.2987,23.8470,-25.7325
11.1302,11.0801,11.0802,0.0447,0.0888,-0.0000,240.925,178.715,15.203,7.340,3.7281,4.7762,1.2535,41.6862,36.5914,9.8090,44.6841,43.4407,6.0000,8.3729,23.6286,-26.6708
11.2202,11.1715,11.1702,0.0455,0.1071,0.0014,241.085,178.056,16.429,7.512,4.0422,5.6461,0.5355,42.0530,37.1071,9.8499,45.0527,43.8349,6.0000,8.2932,24.0229,-27.2670
11.3302,11.2800,11.2802,0.0485,0.1072,-0.0002,240.033,177.556,17.631,8.401,4.4092,6.5442,-0.3607,42.5379,37.8261,9.8101,45.5577,44.2592,6.0000,8.0447,25.1403,-27.8643
11.4502,11.3895,11.3902,0.0559,0.0898,-0.0006,241.521,176.962,16.221,6.841,4.7653,7.2594,-1.2812,43.1115,38.6993,9.6508,46.1668,44.6418,6.0000,7.5951,27.2041,-28.3005
11.5302,11.4804,11.4802,0.0408,0.1183,0.0002,242.325,177.715,15.828,7.896,5.0383,7.6852,-2.0872,43.5175,39.3176,9.4717,46.6008,44.8466,6.0000,7.2008,29.1415,-28.3725
11.6502,11.6017,11.6002,0.0478,0.0978,0.0015,241.209,177.448,17.195,7.798,5.0448,7.6084,-3.5134,44.1095,40.2154,9.0720,47.2834,45.0734,6.0000,6.5473,33.1558,-27.4898
11.7602,11.7006,11.7002,0.0598,0.1015,0.0004,241.700,179.038,18.810,9.832,3.5570,5.7613,-3.2326,44.4846,40.8316,8.7296,47.9320,45.1934,6.0000,6.1760,38.3211,-25.7119
11.8702,11.8103,11.8102,0.0525,0.1089,0.0002,242.022,180.539,20.658,10.897,1.9658,4.0321,-2.0199,44.6865,41.2620,8.5207,48.5906,45.2269,6.0000,6.0923,44.5583,-23.9195
11.9802,11.9199,11.9202,0.0586,0.0926,-0.0002,239.725,179.964,21.205,9.295,0.5383,2.7117,-0.6942,44.7335,41.5508,8.4583,49.2480,45.1734,6.0000,6.2731,51.2569,-22.5673
12.0702,12.0212,12.0202,0.0434,0.1027,0.0010,240.225,181.135,20.869,7.857,-0.5614,1.8421,0.5886,44.6774,41.7120,8.5250,49.7835,45.1053,6.0000,6.6153,56.3881,-21.9600
12.1902,12.1303,12.1302,0.0516,0.0818,0.0001,240.472,179.754,19.582,7.607,-0.8921,1.4495,2.2841,44.5871,41.8926,8.8010,50.5029,45.1031,6.0000,7.2751,61.5032,-22.2069
12.2702,12.2184,12.2202,0.0498,0.1105,-0.0018,240.923,179.911,18.027,6.019,0.2099,1.7848,3.0824,44.6227,42.0416,9.0481,50.9794,45.1590,6.0000,7.6925,63.8646,-22.9266
12.3902,12.3382,12.3402,0.0449,0.0841,-0.0020,240.300,178.249,16.511,5.109,2.0476,2.3795,2.8834,44.8585,42.3239,9.3944,51.6787,45.3278,6.0000,8.1726,66.2186,-24.1451
12.4802,12.4288,12.4302,0.0498,0.1135,-0.0014,240.286,179.084,13.770,4.552,3.2854,2.7685,2.3808,45.1652,42.5765,9.6025,52.1833,45.5194,6.0000,8.4027,67.2602,-25.0002
12.6102,12.5501,12.5502,0.0540,0.1145,-0.0001,239.110,178.032,14.274,5.600,4.7204,3.2238,1.5479,45.7775,42.9953,9.8033,52.8690,45.8894,6.0000,8.5340,67.8083,-26.0846
12.7202,12.6716,12.6702,0.0483,0.1008,0.0014,239.201,177.915,13.888,4.806,5.9295,3.6358,0.6452,46.4289,43.3952,9.8742,53.3985,46.2827,6.0000,8.4625,67.5053,-26.8610
12.8402,12.7792,12.7802,0.0558,0.1082,-0.0010,238.145,178.709,16.175,7.021,6.8546,3.9971,-0.2022,47.2550,43.8768,9.8452,53.9115,46.7870,6.0000,8.2011,66.3922,-27.5636
12.9502,12.8911,12.8902,0.0504,0.1041,0.0009,239.224,178.731,16.124,8.926,7.6090,4.3558,-1.0629,48.0977,44.3595,9.7194,54.3137,47.3096,6.0000,7.8026,64.6155,-28.0520
13.0502,13.0009,13.0002,0.0434,0.1160,0.0007,239.944,179.911,18.690,7.644,8.1767,4.7112,-1.9647,48.9165,44.8320,9.5180,54.6169,47.8270,6.0000,7.3185,62.2886,-28.2870
13.1702,13.1201,13.1202,0.0417,0.0833,-0.0001,240.789,178.258,19.607,9.038,8.3910,4.9622,-3.2072,49.9072,45.4145,9.1407,54.8956,48.4902,6.0000,6.6301,58.3475,-27.7872
13.2602,13.2100,13.2102,0.0429,0.0819,-0.0002,241.147,179.056,19.132,9.157,6.9006,3.8866,-3.4862,50.5123,45.7513,8.8364,55.0406,49.0101,6.0000,6.2406,54.2624,-26.5196
13.3502,13.3020,13.3002,0.0465,0.0868,0.0018,242.239,178.124,21.961,8.467,5.3141,2.5877,-2.5876,50.9772,45.9719,8.6140,55.1287,49.5426,6.0000,6.0507,49.3031,-25.0693
