t_s,stamp_s,t_true,latency_s,period_s,stamp_err_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
1.7000,1.6404,1.6400,0.0514,0.0871,0.0004,239.169,179.834,8.311,2.390,8.1206,11.9575,-0.6556,7.8011,1.8706,9.0099,15.1849,10.3958,6.0000,11.6628,40.8910,-14.6974
1.7900,1.7301,1.7300,0.0503,0.0888,0.0001,240.872,179.928,8.840,2.000,8.4712,12.0700,-0.6054,8.5704,2.9586,8.9566,15.6351,10.6941,6.0000,10.8745,42.3981,-15.4967
1.8800,1.8218,1.8200,0.0584,0.0831,0.0018,240.545,179.956,9.335,3.577,8.8170,12.1486,-0.5413,9.3708,4.0530,8.9094,16.0790,11.0016,6.0000,10.0755,43.9847,-16.4783
1.9700,1.9086,1.9100,0.0547,0.1167,-0.0014,239.778,178.525,11.477,4.278,9.1583,12.1950,-0.4593,10.2018,5.1510,8.8701,16.5161,11.3186,6.0000,9.2693,45.6654,-17.6995
2.0900,2.0318,2.0300,0.0582,0.1112,0.0018,239.831,180.304,12.626,4.943,9.6059,12.2085,-0.3081,11.3567,6.6156,8.8345,17.0877,11.7563,6.0000,8.1903,48.0970,-19.8578
2.2000,2.1511,2.1500,0.0488,0.1050,0.0011,241.335,178.980,14.084,5.361,10.0407,12.1651,-0.0616,12.4610,7.9535,8.8288,17.5995,12.1730,6.0000,7.2102,50.6162,-22.6539
2.3100,2.2583,2.2600,0.0469,0.1074,-0.0017,242.379,179.626,15.205,7.485,10.3600,12.0224,0.5137,13.5862,9.2647,8.8942,18.0987,12.6047,6.0000,6.2980,53.5114,-26.8410
2.4200,2.3683,2.3700,0.0468,0.0812,-0.0017,241.886,180.838,17.973,8.919,8.7395,10.4217,1.2653,14.5473,10.4113,9.0310,18.5844,13.0515,6.0000,5.6758,56.8357,-31.6935
2.5200,2.4591,2.4600,0.0509,0.1142,-0.0009,241.450,181.531,18.888,10.025,7.0724,8.9160,1.1491,15.2266,11.2782,9.1420,19.0135,13.4709,6.0000,5.3639,59.9526,-35.2290
2.6400,2.5812,2.5800,0.0598,0.0950,0.0012,241.332,179.253,20.743,13.403,4.8395,6.9543,0.8151,15.7978,12.1047,9.2376,19.5117,13.9907,6.0000,5.2511,63.0993,-37.4134
2.7400,2.6796,2.6800,0.0569,0.1064,-0.0004,240.494,180.891,20.909,15.037,3.1096,5.4783,0.4700,16.0848,12.6325,9.2790,19.9121,14.4375,6.0000,5.3290,64.7690,-37.3347
2.8500,2.7904,2.7900,0.0544,0.1071,0.0004,240.576,180.206,23.150,15.092,1.3781,4.0368,0.0546,16.2204,13.0635,9.2805,20.3363,14.9431,6.0000,5.5654,65.4695,-35.5122
2.9600,2.9014,2.9000,0.0528,0.1109,0.0014,238.968,178.976,20.473,13.243,-0.2222,2.7294,-0.4020,16.1809,13.3516,9.2310,20.7426,15.4632,6.0000,5.9540,65.1707,-32.3108
3.0700,3.0201,3.0200,0.0478,0.0876,0.0001,239.991,179.916,19.328,10.319,-1.8389,1.4158,-0.9874,15.9799,13.5081,9.1213,21.1300,15.9974,6.0000,6.4973,64.2109,-28.2126
3.1700,3.1087,3.1100,0.0516,0.0815,-0.0013,240.169,180.356,18.061,9.386,-2.7693,0.6154,-1.7191,15.7361,13.5872,8.9448,21.4652,16.4950,6.0000,7.0509,63.0958,-24.2319
3.2500,3.2011,3.2000,0.0410,0.1015,0.0011,239.519,180.768,17.432,8.251,-1.3577,1.3105,-1.7110,15.6463,13.7017,8.8151,21.7213,16.9010,6.0000,7.4056,62.2325,-21.9126
3.3700,3.3099,3.3100,0.0538,0.0887,-0.0001,240.136,178.786,16.630,6.477,0.3034,2.1732,-1.0413,15.6900,13.9666,8.6936,22.0847,17.5225,6.0000,7.7832,60.9268,-19.8403
3.4500,3.3988,3.4000,0.0455,0.0831,-0.0012,241.400,179.106,15.518,6.616,1.5106,2.8274,-0.5123,15.8257,14.2012,8.6591,22.3127,17.9449,6.0000,7.9345,60.0135,-19.1817
3.5500,3.4891,3.4900,0.0572,0.0948,-0.0009,240.350,179.397,14.688,5.993,2.6001,3.4477,-0.0361,16.1022,14.5559,8.6625,22.5812,18.4814,6.0000,8.0165,58.7922,-19.0033
3.6500,3.5883,3.5900,0.0557,0.0974,-0.0017,240.298,180.327,15.826,7.104,3.6859,4.1067,0.4189,16.4856,14.9761,8.7101,22.8310,19.0269,6.0000,7.9877,57.4507,-19.4371
3.7500,3.6885,3.6900,0.0560,0.0840,-0.0015,240.928,180.169,14.659,5.867,4.6516,4.7431,0.7854,16.9638,15.4598,8.7929,23.0616,19.5808,6.0000,7.8578,55.9535,-20.4159
3.8300,3.7805,3.7800,0.0492,0.0804,0.0005,239.004,179.016,14.505,6.487,5.4258,5.3042,1.0262,17.4073,15.8915,8.8771,23.2322,20.0295,6.0000,7.6877,54.6159,-21.5643
3.9200,3.8704,3.8700,0.0409,0.0996,0.0004,239.527,180.543,14.496,7.843,6.1152,5.8609,1.1577,17.9638,16.4246,8.9812,23.4089,20.5397,6.0000,7.4320,52.9261,-23.2194
4.0200,3.9703,3.9700,0.0447,0.1053,0.0003,238.153,179.532,15.614,8.171,6.7817,6.4782,1.0985,18.6443,17.0753,9.0877,23.5863,21.1128,6.0000,7.0720,50.7582,-25.4339
4.1400,4.0797,4.0800,0.0575,0.0997,-0.0003,238.959,180.760,18.362,10.316,7.2486,7.0100,0.3074,19.4934,17.8945,9.1086,23.7727,21.8082,6.0000,6.5609,47.5605,-27.7883
4.2300,4.1782,4.1800,0.0451,0.1023,-0.0018,240.742,179.552,18.428,11.889,5.9586,5.6348,-0.8329,20.0149,18.3845,9.0328,23.8932,22.3346,6.0000,6.2930,44.4798,-28.2976
4.3400,4.2886,4.2900,0.0410,0.1121,-0.0014,240.382,180.757,20.834,9.639,4.2128,3.5765,-0.9057,20.4797,18.7786,8.9350,24.0181,22.9826,6.0000,6.2109,40.0938,-27.6803
4.4700,4.4082,4.4100,0.0508,0.0909,-0.0018,239.168,180.733,21.604,9.182,2.6267,1.4845,-0.4955,20.8237,18.9737,8.8744,24.1339,23.7539,6.0000,6.4685,34.7108,-25.8868
4.5700,4.5105,4.5100,0.0512,0.1074,0.0005,239.247,180.434,18.384,8.067,1.6545,0.0724,0.3937,20.9929,18.9927,8.9372,24.1996,24.3503,6.0000,6.8834,30.9116,-24.7934
4.6700,4.6192,4.6200,0.0428,0.0828,-0.0008,240.820,181.254,18.674,8.392,2.0248,1.2004,1.2474,21.1975,19.1199,9.0590,24.2451,24.9485,6.0000,7.2370,27.6124,-24.5607
4.7700,4.7095,4.7100,0.0511,0.0998,-0.0005,242.010,179.036,17.854,9.046,2.4619,2.5199,1.0086,21.4494,19.3923,9.1536,24.2705,25.5480,6.0000,7.4529,24.6306,-24.6017
4.8600,4.8087,4.8100,0.0445,0.1159,-0.0013,241.443,180.267,16.517,7.320,2.8242,3.8597,0.5886,21.7060,19.7507,9.2024,24.2765,26.0879,6.0000,7.5345,22.0880,-24.7262
4.9800,4.9317,4.9300,0.0431,0.1094,0.0017,240.794,178.979,16.759,6.220,3.1114,5.3133,0.0411,22.0775,20.3807,9.2102,24.2598,26.8077,6.0000,7.4912,18.7648,-24.9446
5.1000,5.0412,5.0400,0.0580,0.0910,0.0012,240.630,180.014,16.837,7.822,3.2512,6.5196,-0.4382,22.4675,21.1688,9.1556,24.2155,27.5263,6.0000,7.2925,15.3851,-25.1983
5.1900,5.1398,5.1400,0.0467,0.0996,-0.0002,240.079,179.326,18.526,8.860,3.2862,7.5291,-0.8155,22.7629,21.8549,9.0796,24.1647,28.0639,6.0000,7.0537,12.7347,-25.4301
5.2900,5.2403,5.2400,0.0489,0.0970,0.0002,238.688,178.337,19.858,7.929,3.2398,8.4770,-1.0623,23.0862,22.7071,8.9752,24.0908,28.6593,6.0000,6.7122,9.5957,-25.8318
5.4000,5.3404,5.3400,0.0576,0.0963,0.0003,238.850,179.745,19.102,8.620,3.0623,8.7910,-0.3723,23.4180,23.6364,8.9378,23.9891,29.3113,6.0000,6.3975,5.7636,-26.8304
5.5000,5.4410,5.4400,0.0520,0.0843,0.0010,238.023,178.887,17.610,8.560,2.7002,6.4322,0.3132,23.6841,24.2444,8.9733,23.8785,29.9010,6.0000,6.3749,1.9872,-27.2919
5.5900,5.5314,5.5300,0.0592,0.1147,0.0013,238.587,177.815,15.901,9.839,2.4746,4.3408,0.5339,23.9039,24.5959,9.0198,23.7648,30.4289,6.0000,6.5515,-1.3498,-26.9512
5.7000,5.6519,5.6500,0.0475,0.0980,0.0018,239.226,179.055,16.067,6.894,2.1991,3.3044,-0.1372,24.1452,24.9627,9.0123,23.6080,31.0700,6.0000,6.8134,-5.0127,-25.7641
5.8100,5.7496,5.7500,0.0565,0.1163,-0.0004,240.907,180.329,14.535,7.520,1.7842,4.6903,-0.2484,24.3364,25.4923,8.9861,23.4327,31.7063,6.0000,6.9361,-8.2611,-25.0341
5.9200,5.8687,5.8700,0.0410,0.1175,-0.0014,240.447,179.560,15.917,8.408,1.2350,6.1710,-0.1480,24.4721,26.1704,8.9701,23.2395,32.3373,6.0000,6.9380,-11.2884,-24.8806
6.0500,5.9884,5.9900,0.0553,0.0983,-0.0017,240.028,178.293,17.239,7.522,0.6448,7.4572,0.0398,24.5558,27.1387,8.9754,22.9895,33.0761,6.0000,6.8061,-14.7616,-25.4473
6.1500,6.0910,6.0900,0.0536,0.1185,0.0009,239.922,177.395,17.051,7.462,0.1280,8.3944,0.2126,24.5605,27.9908,8.9986,22.7821,33.6391,6.0000,6.6197,-17.4599,-26.4439
6.2600,6.2094,6.2100,0.0431,0.1000,-0.0007,240.726,177.565,18.165,8.773,-0.1821,8.4193,0.0632,24.5443,28.9072,9.0094,22.5396,34.2530,6.0000,6.4353,-20.5367,-27.3734
6.3701,6.3119,6.3100,0.0562,0.0997,0.0019,240.812,179.137,17.146,6.859,0.4382,6.0378,-0.0845,24.5995,29.5478,8.9998,22.2832,34.8611,6.0000,6.5082,-23.5561,-26.9450
6.4601,6.4087,6.4101,0.0449,0.1000,-0.0014,239.056,180.449,17.476,6.768,0.9282,4.2048,-0.0186,24.6711,29.9468,8.9975,22.0637,35.3545,6.0000,6.6924,-25.7598,-26.1228
6.5601,6.5099,6.5101,0.0496,0.0898,-0.0001,240.872,179.121,17.188,5.884,0.1020,5.3560,0.0378,24.6774,30.4872,9.0011,21.8102,35.8983,6.0000,6.8021,-27.9348,-25.7038
6.6501,6.5993,6.6001,0.0469,0.1028,-0.0007,239.612,179.812,15.386,5.402,-0.6198,6.2766,0.0295,24.6146,31.0604,9.0036,21.5740,36.3839,6.0000,6.8094,-29.7500,-25.6971
6.7701,6.7100,6.7101,0.0544,0.1067,-0.0001,240.187,178.273,14.492,5.049,-1.4702,7.2659,-0.0017,24.4338,31.9365,9.0031,21.2482,37.0259,6.0000,6.6955,-32.0606,-26.1635
6.8701,6.8218,6.8201,0.0462,0.1150,0.0018,239.793,180.012,16.419,7.448,-2.2848,8.1206,-0.0463,24.2074,32.7430,8.9984,20.9680,37.5565,6.0000,6.5127,-33.9576,-26.9129
6.9901,6.9415,6.9401,0.0491,0.1171,0.0014,238.947,179.629,16.339,8.643,-1.4574,6.3498,-0.0095,24.0252,33.5194,8.9970,20.6225,38.1881,6.0000,6.4899,-36.1026,-27.0012
7.1201,7.0584,7.0601,0.0550,0.1091,-0.0017,239.748,181.021,15.328,8.854,-0.5338,4.5183,0.1359,23.9348,34.1364,9.0077,20.2381,38.8668,6.0000,6.6971,-38.0219,-26.2021
7.2301,7.1709,7.1701,0.0525,0.0985,0.0008,240.891,181.416,16.577,6.806,-1.5892,5.5620,0.0044,23.7502,34.7573,9.0073,19.9058,39.4371,6.0000,6.7443,-39.4172,-26.0004
7.3301,7.2713,7.2701,0.0516,0.0906,0.0013,242.014,179.239,16.800,7.428,-2.4822,6.3953,-0.0778,23.4894,35.4081,8.9992,19.5991,39.9528,6.0000,6.6743,-40.5785,-26.2173
7.4201,7.3703,7.3701,0.0498,0.0988,0.0002,240.909,179.931,17.311,6.427,-3.3147,7.1311,-0.0648,23.1910,36.0472,8.9993,19.3197,40.4149,6.0000,6.5437,-41.5676,-26.7840
7.5301,7.4700,7.4701,0.0554,0.1027,-0.0001,241.453,179.538,16.564,7.886,-2.5415,5.9035,0.1193,22.9261,36.6763,9.0084,18.9750,40.9777,6.0000,6.5517,-42.5856,-26.8389
7.6401,7.5806,7.5801,0.0533,0.1082,0.0005,241.426,180.267,15.362,6.716,-1.5868,4.4643,-0.3419,22.7350,37.1838,8.9820,18.6275,41.5388,6.0000,6.6703,-43.3416,-26.0700
7.7501,7.6885,7.6901,0.0527,0.0867,-0.0015,240.510,179.736,17.453,5.435,-2.6317,5.3945,0.0514,22.4359,37.7856,8.9902,18.2781,42.0987,6.0000,6.6780,-43.9664,-26.1166
7.8401,7.7813,7.7801,0.0574,0.1176,0.0012,239.757,180.622,16.208,5.113,-3.4238,6.0842,0.2541,22.1129,38.3459,9.0102,17.9915,42.5564,6.0000,6.5982,-44.4049,-26.6522
7.9601,7.9001,7.9001,0.0516,0.0986,-0.0000,240.059,178.838,17.887,4.838,-3.2599,5.6495,-0.2996,21.7306,39.0130,8.9847,17.6094,43.1667,6.0000,6.5505,-44.7932,-26.6121
8.0501,8.0000,8.0001,0.0402,0.1081,-0.0001,238.412,179.553,16.834,7.056,-1.9904,4.0476,0.3880,21.5334,39.3956,9.0148,17.3234,43.6247,6.0000,6.6677,-44.8872,-26.3963
8.1601,8.1116,8.1101,0.0452,0.1129,0.0015,239.465,178.749,16.404,6.510,-3.0070,4.9755,0.1436,21.2032,39.9423,9.0302,16.9755,44.1856,6.0000,6.6948,-44.9119,-26.4280
8.2801,8.2301,8.2301,0.0499,0.0977,0.0000,238.091,179.352,15.567,8.146,-3.9821,5.8643,-0.4494,20.7346,40.6369,8.9889,16.5991,44.7993,6.0000,6.5669,-44.8319,-26.5815
8.3801,8.3283,8.3301,0.0461,0.1192,-0.0018,237.866,179.002,16.170,7.947,-3.2896,4.9551,0.1188,20.4128,41.1238,9.0007,16.2886,45.3128,6.0000,6.5819,-44.5707,-26.6307
8.5001,8.4484,8.4501,0.0423,0.0989,-0.0017,239.441,178.436,16.421,8.901,-2.9041,4.3844,-0.0506,20.0697,41.6447,8.9999,15.9211,45.9319,6.0000,6.6597,-44.0753,-26.2869
8.6001,8.5517,8.5501,0.0475,0.1178,0.0016,240.851,178.021,17.867,7.622,-3.7603,5.2582,-0.0523,19.6901,42.1742,8.9967,15.6199,46.4508,6.0000,6.6029,-43.6008,-26.5009
8.7301,8.6686,8.6701,0.0520,0.1016,-0.0015,240.066,179.926,17.935,8.480,-3.3743,4.6995,0.0518,19.2462,42.7911,8.9955,15.2365,47.1300,6.0000,6.6060,-42.7599,-26.4752
8.8301,8.7797,8.7801,0.0447,0.1106,-0.0004,239.900,181.138,16.123,6.628,-3.2118,4.4440,-0.0406,18.9213,43.2400,8.9928,14.9486,47.6565,6.0000,6.6338,-41.9886,-26.3298
8.9501,8.8991,8.9001,0.0460,0.0969,-0.0010,238.350,179.984,17.016,5.958,-4.0883,5.4680,0.0994,18.4558,43.8651,8.9965,14.6126,48.2933,6.0000,6.5665,-40.9716,-26.6573
9.0601,9.0002,9.0001,0.0503,0.1111,0.0001,240.063,180.891,16.048,5.347,-2.9265,3.9598,0.0183,18.1179,44.3212,9.0100,14.3146,48.8821,6.0000,6.6399,-39.8417,-26.4691
9.1701,9.1189,9.1201,0.0428,0.1188,-0.0012,240.799,181.073,16.459,4.798,-3.5792,4.8194,0.0473,17.7250,44.8505,9.0141,14.0272,49.4762,6.0000,6.6270,-38.6568,-26.5651
9.2901,9.2418,9.2401,0.0452,0.0851,0.0016,241.884,181.517,18.267,6.903,-3.7323,5.0345,-0.2358,17.2802,45.4501,8.9879,13.7268,50.1306,6.0000,6.5744,-37.2234,-26.5383
9.3801,9.3305,9.3301,0.0480,0.1097,0.0004,242.623,179.461,17.482,7.951,-3.0236,4.0471,0.5707,17.0008,45.8256,9.0251,13.5113,50.6257,6.0000,6.6430,-36.0338,-26.6020
9.5001,9.4390,9.4401,0.0591,0.1171,-0.0011,241.116,180.317,18.631,9.333,-3.6380,5.0408,-0.3058,16.5613,46.4359,8.9909,13.2380,51.2918,6.0000,6.5827,-34.4057,-26.5315
9.6201,9.5588,9.5601,0.0579,0.0956,-0.0013,241.527,179.946,18.729,8.499,-3.2557,4.4930,0.2498,16.1678,46.9801,9.0107,12.9819,51.9647,6.0000,6.6197,-32.6029,-26.5627
9.7101,9.6615,9.6601,0.0446,0.1089,0.0014,242.262,178.993,18.700,9.240,-3.2733,4.6464,-0.0633,15.8686,47.4078,9.0024,12.8019,52.4738,6.0000,6.6215,-31.2066,-26.4746
9.8301,9.7705,9.7701,0.0557,0.1115,0.0004,240.887,180.440,18.321,7.754,-3.6970,5.5591,0.1424,15.4494,48.0290,9.0072,12.5788,53.1583,6.0000,6.5844,-29.2505,-26.6832
9.9401,9.8900,9.8901,0.0476,0.1086,-0.0001,239.841,179.395,16.761,8.461,-3.1737,4.7577,-0.2064,15.1014,48.5506,8.9948,12.3924,53.7914,6.0000,6.5982,-27.3514,-26.5022
10.0501,9.9992,10.0001,0.0452,0.0841,-0.0009,238.817,180.571,16.526,7.461,-3.3381,5.3165,-0.1408,14.7445,49.1119,8.9945,12.2241,54.4296,6.0000,6.5848,-25.3761,-26.5575
10.1501,10.0884,10.0901,0.0587,0.0973,-0.0017,239.666,179.033,17.742,8.734,-2.9535,4.6574,0.2125,14.4438,49.5950,9.0084,12.0875,55.0138,6.0000,6.6126,-23.5174,-26.5714
10.2501,10.1882,10.1901,0.0541,0.1084,-0.0020,239.156,178.992,17.019,9.881,-3.2793,5.7614,-0.2157,14.1247,50.1517,8.9874,11.9672,55.6016,6.0000,6.5608,-21.6129,-26.5930
10.3501,10.2999,10.3001,0.0417,0.1033,-0.0002,240.290,179.427,16.670,8.820,-2.6938,4.4664,0.5368,13.8480,50.6222,9.0199,11.8639,56.1926,6.0000,6.6217,-19.6208,-26.6434
10.4701,10.4118,10.4101,0.0579,0.1080,0.0017,239.611,180.634,16.942,7.835,-2.9214,5.6250,-0.2863,13.4974,51.3008,8.9904,11.7629,56.9055,6.0000,6.5670,-17.2118,-26.5944
10.5701,10.5189,10.5201,0.0419,0.1142,-0.0013,238.930,179.111,17.676,9.180,-2.6130,4.9675,0.2497,13.2342,51.8077,9.0112,11.6985,57.5020,6.0000,6.6039,-15.1080,-26.6361
10.7001,10.6382,10.6401,0.0596,0.1182,-0.0020,238.307,178.576,17.970,8.057,-2.6030,5.7013,-0.2408,12.8966,52.5472,8.9931,11.6425,58.2799,6.0000,6.5695,-12.3540,-26.6100
10.8202,10.7602,10.7602,0.0580,0.0838,0.0001,239.412,177.435,17.176,6.639,-2.3070,4.9459,0.0722,12.6124,53.1917,8.9960,11.6194,58.9995,6.0000,6.5920,-9.7173,-26.5399
10.9102,10.8498,10.8502,0.0552,0.0935,-0.0004,240.262,178.887,15.468,6.216,-2.3144,5.9556,0.0344,12.4067,53.7292,9.0016,11.6204,59.5395,6.0000,6.5688,-7.7216,-26.6957
11.0002,10.9500,10.9502,0.0435,0.1138,-0.0002,239.924,177.964,14.477,7.545,-2.0888,5.2997,0.0568,12.2197,54.2135,9.0015,11.6370,59.9400,6.0000,6.4733,-5.8279,-27.1213
11.1202,11.0719,11.0702,0.0460,0.0985,0.0017,241.440,177.964,17.586,10.177,-1.6982,3.6418,0.0032,12.0131,54.6662,9.0019,11.6488,59.2202,6.0000,5.4447,-4.5986,-32.8457
11.2202,11.1720,11.1702,0.0436,0.0852,0.0018,241.559,178.741,21.327,13.914,-1.3419,1.7407,0.0018,11.8804,54.8333,9.0021,11.6364,58.6203,6.0000,4.8141,-3.7184,-37.8627
11.3202,11.2598,11.2602,0.0575,0.0956,-0.0004,242.098,178.160,22.549,17.292,-1.0566,0.3437,0.0006,11.7794,54.8480,9.0021,11.6035,58.0213,6.0000,4.3445,-3.2103,-42.8791
11.4202,11.3582,11.3602,0.0592,0.0989,-0.0020,241.443,178.514,24.495,18.950,-0.7412,-0.9303,-0.0006,11.7106,54.7390,9.0021,11.5500,57.4237,6.0000,4.0009,-3.4650,-47.6641
11.5102,11.4585,11.4602,0.0473,0.0894,-0.0017,239.678,179.580,26.835,21.649,-0.3664,-1.9578,-0.0019,11.6821,54.5555,9.0019,11.4842,56.8878,6.0000,3.7751,-4.9062,-51.5959
11.6102,11.5514,11.5502,0.0596,0.1033,0.0013,238.146,178.139,30.473,26.398,0.1034,-2.6667,-0.0030,11.7031,54.2810,9.0015,11.3914,56.2950,6.0000,3.5950,-8.8489,-55.3947
11.7102,11.6599,11.6602,0.0443,0.0939,-0.0002,240.157,179.723,34.021,29.877,0.9318,-3.1333,-0.0042,11.8010,53.9688,9.0011,11.2780,55.7058,6.0000,3.4726,-16.7848,-58.4492
11.8102,11.7583,11.7602,0.0488,0.1026,-0.0018,240.220,179.577,38.027,31.689,1.8011,-3.0970,-0.0046,11.9850,53.6613,9.0007,11.1441,55.1210,6.0000,3.4064,-29.9522,-60.3117
11.9202,11.8687,11.8702,0.0470,0.1102,-0.0015,240.921,180.150,38.254,31.109,2.6845,-2.7303,-0.0046,12.2798,53.3616,9.0002,10.9732,54.4835,6.0000,3.4247,-49.3102,-59.7528
12.0402,11.9912,11.9902,0.0483,0.1027,0.0010,239.472,178.306,33.575,27.753,3.5305,-2.1673,-0.0041,12.6992,53.0989,8.9997,10.7590,53.7962,6.0000,3.6069,-70.1688,-55.0511
12.1602,12.1014,12.1002,0.0590,0.1185,0.0012,239.879,178.538,30.253,23.936,4.2523,-1.5912,-0.0035,13.2135,52.9114,8.9992,10.5164,53.1184,6.0000,4.0093,-85.6546,-47.4778
12.2802,12.2222,12.2202,0.0580,0.0841,0.0020,238.365,179.134,30.650,19.211,5.0568,-0.9189,-0.0027,13.8250,52.8049,8.9989,10.2458,52.4512,6.0000,4.6574,-95.6586,-39.3449
12.3602,12.3118,12.3102,0.0404,0.1026,0.0016,238.476,177.718,27.278,15.085,5.7173,-0.3787,-0.0019,14.2920,52.7822,8.9988,10.0502,52.0129,6.0000,5.2287,-100.2919,-34.3616
12.4802,12.4191,12.4202,0.0576,0.0926,-0.0011,240.496,178.959,24.028,10.662,6.6378,0.3384,-0.0004,15.0948,52.8273,8.9988,9.7347,51.3657,6.0000,6.2945,-105.2548,-27.9384
12.5702,12.5182,12.5202,0.0430,0.0924,-0.0020,239.021,178.745,19.051,9.067,7.5534,1.0291,0.0031,15.7630,52.9166,8.9994,9.4810,50.8891,6.0000,7.2341,-107.8869,-24.0535
12.6802,12.6192,12.6202,0.0593,0.0850,-0.0010,240.439,178.892,16.831,5.166,5.8858,0.4715,0.0148,16.3874,52.9597,9.0010,9.1518,50.3171,6.0000,8.2526,-110.0600,-20.9387
12.7602,12.7088,12.7102,0.0471,0.1016,-0.0014,241.308,178.561,16.371,5.245,3.9804,-0.2573,0.0127,16.6822,52.9299,9.0019,8.8995,49.9087,6.0000,8.8584,-111.2118,-19.4504
12.8702,12.8206,12.8202,0.0469,0.0967,0.0004,240.357,180.334,13.050,4.164,1.8808,-1.0769,0.0095,16.8902,52.8118,9.0030,8.5355,49.3582,6.0000,9.5135,-112.4564,-18.0676
12.9702,12.9193,12.9202,0.0467,0.1168,-0.0009,240.104,180.030,13.829,3.044,0.1693,-1.7588,0.0067,16.8997,52.6329,9.0037,8.1882,48.8690,6.0000,9.9418,-113.3644,-17.2699
13.0902,13.0397,13.0402,0.0437,0.1152,-0.0005,240.727,181.338,13.714,2.404,-1.6634,-2.5045,0.0036,16.7098,52.3362,9.0041,7.7515,48.2965,6.0000,10.2643,-114.2693,-16.7152
13.2102,13.1593,13.1602,0.0468,0.1153,-0.0010,238.953,182.206,12.805,3.253,-3.2811,-3.1780,0.0008,16.3246,51.9584,9.0042,7.2944,47.7404,6.0000,10.3982,-115.0332,-16.4949
13.3302,13.2803,13.2802,0.0461,0.1026,0.0001,238.035,181.636,12.804,2.181,-4.7090,-3.7864,-0.0016,15.7671,51.5072,9.0040,6.8179,47.2006,6.0000,10.3644,-115.6930,-16.5493
