scenario,name,estimator,family,meas,maneuver,detect_hz,latency_s,jitter,timing,period_jit,lat_jit_s,stamp_jit_s,est_px_rms,held_px_rms,los_head_rms,los_att_rms,range_rms,range_bias,range_peak,size_rms,speed_rms,updates,rejects,steps,timeseries
s11,seed2_smooth,EKF-LOS,EKF,los,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,227.6163,1.6757,11.9245,9.0513,18.7762,15.3411,36.4948,0.0316,8.8354,191,7,2000,logs/auto_20260817_134130/runs/s11_EKF-LOS.csv
s11,seed2_smooth,UKF-LOS,UKF,los,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,40.2939,1.6757,6.2904,1.4397,35.7903,32.9674,57.8206,0.0316,12.4082,191,5,2000,logs/auto_20260817_134130/runs/s11_UKF-LOS.csv
s11,seed2_smooth,IMM-EKF-LOS,IMM-EKF,los,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,121.7159,1.6757,3.9350,9.3252,8.2308,6.7301,17.9531,0.0316,5.0260,191,0,2000,logs/auto_20260817_134130/runs/s11_IMM-EKF-LOS.csv
s11,seed2_smooth,IMM-UKF-LOS,IMM-UKF,los,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,7.6706,1.6757,1.1980,0.7186,12.3161,10.2291,24.8900,0.0316,6.5661,191,0,2000,logs/auto_20260817_134130/runs/s11_IMM-UKF-LOS.csv
s12,hi_jitter_jink,CV-pixel,CV,px,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,4.3785,3.2177,0.5853,0.5028,0.0000,0.0000,0.0000,0.0000,0.0000,189,0,2000,logs/auto_20260817_134130/runs/s12_CV-pixel.csv
s12,hi_jitter_jink,EKF,EKF,bbox,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,7.4039,3.2177,1.0247,0.8167,2.1437,1.7497,5.5138,0.0675,2.5844,189,0,2000,logs/auto_20260817_134130/runs/s12_EKF.csv
s12,hi_jitter_jink,UKF,UKF,bbox,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,9.7103,3.2177,1.5145,0.8900,2.0972,1.7210,5.4562,0.0488,2.1404,189,0,2000,logs/auto_20260817_134130/runs/s12_UKF.csv
s12,hi_jitter_jink,IMM-EKF,IMM-EKF,bbox,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,7.7724,3.2177,1.1050,0.8296,1.2334,1.0837,3.2020,0.0620,1.2690,189,0,2000,logs/auto_20260817_134130/runs/s12_IMM-EKF.csv
s12,hi_jitter_jink,IMM-UKF,IMM-UKF,bbox,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,10.4680,3.2177,1.6080,0.9929,2.1680,1.9550,4.8819,0.1113,1.3487,189,0,2000,logs/auto_20260817_134130/runs/s12_IMM-UKF.csv
s12,hi_jitter_jink,EKF-LOS,EKF,los,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,8.3437,3.2177,1.2694,0.8026,9.5426,8.4369,18.8454,0.0228,6.4629,189,0,2000,logs/auto_20260817_134130/runs/s12_EKF-LOS.csv
s12,hi_jitter_jink,UKF-LOS,UKF,los,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,14.5608,3.2177,2.4317,1.1343,12.3093,11.9837,21.6555,0.0228,7.6784,189,0,2000,logs/auto_20260817_134130/runs/s12_UKF-LOS.csv
s12,hi_jitter_jink,IMM-EKF-LOS,IMM-EKF,los,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,8.9754,3.2177,1.1991,1.0414,1.7048,1.4172,5.8011,0.0228,1.0547,189,0,2000,logs/auto_20260817_134130/runs/s12_IMM-EKF-LOS.csv
s12,hi_jitter_jink,IMM-UKF-LOS,IMM-UKF,los,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,14.6216,3.2177,2.4872,1.0193,1.2606,0.9594,4.2550,0.0228,1.1091,189,0,2000,logs/auto_20260817_134130/runs/s12_IMM-UKF-LOS.csv
s13,stable_timing,CV-pixel,CV,px,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,2.1750,1.6409,0.3188,0.2427,0.0000,0.0000,0.0000,0.0000,0.0000,200,0,2000,logs/auto_20260817_134130/runs/s13_CV-pixel.csv
s13,stable_timing,EKF,EKF,bbox,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,4.5320,1.6409,0.4926,0.6518,1.6109,1.3488,4.2592,0.0528,1.4882,200,0,2000,logs/auto_20260817_134130/runs/s13_EKF.csv
s13,stable_timing,UKF,UKF,bbox,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,5.8223,1.6409,0.8518,0.7969,1.4692,1.2341,3.7726,0.0373,1.3216,200,0,2000,logs/auto_20260817_134130/runs/s13_UKF.csv
s13,stable_timing,IMM-EKF,IMM-EKF,bbox,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,4.9044,1.6409,0.5152,0.7232,0.9777,0.8148,2.9828,0.0326,1.0582,200,0,2000,logs/auto_20260817_134130/runs/s13_IMM-EKF.csv
s13,stable_timing,IMM-UKF,IMM-UKF,bbox,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,5.9848,1.6409,0.8744,0.8179,0.8612,0.6541,2.9592,0.0361,0.8543,200,0,2000,logs/auto_20260817_134130/runs/s13_IMM-UKF.csv
s13,stable_timing,EKF-LOS,EKF,los,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,129.3198,1.6409,16.1890,8.9611,33.2651,21.5774,89.3348,0.0344,14.8466,200,17,2000,logs/auto_20260817_134130/runs/s13_EKF-LOS.csv
s13,stable_timing,UKF-LOS,UKF,los,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,12.2676,1.6409,2.3434,1.5626,24.9123,22.0323,52.7550,0.0344,8.0030,200,0,2000,logs/auto_20260817_134130/runs/s13_UKF-LOS.csv
s13,stable_timing,IMM-EKF-LOS,IMM-EKF,los,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,4.7503,1.6409,0.7538,0.6264,6.1574,3.9804,18.3918,0.0344,4.2146,200,0,2000,logs/auto_20260817_134130/runs/s13_IMM-EKF-LOS.csv
s13,stable_timing,IMM-UKF-LOS,IMM-UKF,los,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,13.1512,1.6409,3.1332,1.3685,8.8133,7.1484,18.5537,0.0344,4.3343,200,0,2000,logs/auto_20260817_134130/runs/s13_IMM-UKF-LOS.csv
s14,heavy_period,CV-pixel,CV,px,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,2.2264,1.6158,0.3166,0.2559,0.0000,0.0000,0.0000,0.0000,0.0000,186,0,2000,logs/auto_20260817_134130/runs/s14_CV-pixel.csv
s14,heavy_period,EKF,EKF,bbox,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,5.1623,1.6158,0.5483,0.7587,1.0492,0.8898,3.8646,0.0384,1.2488,186,0,2000,logs/auto_20260817_134130/runs/s14_EKF.csv
s14,heavy_period,UKF,UKF,bbox,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,6.4750,1.6158,0.9411,0.8860,1.3845,1.2024,3.6382,0.0386,1.2649,186,0,2000,logs/auto_20260817_134130/runs/s14_UKF.csv
s14,heavy_period,IMM-EKF,IMM-EKF,bbox,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,5.0328,1.6158,0.5226,0.7470,0.8798,0.7535,3.0481,0.0345,0.8273,186,0,2000,logs/auto_20260817_134130/runs/s14_IMM-EKF.csv
s14,heavy_period,IMM-UKF,IMM-UKF,bbox,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,6.3476,1.6158,0.7531,0.9207,0.8817,0.6610,2.7904,0.0417,0.9135,186,0,2000,logs/auto_20260817_134130/runs/s14_IMM-UKF.csv
s14,heavy_period,EKF-LOS,EKF,los,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,230.7220,1.6158,23.5889,8.9413,23.1298,18.4953,53.3814,0.0344,12.0877,186,12,2000,logs/auto_20260817_134130/runs/s14_EKF-LOS.csv
s14,heavy_period,UKF-LOS,UKF,los,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,10.9806,1.6158,1.6714,1.5373,26.8292,23.6918,56.2794,0.0344,8.5328,186,0,2000,logs/auto_20260817_134130/runs/s14_UKF-LOS.csv
s14,heavy_period,IMM-EKF-LOS,IMM-EKF,los,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,8.1847,1.6158,0.7039,1.2682,5.6824,3.8822,15.7201,0.0344,2.8981,186,0,2000,logs/auto_20260817_134130/runs/s14_IMM-EKF-LOS.csv
s14,heavy_period,IMM-UKF-LOS,IMM-UKF,los,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,9.6841,1.6158,1.7780,1.2331,8.6549,7.1897,18.6941,0.0344,4.0798,186,0,2000,logs/auto_20260817_134130/runs/s14_IMM-UKF-LOS.csv
s15,heavy_stamp,CV-pixel,CV,px,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,2.1972,1.6124,0.2937,0.2523,0.0000,0.0000,0.0000,0.0000,0.0000,189,0,2000,logs/auto_20260817_134130/runs/s15_CV-pixel.csv
s15,heavy_stamp,EKF,EKF,bbox,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,6.0999,1.6124,0.8716,0.6451,0.9373,0.7891,2.5907,0.0487,1.5164,189,0,2000,logs/auto_20260817_134130/runs/s15_EKF.csv
s15,heavy_stamp,UKF,UKF,bbox,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,8.9185,1.6124,1.4568,0.7265,1.1146,0.8055,4.1573,0.0243,1.5006,189,0,2000,logs/auto_20260817_134130/runs/s15_UKF.csv
s15,heavy_stamp,IMM-EKF,IMM-EKF,bbox,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,7.1135,1.6124,0.9661,0.8068,2.1274,2.0311,4.4008,0.1068,1.2145,189,0,2000,logs/auto_20260817_134130/runs/s15_IMM-EKF.csv
s15,heavy_stamp,IMM-UKF,IMM-UKF,bbox,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,9.7662,1.6124,1.4979,0.9271,2.2514,2.0834,4.9655,0.1158,1.1925,189,0,2000,logs/auto_20260817_134130/runs/s15_IMM-UKF.csv
s15,heavy_stamp,EKF-LOS,EKF,los,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,275.2746,1.6124,19.2662,6.8664,5.4136,4.2847,17.2750,0.0228,5.8839,189,0,2000,logs/auto_20260817_134130/runs/s15_EKF-LOS.csv
s15,heavy_stamp,UKF-LOS,UKF,los,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,14.7225,1.6124,2.4981,1.0822,11.9108,11.6778,20.2854,0.0228,7.3243,189,0,2000,logs/auto_20260817_134130/runs/s15_UKF-LOS.csv
s15,heavy_stamp,IMM-EKF-LOS,IMM-EKF,los,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,251.4575,1.6124,20.0384,7.6625,4.5444,3.7436,15.3110,0.0228,5.5609,189,0,2000,logs/auto_20260817_134130/runs/s15_IMM-EKF-LOS.csv
s15,heavy_stamp,IMM-UKF-LOS,IMM-UKF,los,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,13.7636,1.6124,2.3685,0.9009,1.3959,1.1737,3.4585,0.0228,1.0606,189,0,2000,logs/auto_20260817_134130/runs/s15_IMM-UKF-LOS.csv
s16,zoom_1to3x,CV-pixel,CV,px,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,2.1908,1.6093,0.1617,0.1443,0.0000,0.0000,0.0000,0.0000,0.0000,189,0,2000,logs/auto_20260817_134130/runs/s16_CV-pixel.csv
s16,zoom_1to3x,EKF,EKF,bbox,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,17.4539,1.6093,0.8608,1.0008,2.9285,2.7974,5.6312,0.1443,1.3699,189,0,2000,logs/auto_20260817_134130/runs/s16_EKF.csv
s16,zoom_1to3x,UKF,UKF,bbox,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,13.6022,1.6093,0.7840,0.7296,0.9486,0.7711,2.4880,0.0554,1.0251,189,0,2000,logs/auto_20260817_134130/runs/s16_UKF.csv
s16,zoom_1to3x,IMM-EKF,IMM-EKF,bbox,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,13.4663,1.6093,0.6630,0.7632,1.7549,1.5889,4.0208,0.0882,0.9324,189,0,2000,logs/auto_20260817_134130/runs/s16_IMM-EKF.csv
s16,zoom_1to3x,IMM-UKF,IMM-UKF,bbox,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,13.8465,1.6093,0.8506,0.7470,1.2348,1.0033,3.5139,0.0625,0.9109,189,0,2000,logs/auto_20260817_134130/runs/s16_IMM-UKF.csv
s16,zoom_1to3x,EKF-LOS,EKF,los,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,737.7098,1.6093,24.5436,11.0254,232.0368,135.6973,648.0667,0.0344,51.3194,189,77,2000,logs/auto_20260817_134130/runs/s16_EKF-LOS.csv
s16,zoom_1to3x,UKF-LOS,UKF,los,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,375.5043,1.6093,18.8549,7.8684,33.5445,28.5181,93.6829,0.0344,11.1336,189,12,2000,logs/auto_20260817_134130/runs/s16_UKF-LOS.csv
s16,zoom_1to3x,IMM-EKF-LOS,IMM-EKF,los,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,11.6652,1.6093,0.4803,0.6606,4.9459,3.5343,15.6947,0.0344,3.1475,189,0,2000,logs/auto_20260817_134130/runs/s16_IMM-EKF-LOS.csv
s16,zoom_1to3x,IMM-UKF-LOS,IMM-UKF,los,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,17.0588,1.6093,1.6037,0.8998,9.2221,7.4012,21.9677,0.0344,5.3425,189,0,2000,logs/auto_20260817_134130/runs/s16_IMM-UKF-LOS.csv
