t_s,estimator,maneuver,horizon_s,detect_hz,latency_s,jitter,meas_corr,predict_on,true_range_m,est_range_m,range_err_m,range_sigma_m,est_size_w_m,est_size_h_m,size_err_m,true_speed_mps,est_speed_mps,held_err_px,est_err_px,track_err_px,origin_hdg,origin_att,delayed_hdg,delayed_att,jittered_hdg,jittered_att,est_hdg,est_att,pred_hdg,pred_att,err_delayed_hdg,err_delayed_att,err_jittered_hdg,err_jittered_att,err_est_hdg,err_est_att,detect_count,detect_age_s,tracker_updates,tracker_rejects,imm_p0,imm_p1,imm_p2,chaser_vx,chaser_vy,chaser_vz,target_vx,target_vy,target_vz,timing_on,period_s,pkt_latency_s,meas_stamp_s,stamp_err_s
0.0100,EKF-LOS,jink,0.500,10.00,0.050,0,0.600,1,19.4193,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.5716,-11.7368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0666,0.1666,-0.0147,5.5437,2.2950,0.0000,1,0.1063,0.0521,0.0000,0.0019
0.0200,EKF-LOS,jink,0.500,10.00,0.050,0,0.600,1,19.4549,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.7056,-11.7142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.1329,0.3314,-0.0292,5.5158,2.3614,0.0000,1,0.1063,0.0521,0.0000,0.0019
0.0300,EKF-LOS,jink,0.500,10.00,0.050,0,0.600,1,19.4894,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.8373,-11.6919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.1987,0.4944,-0.0435,5.4870,2.4274,0.0000,1,0.1063,0.0521,0.0000,0.0019
0.0400,EKF-LOS,jink,0.500,10.00,0.050,0,0.600,1,19.5227,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.9668,-11.6699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.2641,0.6558,-0.0576,5.4575,2.4931,0.0000,1,0.1063,0.0521,0.0000,0.0019
0.0500,EKF-LOS,jink,0.500,10.00,0.050,0,0.600,1,19.5550,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,19.0940,-11.6483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.3290,0.8154,-0.0715,5.4272,2.5584,0.0000,1,0.1063,0.0521,0.0000,0.0019
0.0600,EKF-LOS,jink,0.500,10.00,0.050,0,0.600,1,19.5862,11.9394,-7.6468,8.4291,0.3600,0.3600,0.0187,6.0000,0.0000,0.0039,4.8073,0.1717,19.2190,-11.6270,18.4354,-11.7598,18.4354,-11.7598,18.4167,-11.7961,18.2476,-12.1243,-0.7836,-0.1329,-0.7836,-0.1329,-0.8022,-0.1691,1,0.0600,1,0,1.0000,0.0000,0.0000,0.3936,0.9733,-0.0852,5.3961,2.6233,0.0000,1,0.1063,0.0521,0.0019,0.0019
0.0700,EKF-LOS,jink,0.500,10.00,0.050,0,0.600,1,19.6163,11.9176,-7.6987,8.4400,0.3600,0.3600,0.0187,6.0000,0.0000,0.0046,5.5944,0.1712,19.3418,-11.6060,18.4354,-11.7598,18.4354,-11.7598,18.4097,-11.8093,18.2089,-12.1951,-0.9064,-0.1539,-0.9064,-0.1539,-0.9321,-0.2034,1,0.0700,1,0,1.0000,0.0000,0.0000,0.4577,1.1296,-0.0987,5.3643,2.6879,0.0000,1,0.1063,0.0521,0.0019,0.0019
0.0800,EKF-LOS,jink,0.500,10.00,0.050,0,0.600,1,19.6452,11.8925,-7.7527,8.4527,0.3600,0.3600,0.0185,6.0000,0.0000,0.0052,6.3784,0.1707,19.4624,-11.5853,18.4354,-11.7598,18.4354,-11.7598,18.4014,-11.8246,18.1678,-12.2691,-1.0270,-0.1745,-1.0270,-0.1745,-1.0610,-0.2393,1,0.0800,1,0,1.0000,0.0000,0.0000,0.5213,1.2843,-0.1120,5.3316,2.7521,0.0000,1,0.1063,0.0521,0.0019,0.0019
0.0900,EKF-LOS,jink,0.500,10.00,0.050,0,0.600,1,19.6731,11.8643,-7.8089,8.4671,0.3600,0.3600,0.0183,6.0000,0.0000,0.0059,7.1595,0.1702,19.5808,-11.5650,18.4354,-11.7598,18.4354,-11.7598,18.3919,-11.8420,18.1244,-12.3463,-1.1454,-0.1948,-1.1454,-0.1948,-1.1888,-0.2770,1,0.0900,1,0,1.0000,0.0000,0.0000,0.5846,1.4373,-0.1250,5.2982,2.8158,0.0000,1,0.1063,0.0521,0.0019,0.0019
0.1000,EKF-LOS,jink,0.500,10.00,0.050,0,0.600,1,19.7000,11.8329,-7.8671,8.4832,0.3600,0.3600,0.0180,6.0000,0.0000,0.0066,7.9382,0.1696,19.6970,-11.5450,18.4354,-11.7598,18.4354,-11.7598,18.3812,-11.8614,18.0784,-12.4270,-1.2616,-0.2149,-1.2616,-0.2149,-1.3158,-0.3164,1,0.1000,1,0,1.0000,0.0000,0.0000,0.6474,1.5887,-0.1379,5.2640,2.8792,0.0000,1,0.1063,0.0521,0.0019,0.0019
