t_s,estimator,maneuver,horizon_s,detect_hz,latency_s,jitter,meas_corr,predict_on,true_range_m,est_range_m,range_err_m,range_sigma_m,est_size_w_m,est_size_h_m,size_err_m,true_speed_mps,est_speed_mps,held_err_px,est_err_px,track_err_px,origin_hdg,origin_att,delayed_hdg,delayed_att,jittered_hdg,jittered_att,est_hdg,est_att,pred_hdg,pred_att,err_delayed_hdg,err_delayed_att,err_jittered_hdg,err_jittered_att,err_est_hdg,err_est_att,detect_count,detect_age_s,tracker_updates,tracker_rejects,imm_p0,imm_p1,imm_p2,chaser_vx,chaser_vy,chaser_vz,target_vx,target_vy,target_vz,timing_on,period_s,pkt_latency_s,meas_stamp_s,stamp_err_s
0.0100,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.4193,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.5716,-11.7368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0666,0.1666,-0.0147,5.5437,2.2950,0.0000,1,0.0886,0.0453,0.0000,-0.0020
0.0200,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.4549,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.7056,-11.7142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.1329,0.3314,-0.0292,5.5158,2.3614,0.0000,1,0.0886,0.0453,0.0000,-0.0020
0.0300,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.4894,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.8373,-11.6919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.1987,0.4944,-0.0435,5.4870,2.4274,0.0000,1,0.0886,0.0453,0.0000,-0.0020
0.0400,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.5227,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.9668,-11.6699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.2641,0.6558,-0.0576,5.4575,2.4931,0.0000,1,0.0886,0.0453,0.0000,-0.0020
0.0500,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.5550,17.9840,-1.5710,9.0364,0.3600,0.1052,0.0187,6.0000,0.0000,3.1549,5.0337,0.1722,19.0940,-11.6483,18.4354,-11.7598,18.5519,-12.2750,18.5430,-12.2944,18.4550,-12.4854,-0.6586,-0.1116,-0.5421,-0.6268,-0.5510,-0.6461,1,0.0500,1,0,1.0000,0.0000,0.0000,0.3290,0.8154,-0.0715,5.4272,2.5584,0.0000,1,0.0886,0.0453,-0.0020,-0.0020
0.0600,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.5862,17.9648,-1.6214,9.0456,0.3600,0.1052,0.0187,6.0000,0.0000,3.1545,5.6722,0.1717,19.2190,-11.6270,18.4354,-11.7598,18.5519,-12.2750,18.5391,-12.3026,18.4320,-12.5326,-0.7836,-0.1329,-0.6671,-0.6481,-0.6799,-0.6757,1,0.0600,1,0,1.0000,0.0000,0.0000,0.3936,0.9733,-0.0852,5.3961,2.6233,0.0000,1,0.0886,0.0453,-0.0020,-0.0020
0.0700,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.6163,17.9423,-1.6739,9.0564,0.3600,0.1052,0.0187,6.0000,0.0000,3.1541,6.3395,0.1712,19.3418,-11.6060,18.4354,-11.7598,18.5519,-12.2750,18.5344,-12.3123,18.4077,-12.5816,-0.9064,-0.1539,-0.7899,-0.6691,-0.8074,-0.7063,1,0.0700,1,0,1.0000,0.0000,0.0000,0.4577,1.1296,-0.0987,5.3643,2.6879,0.0000,1,0.0886,0.0453,-0.0020,-0.0020
0.0800,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.6452,17.9166,-1.7286,9.0688,0.3600,0.1052,0.0185,6.0000,0.0000,3.1537,7.0252,0.1707,19.4624,-11.5853,18.4354,-11.7598,18.5519,-12.2750,18.5289,-12.3234,18.3821,-12.6325,-1.0270,-0.1745,-0.9105,-0.6897,-0.9334,-0.7381,1,0.0800,1,0,1.0000,0.0000,0.0000,0.5213,1.2843,-0.1120,5.3316,2.7521,0.0000,1,0.0886,0.0453,-0.0020,-0.0020
0.0900,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.6731,17.8878,-1.7854,9.0829,0.3600,0.1052,0.0183,6.0000,0.0000,3.1533,7.7227,0.1702,19.5808,-11.5650,18.4354,-11.7598,18.5519,-12.2750,18.5227,-12.3360,18.3551,-12.6852,-1.1454,-0.1948,-1.0289,-0.7100,-1.0581,-0.7710,1,0.0900,1,0,1.0000,0.0000,0.0000,0.5846,1.4373,-0.1250,5.2982,2.8158,0.0000,1,0.1182,0.0416,-0.0020,0.0000
0.1000,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.7000,17.8558,-1.8442,9.0986,0.3600,0.1052,0.0180,6.0000,0.0000,3.1529,8.4275,0.1696,19.6970,-11.5450,18.4354,-11.7598,18.5519,-12.2750,18.5157,-12.3500,18.3268,-12.7399,-1.2616,-0.2149,-1.1451,-0.7301,-1.1813,-0.8051,1,0.1000,1,0,1.0000,0.0000,0.0000,0.6474,1.5887,-0.1379,5.2640,2.8792,0.0000,1,0.1182,0.0416,-0.0020,0.0000
0.1100,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.7257,17.8208,-1.9050,9.1159,0.3600,0.1052,0.0177,6.0000,0.0000,3.1525,9.1366,0.1691,19.8110,-11.5253,18.4354,-11.7598,18.5519,-12.2750,18.5078,-12.3655,18.2971,-12.7965,-1.3756,-0.2346,-1.2591,-0.7498,-1.3032,-0.8402,1,0.1100,1,0,1.0000,0.0000,0.0000,0.7097,1.7386,-0.1506,5.2291,2.9422,0.0000,1,0.1182,0.0416,-0.0020,0.0000
0.1200,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.7504,17.7827,-1.9677,9.1348,0.3600,0.1052,0.0173,6.0000,0.0000,3.1520,9.8478,0.1686,19.9229,-11.5059,18.4354,-11.7598,18.5519,-12.2750,18.4991,-12.3823,18.2660,-12.8551,-1.4875,-0.2539,-1.3710,-0.7691,-1.4238,-0.8765,1,0.1200,1,0,1.0000,0.0000,0.0000,0.7716,1.8868,-0.1631,5.1934,3.0047,0.0000,1,0.1182,0.0416,-0.0020,0.0000
0.1300,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.7741,17.7417,-2.0323,9.1554,0.3600,0.1052,0.0168,6.0000,0.0000,3.1516,10.5599,0.1680,20.0326,-11.4868,18.4354,-11.7598,18.5519,-12.2750,18.4896,-12.4007,18.2333,-12.9158,-1.5972,-0.2730,-1.4807,-0.7882,-1.5430,-0.9138,1,0.1300,1,0,1.0000,0.0000,0.0000,0.8331,2.0336,-0.1754,5.1570,3.0668,0.0000,1,0.1182,0.0416,-0.0020,0.0000
0.1400,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.7967,19.1007,-0.6959,6.0083,0.3612,0.1025,0.0150,6.0000,1.0739,5.8639,9.1897,0.1675,20.1402,-11.4681,19.5808,-11.5650,20.1431,-12.3764,18.9534,-12.4735,20.4045,-13.3292,-0.5594,-0.0969,0.0029,-0.9084,-1.1868,-1.0054,2,0.0500,2,0,1.0000,0.0000,0.0000,0.8941,2.1787,-0.1876,5.1198,3.1285,0.0000,1,0.1182,0.0416,0.0900,0.0000
0.1500,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.8182,19.0704,-0.7479,6.0318,0.3612,0.1025,0.0144,6.0000,1.0739,5.8636,9.6963,0.1669,20.2456,-11.4496,19.5808,-11.5650,20.1431,-12.3764,18.9789,-12.4937,20.4232,-13.3907,-0.6649,-0.1154,-0.1026,-0.9268,-1.2668,-1.0441,2,0.0600,2,0,1.0000,0.0000,0.0000,0.9547,2.3224,-0.1995,5.0819,3.1897,0.0000,1,0.1182,0.0416,0.0900,0.0000
0.1600,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.8387,19.0370,-0.8017,6.0577,0.3612,0.1025,0.0137,6.0000,1.0739,5.8633,10.2016,0.1663,20.3489,-11.4315,19.5808,-11.5650,20.1431,-12.3764,19.0037,-12.5153,20.4415,-13.4543,-0.7682,-0.1335,-0.2059,-0.9450,-1.3452,-1.0838,2,0.0700,2,0,1.0000,0.0000,0.0000,1.0148,2.4646,-0.2113,5.0433,3.2504,0.0000,1,0.1182,0.0416,0.0900,0.0000
0.1700,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.8582,19.0007,-0.8575,6.0860,0.3612,0.1025,0.0129,6.0000,1.0739,5.8631,10.7049,0.1657,20.4501,-11.4136,19.5808,-11.5650,20.1431,-12.3764,19.0280,-12.5382,20.4595,-13.5199,-0.8693,-0.1514,-0.3070,-0.9628,-1.4221,-1.1246,2,0.0800,2,0,1.0000,0.0000,0.0000,1.0745,2.6053,-0.2228,5.0039,3.3107,0.0000,1,0.1182,0.0416,0.0900,0.0000
0.1800,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.8766,18.9615,-0.9151,6.1166,0.3612,0.1025,0.0121,6.0000,1.0739,5.8628,11.2058,0.1651,20.5491,-11.3961,19.5808,-11.5650,20.1431,-12.3764,19.0517,-12.5625,20.4770,-13.5875,-0.9684,-0.1689,-0.4061,-0.9804,-1.4975,-1.1665,2,0.0900,2,0,1.0000,0.0000,0.0000,1.1338,2.7445,-0.2342,4.9638,3.3705,0.0000,1,0.1182,0.0416,0.0900,0.0000
0.1900,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.8940,18.9195,-0.9745,6.1497,0.3612,0.1025,0.0112,6.0000,1.0739,5.8625,11.7041,0.1645,20.6461,-11.3788,19.5808,-11.5650,20.1431,-12.3764,19.0748,-12.5882,20.4942,-13.6573,-1.0653,-0.1862,-0.5030,-0.9976,-1.5713,-1.2094,2,0.1000,2,0,1.0000,0.0000,0.0000,1.1925,2.8823,-0.2455,4.9230,3.4299,0.0000,1,0.1182,0.0416,0.0900,0.0000
0.2000,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.9104,18.8747,-1.0356,6.1851,0.3612,0.1025,0.0104,6.0000,1.0739,5.8612,12.2009,0.1639,20.7412,-11.3619,19.5808,-11.5650,20.1431,-12.3764,19.0974,-12.6153,20.5110,-13.7293,-1.1604,-0.2031,-0.5981,-1.0145,-1.6438,-1.2534,2,0.1100,2,0,1.0000,0.0000,0.0000,1.2508,3.0187,-0.2565,4.8815,3.4887,0.0000,1,0.1182,0.0416,0.0900,0.0000
0.2100,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.9257,18.8272,-1.0986,6.2227,0.3612,0.1025,0.0098,6.0000,1.0739,5.8604,12.6947,0.1637,20.8341,-11.3452,19.5808,-11.5650,20.1431,-12.3764,19.1194,-12.6437,20.5274,-13.8035,-1.2534,-0.2198,-0.6911,-1.0312,-1.7147,-1.2985,2,0.1200,2,0,1.0000,0.0000,0.0000,1.3087,3.1536,-0.2674,4.8393,3.5470,0.0000,1,0.0881,0.0590,0.0900,0.0017
0.2200,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.9401,18.7769,-1.1632,6.2627,0.3612,0.1025,0.0092,6.0000,1.0739,5.8605,13.1843,0.1636,20.9247,-11.3288,19.5808,-11.5650,20.1431,-12.3764,19.1409,-12.6735,20.5435,-13.8799,-1.3439,-0.2362,-0.7816,-1.0477,-1.7838,-1.3448,2,0.1300,2,0,1.0000,0.0000,0.0000,1.3661,3.2872,-0.2781,4.7964,3.6048,0.0000,1,0.0881,0.0590,0.0900,0.0017
0.2300,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.9534,18.7240,-1.2294,6.3049,0.3612,0.1025,0.0087,6.0000,1.0739,5.8606,13.6706,0.1634,21.0132,-11.3126,19.5808,-11.5650,20.1431,-12.3764,19.1619,-12.7048,20.5592,-13.9588,-1.4324,-0.2523,-0.8701,-1.0638,-1.8513,-1.3921,2,0.1400,2,0,1.0000,0.0000,0.0000,1.4230,3.4193,-0.2886,4.7528,3.6621,0.0000,1,0.0881,0.0590,0.0900,0.0017
0.2400,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.9658,18.6685,-1.2973,6.3493,0.3612,0.1025,0.0080,6.0000,1.0739,5.8607,14.1538,0.1632,21.0996,-11.2968,19.5808,-11.5650,20.1431,-12.3764,19.1823,-12.7374,20.5746,-14.0400,-1.5188,-0.2682,-0.9565,-1.0796,-1.9173,-1.4406,2,0.1500,2,0,1.0000,0.0000,0.0000,1.4795,3.5501,-0.2990,4.7085,3.7189,0.0000,1,0.0881,0.0590,0.0900,0.0017
0.2500,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.9771,18.6103,-1.3668,6.3958,0.3612,0.1025,0.0073,6.0000,1.0739,5.8607,14.6338,0.1631,21.1839,-11.2813,19.5808,-11.5650,20.1431,-12.3764,19.2022,-12.7715,20.5897,-14.1238,-1.6031,-0.2837,-1.0408,-1.0951,-1.9816,-1.4902,2,0.1600,2,0,1.0000,0.0000,0.0000,1.5355,3.6796,-0.3091,4.6635,3.7751,0.0000,1,0.0881,0.0590,0.0900,0.0017
0.2600,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.9874,18.5497,-1.4377,6.4445,0.3612,0.1025,0.0065,6.0000,1.0739,5.8608,15.1107,0.1629,21.2661,-11.2661,19.5808,-11.5650,20.1431,-12.3764,19.2216,-12.8070,20.6044,-14.2101,-1.6853,-0.2989,-1.1230,-1.1103,-2.0445,-1.5409,2,0.1700,2,0,1.0000,0.0000,0.0000,1.5910,3.8077,-0.3192,4.6179,3.8308,0.0000,1,0.0881,0.0590,0.0900,0.0017
0.2700,UKF,jink,0.500,10.00,0.050,1,0.600,1,19.9968,19.4240,-0.5727,4.5106,0.3624,0.1017,0.0044,6.0000,2.1999,6.2708,10.2121,0.1627,21.3462,-11.2512,20.8341,-11.3452,21.1231,-12.3545,20.0683,-12.4123,23.1685,-12.7335,-0.5120,-0.0940,-0.2231,-1.1033,-1.2779,-1.1611,3,0.0600,3,0,1.0000,0.0000,0.0000,1.6461,3.9345,-0.3290,4.5716,3.8859,0.0000,1,0.0881,0.0590,0.2117,0.0017
0.2800,UKF,jink,0.500,10.00,0.050,1,0.600,1,20.0051,19.3792,-0.6259,4.5567,0.3624,0.1017,0.0035,6.0000,2.1999,6.2707,10.4133,0.1625,21.4242,-11.2365,20.8341,-11.3452,21.1231,-12.3545,20.1230,-12.4225,23.2356,-12.7787,-0.5900,-0.1086,-0.3011,-1.1180,-1.3011,-1.1860,3,0.0700,3,0,1.0000,0.0000,0.0000,1.7007,4.0601,-0.3387,4.5246,3.9405,0.0000,1,0.0881,0.0590,0.2117,0.0017
0.2900,UKF,jink,0.500,10.00,0.050,1,0.600,1,20.0125,19.3317,-0.6808,4.6058,0.3624,0.1017,0.0025,6.0000,2.1999,6.2706,10.6101,0.1622,21.5001,-11.2222,20.8341,-11.3452,21.1231,-12.3545,20.1775,-12.4339,23.3035,-12.8254,-0.6660,-0.1230,-0.3770,-1.1323,-1.3226,-1.2116,3,0.0800,3,0,1.0000,0.0000,0.0000,1.7549,4.1843,-0.3483,4.4770,3.9945,0.0000,1,0.0881,0.0590,0.2117,0.0017
0.3000,UKF,jink,0.500,10.00,0.050,1,0.600,1,20.0188,19.2817,-0.7371,4.6576,0.3624,0.1017,0.0014,6.0000,2.1999,6.2704,10.8026,0.1620,21.5740,-11.2082,20.8341,-11.3452,21.1231,-12.3545,20.2318,-12.4464,23.3720,-12.8739,-0.7398,-0.1370,-0.4509,-1.1463,-1.3421,-1.2382,3,0.0900,3,0,1.0000,0.0000,0.0000,1.8085,4.3073,-0.3576,4.4288,4.0480,0.0000,1,0.1129,0.0435,0.2117,0.0005
0.3100,UKF,jink,0.500,10.00,0.050,1,0.600,1,20.0242,19.2292,-0.7951,4.7121,0.3624,0.1017,0.0003,6.0000,2.1999,6.2703,10.9908,0.1618,21.6457,-11.1945,20.8341,-11.3452,21.1231,-12.3545,20.2860,-12.4602,23.4414,-12.9241,-0.8116,-0.1507,-0.5227,-1.1600,-1.3598,-1.2657,3,0.1000,3,0,1.0000,0.0000,0.0000,1.8617,4.4290,-0.3669,4.3799,4.1008,0.0000,1,0.1129,0.0435,0.2117,0.0005
