t_s,estimator,maneuver,horizon_s,detect_hz,latency_s,jitter,meas_corr,predict_on,true_range_m,est_range_m,range_err_m,range_sigma_m,est_size_w_m,est_size_h_m,size_err_m,true_speed_mps,est_speed_mps,held_err_px,est_err_px,track_err_px,origin_hdg,origin_att,delayed_hdg,delayed_att,jittered_hdg,jittered_att,est_hdg,est_att,pred_hdg,pred_att,err_delayed_hdg,err_delayed_att,err_jittered_hdg,err_jittered_att,err_est_hdg,err_est_att,detect_count,detect_age_s,tracker_updates,tracker_rejects,imm_p0,imm_p1,imm_p2,chaser_vx,chaser_vy,chaser_vz,target_vx,target_vy,target_vz,timing_on,period_s,pkt_latency_s,meas_stamp_s,stamp_err_s
0.0100,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.4193,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.5716,-11.7368,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.0666,0.1666,-0.0147,5.5437,2.2950,0.0000,1,0.0886,0.0453,0.0000,-0.0020
0.0200,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.4549,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.7056,-11.7142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.1329,0.3314,-0.0292,5.5158,2.3614,0.0000,1,0.0886,0.0453,0.0000,-0.0020
0.0300,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.4894,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.8373,-11.6919,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.1987,0.4944,-0.0435,5.4870,2.4274,0.0000,1,0.0886,0.0453,0.0000,-0.0020
0.0400,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.5227,nan,nan,nan,nan,nan,nan,6.0000,nan,0.0000,0.0000,0.0000,18.9668,-11.6699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0.0000,0,0,0.0000,0.0000,0.0000,0.2641,0.6558,-0.0576,5.4575,2.4931,0.0000,1,0.0886,0.0453,0.0000,-0.0020
0.0500,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.5550,11.9547,-7.6004,8.4233,0.3600,0.3600,0.0187,6.0000,0.0000,3.1549,5.0953,0.1722,19.0940,-11.6483,18.4354,-11.7598,18.5519,-12.2750,18.5385,-12.3041,18.4042,-12.5955,-0.6586,-0.1116,-0.5421,-0.6268,-0.5555,-0.6558,1,0.0500,1,0,1.0000,0.0000,0.0000,0.3290,0.8154,-0.0715,5.4272,2.5584,0.0000,1,0.0886,0.0453,-0.0020,-0.0020
0.0600,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.5862,11.9354,-7.6507,8.4331,0.3600,0.3600,0.0187,6.0000,0.0000,3.1545,5.7583,0.1717,19.2190,-11.6270,18.4354,-11.7598,18.5519,-12.2750,18.5326,-12.3165,18.3685,-12.6686,-0.7836,-0.1329,-0.6671,-0.6481,-0.6864,-0.6896,1,0.0600,1,0,1.0000,0.0000,0.0000,0.3936,0.9733,-0.0852,5.3961,2.6233,0.0000,1,0.0886,0.0453,-0.0020,-0.0020
0.0700,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.6163,11.9130,-7.7033,8.4447,0.3600,0.3600,0.0187,6.0000,0.0000,3.1541,6.4535,0.1712,19.3418,-11.6060,18.4354,-11.7598,18.5519,-12.2750,18.5255,-12.3312,18.3306,-12.7451,-0.9064,-0.1539,-0.7899,-0.6691,-0.8162,-0.7252,1,0.0700,1,0,1.0000,0.0000,0.0000,0.4577,1.1296,-0.0987,5.3643,2.6879,0.0000,1,0.0886,0.0453,-0.0020,-0.0020
0.0800,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.6452,11.8873,-7.7580,8.4581,0.3600,0.3600,0.0185,6.0000,0.0000,3.1537,7.1708,0.1707,19.4624,-11.5853,18.4354,-11.7598,18.5519,-12.2750,18.5173,-12.3480,18.2905,-12.8249,-1.0270,-0.1745,-0.9105,-0.6897,-0.9451,-0.7627,1,0.0800,1,0,1.0000,0.0000,0.0000,0.5213,1.2843,-0.1120,5.3316,2.7521,0.0000,1,0.0886,0.0453,-0.0020,-0.0020
0.0900,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.6731,11.8584,-7.8147,8.4731,0.3600,0.3600,0.0183,6.0000,0.0000,3.1533,7.9036,0.1702,19.5808,-11.5650,18.4354,-11.7598,18.5519,-12.2750,18.5078,-12.3670,18.2479,-12.9082,-1.1454,-0.1948,-1.0289,-0.7100,-1.0729,-0.8020,1,0.0900,1,0,1.0000,0.0000,0.0000,0.5846,1.4373,-0.1250,5.2982,2.8158,0.0000,1,0.1182,0.0416,-0.0020,0.0000
0.1000,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.7000,11.8265,-7.8735,8.4900,0.3600,0.3600,0.0180,6.0000,0.0000,3.1529,8.6476,0.1696,19.6970,-11.5450,18.4354,-11.7598,18.5519,-12.2750,18.4972,-12.3883,18.2028,-12.9951,-1.2616,-0.2149,-1.1451,-0.7301,-1.1998,-0.8433,1,0.1000,1,0,1.0000,0.0000,0.0000,0.6474,1.5887,-0.1379,5.2640,2.8792,0.0000,1,0.1182,0.0416,-0.0020,0.0000
0.1100,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.7257,11.7914,-7.9343,8.5085,0.3600,0.3600,0.0177,6.0000,0.0000,3.1525,9.4000,0.1691,19.8110,-11.5253,18.4354,-11.7598,18.5519,-12.2750,18.4852,-12.4117,18.1552,-13.0859,-1.3756,-0.2346,-1.2591,-0.7498,-1.3258,-0.8864,1,0.1100,1,0,1.0000,0.0000,0.0000,0.7097,1.7386,-0.1506,5.2291,2.9422,0.0000,1,0.1182,0.0416,-0.0020,0.0000
0.1200,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.7504,11.7534,-7.9970,8.5288,0.3600,0.3600,0.0173,6.0000,0.0000,3.1520,10.1588,0.1686,19.9229,-11.5059,18.4354,-11.7598,18.5519,-12.2750,18.4720,-12.4374,18.1049,-13.1805,-1.4875,-0.2539,-1.3710,-0.7691,-1.4509,-0.9315,1,0.1200,1,0,1.0000,0.0000,0.0000,0.7716,1.8868,-0.1631,5.1934,3.0047,0.0000,1,0.1182,0.0416,-0.0020,0.0000
0.1300,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.7741,11.7124,-8.0617,8.5508,0.3600,0.3600,0.0168,6.0000,0.0000,3.1516,10.9228,0.1680,20.0326,-11.4868,18.4354,-11.7598,18.5519,-12.2750,18.4575,-12.4653,18.0518,-13.2793,-1.5972,-0.2730,-1.4807,-0.7882,-1.5751,-0.9785,1,0.1300,1,0,1.0000,0.0000,0.0000,0.8331,2.0336,-0.1754,5.1570,3.0668,0.0000,1,0.1182,0.0416,-0.0020,0.0000
0.1400,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.7967,12.0619,-7.7348,7.9096,0.3600,0.3600,0.0162,6.0000,0.8770,5.8639,11.0893,0.1675,20.1402,-11.4681,19.5808,-11.5650,20.1431,-12.3764,18.8935,-12.8640,20.1697,-15.3915,-0.5594,-0.0969,0.0029,-0.9084,-1.2468,-1.3959,2,0.0500,2,0,1.0000,0.0000,0.0000,0.8941,2.1787,-0.1876,5.1198,3.1285,0.0000,1,0.1182,0.0416,0.0900,0.0000
0.1500,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.8182,12.0300,-7.7882,7.9339,0.3600,0.3600,0.0156,6.0000,0.8770,5.8636,11.7395,0.1669,20.2456,-11.4496,19.5808,-11.5650,20.1431,-12.3764,18.9133,-12.9166,20.1759,-15.5360,-0.6649,-0.1154,-0.1026,-0.9268,-1.3324,-1.4670,2,0.0600,2,0,1.0000,0.0000,0.0000,0.9547,2.3224,-0.1995,5.0819,3.1897,0.0000,1,0.1182,0.0416,0.0900,0.0000
0.1600,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.8387,11.9951,-7.8436,7.9600,0.3600,0.3600,0.0149,6.0000,0.8770,5.8633,12.3954,0.1663,20.3489,-11.4315,19.5808,-11.5650,20.1431,-12.3764,18.9321,-12.9716,20.1812,-15.6859,-0.7682,-0.1335,-0.2059,-0.9450,-1.4168,-1.5402,2,0.0700,2,0,1.0000,0.0000,0.0000,1.0148,2.4646,-0.2113,5.0433,3.2504,0.0000,1,0.1182,0.0416,0.0900,0.0000
0.1700,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.8582,11.9574,-7.9008,7.9878,0.3600,0.3600,0.0141,6.0000,0.8770,5.8631,13.0567,0.1657,20.4501,-11.4136,19.5808,-11.5650,20.1431,-12.3764,18.9500,-13.0291,20.1855,-15.8414,-0.8693,-0.1514,-0.3070,-0.9628,-1.5001,-1.6155,2,0.0800,2,0,1.0000,0.0000,0.0000,1.0745,2.6053,-0.2228,5.0039,3.3107,0.0000,1,0.1182,0.0416,0.0900,0.0000
0.1800,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.8766,11.9167,-7.9599,8.0174,0.3600,0.3600,0.0133,6.0000,0.8770,5.8628,13.7235,0.1651,20.5491,-11.3961,19.5808,-11.5650,20.1431,-12.3764,18.9669,-13.0892,20.1887,-16.0029,-0.9684,-0.1689,-0.4061,-0.9804,-1.5822,-1.6931,2,0.0900,2,0,1.0000,0.0000,0.0000,1.1338,2.7445,-0.2342,4.9638,3.3705,0.0000,1,0.1182,0.0416,0.0900,0.0000
0.1900,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.8940,11.8733,-8.0207,8.0488,0.3600,0.3600,0.0124,6.0000,0.8770,5.8625,14.3959,0.1645,20.6461,-11.3788,19.5808,-11.5650,20.1431,-12.3764,18.9829,-13.1518,20.1909,-16.1705,-1.0653,-0.1862,-0.5030,-0.9976,-1.6632,-1.7729,2,0.1000,2,0,1.0000,0.0000,0.0000,1.1925,2.8823,-0.2455,4.9230,3.4299,0.0000,1,0.1182,0.0416,0.0900,0.0000
0.2000,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.9104,11.8270,-8.0834,8.0819,0.3600,0.3600,0.0116,6.0000,0.8770,5.8612,15.0752,0.1639,20.7412,-11.3619,19.5808,-11.5650,20.1431,-12.3764,18.9979,-13.2170,20.1921,-16.3446,-1.1604,-0.2031,-0.5981,-1.0145,-1.7432,-1.8551,2,0.1100,2,0,1.0000,0.0000,0.0000,1.2508,3.0187,-0.2565,4.8815,3.4887,0.0000,1,0.1182,0.0416,0.0900,0.0000
0.2100,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.9257,11.7780,-8.1477,8.1167,0.3600,0.3600,0.0109,6.0000,0.8770,5.8604,15.7605,0.1637,20.8341,-11.3452,19.5808,-11.5650,20.1431,-12.3764,19.0120,-13.2849,20.1922,-16.5254,-1.2534,-0.2198,-0.6911,-1.0312,-1.8221,-1.9397,2,0.1200,2,0,1.0000,0.0000,0.0000,1.3087,3.1536,-0.2674,4.8393,3.5470,0.0000,1,0.0881,0.0590,0.0900,0.0017
0.2200,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.9401,11.7264,-8.2137,8.1533,0.3600,0.3600,0.0104,6.0000,0.8770,5.8605,16.4511,0.1636,20.9247,-11.3288,19.5808,-11.5650,20.1431,-12.3764,19.0251,-13.3555,20.1911,-16.7132,-1.3439,-0.2362,-0.7816,-1.0477,-1.8996,-2.0268,2,0.1300,2,0,1.0000,0.0000,0.0000,1.3661,3.2872,-0.2781,4.7964,3.6048,0.0000,1,0.0881,0.0590,0.0900,0.0017
0.2300,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.9534,11.6720,-8.2814,8.1915,0.3600,0.3600,0.0098,6.0000,0.8770,5.8606,17.1482,0.1634,21.0132,-11.3126,19.5808,-11.5650,20.1431,-12.3764,19.0372,-13.4290,20.1890,-16.9083,-1.4324,-0.2523,-0.8701,-1.0638,-1.9760,-2.1163,2,0.1400,2,0,1.0000,0.0000,0.0000,1.4230,3.4193,-0.2886,4.7528,3.6621,0.0000,1,0.0881,0.0590,0.0900,0.0017
0.2400,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.9658,11.6151,-8.3507,8.2314,0.3600,0.3600,0.0092,6.0000,0.8770,5.8607,17.8523,0.1632,21.0996,-11.2968,19.5808,-11.5650,20.1431,-12.3764,19.0484,-13.5052,20.1856,-17.1112,-1.5188,-0.2682,-0.9565,-1.0796,-2.0512,-2.2084,2,0.1500,2,0,1.0000,0.0000,0.0000,1.4795,3.5501,-0.2990,4.7085,3.7189,0.0000,1,0.0881,0.0590,0.0900,0.0017
0.2500,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.9771,11.5556,-8.4215,8.2729,0.3600,0.3600,0.0084,6.0000,0.8770,5.8607,18.5638,0.1631,21.1839,-11.2813,19.5808,-11.5650,20.1431,-12.3764,19.0586,-13.5844,20.1811,-17.3221,-1.6031,-0.2837,-1.0408,-1.0951,-2.1253,-2.3031,2,0.1600,2,0,1.0000,0.0000,0.0000,1.5355,3.6796,-0.3091,4.6635,3.7751,0.0000,1,0.0881,0.0590,0.0900,0.0017
0.2600,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.9874,11.4936,-8.4938,8.3161,0.3600,0.3600,0.0076,6.0000,0.8770,5.8608,19.2832,0.1629,21.2661,-11.2661,19.5808,-11.5650,20.1431,-12.3764,19.0678,-13.6666,20.1754,-17.5416,-1.6853,-0.2989,-1.1230,-1.1103,-2.1983,-2.4006,2,0.1700,2,0,1.0000,0.0000,0.0000,1.5910,3.8077,-0.3192,4.6179,3.8308,0.0000,1,0.0881,0.0590,0.0900,0.0017
0.2700,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,19.9968,13.6821,-6.3147,5.5843,0.3600,0.3600,0.0068,6.0000,1.0104,6.2708,21.0428,0.1627,21.3462,-11.2512,20.8341,-11.3452,21.1231,-12.3545,18.2196,-12.9829,17.2271,-14.9234,-0.5120,-0.0940,-0.2231,-1.1033,-3.1265,-1.7318,3,0.0600,3,0,1.0000,0.0000,0.0000,1.6461,3.9345,-0.3290,4.5716,3.8859,0.0000,1,0.0881,0.0590,0.2117,0.0017
0.2800,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,20.0051,13.6406,-6.3645,5.6262,0.3600,0.3600,0.0059,6.0000,1.0104,6.2707,21.7116,0.1625,21.4242,-11.2365,20.8341,-11.3452,21.1231,-12.3545,18.1985,-13.0234,17.1620,-15.0375,-0.5900,-0.1086,-0.3011,-1.1180,-3.2257,-1.7868,3,0.0700,3,0,1.0000,0.0000,0.0000,1.7007,4.0601,-0.3387,4.5246,3.9405,0.0000,1,0.0881,0.0590,0.2117,0.0017
0.2900,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,20.0125,13.5966,-6.4159,5.6705,0.3600,0.3600,0.0049,6.0000,1.0104,6.2706,22.3810,0.1622,21.5001,-11.2222,20.8341,-11.3452,21.1231,-12.3545,18.1761,-13.0658,17.0944,-15.1557,-0.6660,-0.1230,-0.3770,-1.1323,-3.3240,-1.8436,3,0.0800,3,0,1.0000,0.0000,0.0000,1.7549,4.1843,-0.3483,4.4770,3.9945,0.0000,1,0.0881,0.0590,0.2117,0.0017
0.3000,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,20.0188,13.5500,-6.4689,5.7172,0.3600,0.3600,0.0039,6.0000,1.0104,6.2704,23.0513,0.1620,21.5740,-11.2082,20.8341,-11.3452,21.1231,-12.3545,18.1525,-13.1103,17.0240,-15.2780,-0.7398,-0.1370,-0.4509,-1.1463,-3.4215,-1.9021,3,0.0900,3,0,1.0000,0.0000,0.0000,1.8085,4.3073,-0.3576,4.4288,4.0480,0.0000,1,0.1129,0.0435,0.2117,0.0005
0.3100,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,20.0242,13.5009,-6.5234,5.7663,0.3600,0.3600,0.0028,6.0000,1.0104,6.2703,23.7226,0.1618,21.6457,-11.1945,20.8341,-11.3452,21.1231,-12.3545,18.1276,-13.1568,16.9510,-15.4046,-0.8116,-0.1507,-0.5227,-1.1600,-3.5181,-1.9624,3,0.1000,3,0,1.0000,0.0000,0.0000,1.8617,4.4290,-0.3669,4.3799,4.1008,0.0000,1,0.1129,0.0435,0.2117,0.0005
0.3200,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,20.0286,13.4493,-6.5793,5.8176,0.3600,0.3600,0.0016,6.0000,1.0104,6.2701,24.3952,0.1616,21.7154,-11.1810,20.8341,-11.3452,21.1231,-12.3545,18.1015,-13.2054,16.8750,-15.5357,-0.8813,-0.1641,-0.5923,-1.1735,-3.6139,-2.0244,3,0.1100,3,0,1.0000,0.0000,0.0000,1.9144,4.5495,-0.3759,4.3303,4.1531,0.0000,1,0.1129,0.0435,0.2117,0.0005
0.3300,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,20.0321,13.3953,-6.6368,5.8711,0.3600,0.3600,0.0004,6.0000,1.0104,6.2700,25.0693,0.1613,21.7830,-11.1679,20.8341,-11.3452,21.1231,-12.3545,18.0741,-13.2561,16.7962,-15.6715,-0.9489,-0.1772,-0.6600,-1.1866,-3.7090,-2.0882,3,0.1200,3,0,1.0000,0.0000,0.0000,1.9667,4.6687,-0.3848,4.2802,4.2047,0.0000,1,0.1129,0.0435,0.2117,0.0005
0.3400,UKF-LOS,jink,0.500,10.00,0.050,1,0.600,1,20.0345,13.3389,-6.6956,5.9268,0.3600,0.3600,0.0009,6.0000,1.0104,6.2698,25.7453,0.1610,21.8486,-11.1551,20.8341,-11.3452,21.1231,-12.3545,18.0453,-13.3090,16.7143,-15.8121,-1.0145,-0.1901,-0.7255,-1.1994,-3.8033,-2.1539,3,0.1300,3,0,1.0000,0.0000,0.0000,2.0184,4.7868,-0.3936,4.2294,4.2558,0.0000,1,0.1129,0.0435,0.2117,0.0005
