t_s,stamp_s,t_true,latency_s,period_s,stamp_err_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
0.7900,0.7285,0.7300,0.0598,0.0527,-0.0001,238.755,177.174,7.116,2.000,4.1754,8.3387,-0.6618,1.8846,-7.9802,9.6688,10.3747,7.8238,6.0000,18.3034,28.2444,-11.4052
0.8500,0.7899,0.7900,0.0505,0.0436,0.0004,240.377,179.750,7.025,2.000,4.4673,8.7551,-0.6863,2.1626,-7.4412,9.6269,10.7023,7.9730,6.0000,17.9830,28.9861,-11.4748
0.9100,0.8504,0.8500,0.0514,0.0444,0.0001,239.190,179.961,6.868,2.000,4.7534,9.1405,-0.7072,2.4577,-6.8802,9.5839,11.0289,8.1244,6.0000,17.6398,29.7356,-11.5584
0.9600,0.9001,0.9000,0.0503,0.0415,0.0018,240.898,180.082,6.968,2.000,4.9876,9.4393,-0.7218,2.7163,-6.3970,9.5473,11.3002,8.2524,6.0000,17.3376,30.3671,-11.6392
1.0100,0.9518,0.9500,0.0584,0.0583,-0.0014,240.578,180.143,7.059,2.000,5.2181,9.7185,-0.7341,2.9863,-5.9006,9.5102,11.5706,8.3823,6.0000,17.0216,31.0061,-11.7306
1.0600,0.9986,1.0000,0.0547,0.0556,0.0018,239.812,178.756,7.452,2.000,5.4452,9.9791,-0.7439,3.2675,-5.3919,9.4727,11.8402,8.5140,6.0000,16.6928,31.6521,-11.8333
1.1200,1.0618,1.0600,0.0582,0.0525,0.0011,239.881,180.618,7.635,2.000,5.7135,10.2682,-0.7526,3.6196,-4.7665,9.4273,12.1624,8.6746,6.0000,16.2823,32.4381,-11.9726
1.1700,1.1211,1.1200,0.0488,0.0525,0.0011,241.405,179.353,7.861,2.000,5.9774,10.5329,-0.7579,3.9250,-4.2337,9.3893,12.4298,8.8106,6.0000,15.9281,33.1029,-12.1030
1.2300,1.1783,1.1800,0.0469,0.0537,-0.0017,242.278,180.040,7.827,2.000,6.2373,10.7742,-0.7599,4.3056,-3.5816,9.3438,12.7492,8.9767,6.0000,15.4893,33.9134,-12.2783
1.2900,1.2383,1.2400,0.0468,0.0571,-0.0009,241.776,181.260,7.998,2.000,6.4933,10.9934,-0.7585,4.7016,-2.9170,9.2984,13.0669,9.1459,6.0000,15.0369,34.7389,-12.4761
1.3500,1.2891,1.2900,0.0509,0.0475,0.0012,241.316,181.934,7.935,2.000,6.7040,11.1599,-0.7547,5.1126,-2.2410,9.2533,13.3829,9.3184,6.0000,14.5720,35.5806,-12.6989
1.4100,1.3512,1.3500,0.0598,0.0532,-0.0004,241.206,179.614,8.130,2.052,6.9538,11.3411,-0.7470,5.5384,-1.5547,9.2089,13.6970,9.4943,6.0000,14.0956,36.4398,-12.9498
1.4600,1.3996,1.4000,0.0569,0.0536,0.0004,240.386,181.224,8.222,2.176,7.1595,11.4772,-0.7379,5.9046,-0.9759,9.1725,13.9573,9.6435,6.0000,13.6905,37.1702,-13.1827
1.5200,1.4604,1.4600,0.0544,0.0554,0.0014,240.486,180.520,9.024,2.302,7.4037,11.6234,-0.7235,6.3572,-0.2740,9.1297,14.2676,9.8259,6.0000,13.1957,38.0653,-13.4948
1.5800,1.5214,1.5200,0.0528,0.0438,0.0001,238.891,179.279,8.909,2.385,7.6452,11.7517,-0.7052,6.8243,0.4351,9.0881,14.5758,10.0121,6.0000,12.6923,38.9824,-13.8469
1.6300,1.5801,1.5800,0.0478,0.0407,-0.0013,239.925,180.208,9.310,2.458,7.8841,11.8628,-0.6827,7.2245,1.0307,9.0547,14.8308,10.1701,6.0000,12.2667,39.7649,-14.1754
1.6900,1.6287,1.6300,0.0516,0.0508,0.0011,240.107,180.630,9.597,2.620,8.0814,11.9428,-0.6604,7.7176,1.7502,9.0161,15.1345,10.3633,6.0000,11.7496,40.7278,-14.6180
1.7300,1.6811,1.6800,0.0410,0.0508,0.0011,239.461,181.020,9.991,2.764,8.2770,12.0118,-0.6348,8.0541,2.2323,8.9915,15.3356,10.4942,6.0000,11.4014,41.3855,-14.9463
1.8000,1.7399,1.7400,0.0538,0.0415,-0.0012,240.079,179.007,10.357,2.878,8.5098,12.0803,-0.5990,8.6579,3.0799,8.9510,15.6847,10.7278,6.0000,10.7861,42.5701,-15.5959
1.8400,1.7888,1.7900,0.0455,0.0474,-0.0009,241.342,179.300,10.478,3.075,8.7022,12.1261,-0.5644,9.0113,3.5660,8.9295,15.8825,10.8638,6.0000,10.4317,43.2682,-16.0164
1.9000,1.8391,1.8400,0.0572,0.0487,-0.0017,240.289,179.562,10.624,3.214,8.8932,12.1617,-0.5249,9.5529,4.2968,8.8999,16.1767,11.0712,6.0000,9.8968,44.3496,-16.7265
1.9500,1.8883,1.8900,0.0557,0.0420,-0.0015,240.239,180.463,11.296,3.499,9.0828,12.1874,-0.4794,10.0145,4.9068,8.8780,16.4196,11.2473,6.0000,9.4489,45.2827,-17.4036
2.0000,1.9385,1.9400,0.0560,0.0402,0.0005,240.860,180.273,11.296,3.594,9.2710,12.2035,-0.4269,10.4855,5.5173,8.8591,16.6603,11.4264,6.0000,8.9996,46.2505,-18.1736
2.0400,1.9905,1.9900,0.0492,0.0498,0.0004,238.927,179.086,11.556,3.861,9.4577,12.2101,-0.3654,10.8690,6.0056,8.8465,16.8512,11.5718,6.0000,8.6397,47.0531,-18.8683
2.0900,2.0404,2.0400,0.0409,0.0527,0.0003,239.440,180.574,11.827,4.222,9.6427,12.2071,-0.2923,11.3567,6.6156,8.8345,17.0877,11.7563,6.0000,8.1903,48.0970,-19.8578
2.1400,2.0903,2.0900,0.0447,0.0527,0.0003,238.056,179.542,12.395,4.534,9.8256,12.1944,-0.2030,11.8534,7.2247,8.8277,17.3219,11.9439,6.0000,7.7425,49.1935,-21.0070
2.2100,2.1497,2.1500,0.0575,0.0512,-0.0018,238.849,180.750,13.525,5.182,10.0407,12.1651,-0.0616,12.5634,8.0747,8.8304,17.6454,12.2116,6.0000,7.1223,50.8660,-22.9634
2.2500,2.1981,2.2000,0.0451,0.0512,-0.0018,240.750,179.534,13.935,5.879,10.2116,12.1254,0.1101,12.9760,8.5578,8.8425,17.8280,12.3674,6.0000,6.7757,51.8800,-24.3278
2.3100,2.2586,2.2600,0.0410,0.0561,-0.0014,240.441,180.733,16.036,6.636,10.3600,12.0224,0.5137,13.5862,9.2647,8.8942,18.0987,12.6047,6.0000,6.2980,53.5114,-26.8410
2.3800,2.3182,2.3200,0.0508,0.0537,0.0005,239.222,180.701,18.176,8.044,9.6556,11.2678,1.1969,14.2236,10.0179,8.9814,18.4094,12.8873,6.0000,5.8657,55.5888,-29.9886
2.4300,2.3705,2.3700,0.0512,0.0414,-0.0008,239.299,180.389,18.503,9.238,8.7395,10.4217,1.2653,14.6236,10.5054,9.0430,18.6279,13.0929,6.0000,5.6345,57.1516,-32.0996
2.4800,2.4292,2.4300,0.0428,0.0499,-0.0005,240.879,181.189,20.699,10.975,7.6293,9.4151,1.2062,14.9772,10.9512,9.1004,18.8433,13.3017,6.0000,5.4624,58.7281,-33.9696
2.5400,2.4795,2.4800,0.0511,0.0579,-0.0013,242.089,178.966,21.702,12.429,6.7005,8.5848,1.1040,15.3401,11.4318,9.1612,19.0978,13.5563,6.0000,5.3269,60.5419,-35.7661
2.5800,2.5287,2.5300,0.0445,0.0579,-0.0013,241.515,180.200,22.105,12.953,5.7684,7.7627,0.9711,15.5448,11.7195,9.1957,19.2649,13.7286,6.0000,5.2758,61.6532,-36.6363
2.6400,2.5917,2.5900,0.0431,0.0547,0.0017,240.853,178.925,23.076,13.443,4.6585,6.7981,0.7822,15.7978,12.1047,9.2376,19.5117,13.9907,6.0000,5.2511,63.0993,-37.4134
2.7100,2.6512,2.6500,0.0580,0.0498,-0.0002,240.673,179.979,23.435,14.416,3.6109,5.9021,0.5771,16.0157,12.4884,9.2704,19.7935,14.3021,6.0000,5.2912,64.3727,-37.5305
2.7500,2.6998,2.7000,0.0467,0.0485,0.0002,240.105,179.312,24.290,14.791,2.7829,5.2037,0.3971,16.1047,12.6779,9.2811,19.9514,14.4828,6.0000,5.3441,64.8809,-37.2386
2.8000,2.7502,2.7500,0.0489,0.0481,0.0003,238.695,178.347,24.605,14.170,1.9902,4.5426,0.2098,16.1812,12.8860,9.2858,20.1457,14.7114,6.0000,5.4391,65.2922,-36.5407
2.8600,2.8003,2.8000,0.0576,0.0422,0.0010,238.836,179.778,23.441,13.836,1.2278,3.9132,0.0151,16.2239,13.0955,9.2782,20.3740,14.9897,6.0000,5.5944,65.4790,-35.2708
2.9100,2.8510,2.8500,0.0520,0.0573,0.0013,237.990,178.929,22.037,13.114,0.4916,3.3103,-0.1881,16.2199,13.2377,9.2602,20.5602,15.2250,6.0000,5.7583,65.4099,-33.9059
2.9600,2.9013,2.9000,0.0592,0.0490,0.0018,238.543,177.852,20.804,12.822,-0.2222,2.7294,-0.4020,16.1809,13.3516,9.2310,20.7426,15.4632,6.0000,5.9540,65.1707,-32.3108
3.0100,2.9618,2.9600,0.0475,0.0581,-0.0004,239.198,179.077,20.727,11.138,-1.0532,2.0559,-0.6789,16.1083,13.4382,9.1895,20.9211,15.7043,6.0000,6.1820,64.7951,-30.5308
3.0700,3.0096,3.0100,0.0565,0.0588,-0.0014,240.877,180.345,19.530,10.504,-1.7127,1.5193,-0.9330,15.9799,13.5081,9.1213,21.1300,15.9974,6.0000,6.4973,64.2109,-28.2126
3.1200,3.0686,3.0700,0.0410,0.0588,-0.0014,240.408,179.579,19.456,9.582,-2.4325,0.9226,-1.2997,15.8461,13.5431,9.0411,21.2997,16.2448,6.0000,6.7859,63.6521,-26.1511
3.1900,3.1283,3.1300,0.0553,0.0593,0.0009,239.980,178.320,19.134,8.185,-2.5490,0.7075,-1.9501,15.7040,13.6109,8.9089,21.5303,16.5959,6.0000,7.1474,62.8783,-23.5688
3.2400,3.1809,3.1800,0.0536,0.0500,-0.0007,239.865,177.433,18.309,7.310,-1.6862,1.1432,-1.8196,15.6520,13.6846,8.8292,21.6899,16.8499,6.0000,7.3658,62.3399,-22.1561
3.2900,3.2393,3.2400,0.0431,0.0498,0.0019,240.655,177.621,18.005,6.703,-0.7272,1.6341,-1.4726,15.6382,13.7780,8.7649,21.8452,17.1065,6.0000,7.5519,61.8023,-21.0558
3.3500,3.2919,3.2900,0.0562,0.0500,-0.0014,240.768,179.202,17.178,5.947,0.0177,2.0223,-1.1639,15.6688,13.9151,8.7078,22.0259,17.4179,6.0000,7.7330,61.1484,-20.0875
3.3900,3.3386,3.3400,0.0449,0.0449,-0.0001,239.136,180.512,17.149,5.655,0.7197,2.3956,-0.8601,15.7163,14.0210,8.6816,22.1428,17.6275,6.0000,7.8284,60.7028,-19.6277
3.4400,3.3899,3.3900,0.0496,0.0514,-0.0007,240.987,179.178,16.888,5.327,1.3825,2.7566,-0.5688,15.8044,14.1694,8.6615,22.2848,17.8918,6.0000,7.9199,60.1304,-19.2371
3.4900,3.4393,3.4400,0.0469,0.0514,-0.0007,239.721,179.868,15.972,5.109,2.0086,3.1068,-0.2934,15.9227,14.3350,8.6546,22.4223,18.1584,6.0000,7.9812,59.5372,-19.0309
3.5600,3.4999,3.5000,0.0544,0.0575,0.0018,240.295,178.333,15.382,4.943,2.7144,3.5149,0.0131,16.1360,14.5950,8.6654,22.6070,18.5356,6.0000,8.0185,58.6640,-19.0206
3.6100,3.5618,3.5600,0.0462,0.0575,0.0018,239.904,180.080,15.889,5.189,3.3733,3.9118,0.2912,16.3202,14.8003,8.6863,22.7333,18.8077,6.0000,8.0119,58.0039,-19.1953
3.6700,3.6214,3.6200,0.0491,0.0586,0.0014,239.062,179.703,15.668,5.361,3.9878,4.2996,0.5387,16.5740,15.0678,8.7242,22.8786,19.1371,6.0000,7.9694,57.1649,-19.5908
3.7400,3.6783,3.6800,0.0550,0.0492,0.0008,239.858,181.087,15.465,5.578,4.5602,4.6803,0.7531,16.9120,15.4086,8.7833,23.0394,19.5251,6.0000,7.8750,56.1114,-20.2947
3.8000,3.7408,3.7400,0.0525,0.0453,0.0013,240.998,181.473,16.229,5.555,5.0924,5.0558,0.9308,17.2350,15.7250,8.8441,23.1697,19.8607,6.0000,7.7580,55.1339,-21.0968
3.8500,3.7913,3.7900,0.0516,0.0494,0.0002,242.121,179.295,16.483,5.885,5.5065,5.3662,1.0469,17.5259,16.0057,8.8998,23.2728,20.1424,6.0000,7.6366,54.2587,-21.8999
3.8900,3.8402,3.8400,0.0498,0.0513,-0.0001,241.018,179.989,16.802,5.995,5.8946,5.6754,1.1285,17.7719,16.2413,8.9462,23.3518,20.3690,6.0000,7.5245,53.5137,-22.6271
3.9500,3.8899,3.8900,0.0554,0.0541,0.0005,241.569,179.597,16.642,6.534,6.2572,5.9845,1.1673,18.1616,16.6134,9.0156,23.4642,20.7110,6.0000,7.3323,52.3114,-23.8491
4.0100,3.9505,3.9500,0.0533,0.0433,-0.0015,241.546,180.318,16.637,6.883,6.6575,6.3553,1.1357,18.5737,17.0075,9.0786,23.5695,21.0552,6.0000,7.1116,50.9912,-25.2006
4.0700,4.0085,4.0100,0.0527,0.0588,0.0012,240.632,179.780,18.141,7.258,7.0118,6.7192,0.9625,19.0038,17.4216,9.1213,23.6675,21.4016,6.0000,6.8619,49.5286,-26.5873
4.1200,4.0612,4.0600,0.0574,0.0493,-0.0000,239.883,180.661,18.044,7.698,7.2300,6.9740,0.5835,19.3597,17.7657,9.1194,23.7436,21.6918,6.0000,6.6420,48.1604,-27.5250
4.1800,4.1200,4.1200,0.0516,0.0540,-0.0001,240.191,178.873,19.360,8.185,6.9149,6.6782,-0.3688,19.7416,18.1308,9.0782,23.8283,22.0417,6.0000,6.4208,46.2650,-28.1429
4.2200,4.1699,4.1700,0.0402,0.0540,-0.0001,238.540,179.576,19.451,9.122,6.1229,5.8183,-0.7902,19.9635,18.3375,9.0422,23.8806,22.2759,6.0000,6.3141,44.8502,-28.2909
4.2800,4.2315,4.2300,0.0452,0.0565,0.0015,239.586,178.755,19.790,9.303,5.1407,4.6964,-0.9380,20.2484,18.5911,8.9861,23.9531,22.6286,6.0000,6.2214,42.5452,-28.1636
4.3400,4.2901,4.2900,0.0499,0.0596,-0.0018,238.218,179.354,19.456,9.707,4.2128,3.5765,-0.9057,20.4797,18.7786,8.9350,24.0181,22.9826,6.0000,6.2109,40.0938,-27.6803
4.3900,4.3382,4.3400,0.0461,0.0596,-0.0018,238.001,179.003,19.590,9.463,3.5074,2.6778,-0.7876,20.6356,18.8865,8.9010,24.0668,23.2787,6.0000,6.2650,38.0053,-27.0703
4.4500,4.3983,4.4000,0.0423,0.0589,0.0016,239.578,178.429,19.553,9.351,2.7446,1.6495,-0.5473,20.7831,18.9612,8.8769,24.1184,23.6349,6.0000,6.4044,35.5211,-26.1909
4.5000,4.4516,4.4500,0.0475,0.0589,0.0016,240.991,178.017,19.813,8.632,2.1835,0.8495,-0.2424,20.8779,18.9824,8.8784,24.1558,23.9326,6.0000,6.5807,33.5208,-25.4505
4.5700,4.5085,4.5100,0.0520,0.0553,-0.0004,240.210,179.932,19.016,8.184,1.6545,0.0724,0.3937,20.9929,18.9927,8.9372,24.1996,24.3503,6.0000,6.8834,30.9116,-24.7934
4.6200,4.5696,4.5700,0.0447,0.0553,-0.0004,240.043,181.157,17.474,7.376,1.7393,0.4359,1.1760,21.0885,19.0374,8.9993,24.2249,24.6492,6.0000,7.0773,29.2096,-24.6214
4.6800,4.6290,4.6300,0.0460,0.0555,0.0001,238.493,180.017,17.208,6.917,2.0789,1.3523,1.2352,21.2208,19.1408,9.0701,24.2485,25.0084,6.0000,7.2648,27.3031,-24.5571
4.7400,4.6801,4.6800,0.0503,0.0594,-0.0012,240.207,180.936,16.378,6.638,2.3286,2.0924,1.1127,21.3697,19.2961,9.1294,24.2650,25.3680,6.0000,7.4024,25.5024,-24.5745
4.7900,4.7388,4.7400,0.0428,0.0594,-0.0012,240.942,181.122,16.278,6.417,2.5834,2.9352,0.8912,21.5043,19.4630,9.1676,24.2732,25.6679,6.0000,7.4800,24.0576,-24.6246
4.8500,4.8017,4.8000,0.0452,0.0549,0.0004,242.030,181.577,16.693,6.680,2.7933,3.7313,0.6334,21.6763,19.7059,9.1988,24.2766,26.0279,6.0000,7.5304,22.3668,-24.7101
4.9000,4.8504,4.8500,0.0480,0.0549,0.0004,242.769,179.521,16.314,6.840,2.9367,4.3617,0.4069,21.8268,19.9422,9.2123,24.2740,26.3279,6.0000,7.5385,20.9781,-24.7945
4.9700,4.9089,4.9100,0.0591,0.0478,-0.0013,241.263,180.377,16.754,7.082,3.0737,5.0816,0.1320,22.0457,20.3220,9.2120,24.2622,26.7477,6.0000,7.5010,19.0420,-24.9250
5.0300,4.9687,4.9700,0.0579,0.0545,0.0014,241.679,180.008,16.770,6.971,3.1751,5.7648,-0.1381,22.2387,20.6907,9.1946,24.2447,27.1073,6.0000,7.4261,17.3710,-25.0458
5.0700,5.0214,5.0200,0.0446,0.0545,0.0014,242.413,179.048,16.929,7.182,3.2339,6.3083,-0.3547,22.3692,20.9578,9.1747,24.2291,27.3468,6.0000,7.3556,16.2425,-25.1310
5.1400,5.0804,5.0800,0.0557,0.0543,-0.0001,241.041,180.493,16.911,7.023,3.2753,6.9324,-0.5983,22.5989,21.4640,9.1250,24.1948,27.7654,6.0000,7.1952,14.2235,-25.2943
5.1900,5.1399,5.1400,0.0476,0.0543,-0.0001,239.996,179.438,16.561,7.311,3.2862,7.5291,-0.8155,22.7629,21.8549,9.0796,24.1647,28.0639,6.0000,7.0537,12.7347,-25.4301
5.2500,5.1991,5.2000,0.0452,0.0486,-0.0017,238.977,180.603,16.778,7.304,3.2678,8.1033,-0.9896,22.9580,22.3552,9.0175,24.1225,28.4214,6.0000,6.8571,10.8810,-25.6368
5.3100,5.2483,5.2500,0.0587,0.0542,-0.0020,239.828,179.054,17.696,7.757,3.2309,8.5697,-1.0710,23.1495,22.8882,8.9568,24.0739,28.7781,6.0000,6.6373,8.9355,-25.9686
5.3600,5.2981,5.3000,0.0541,0.0517,-0.0002,239.323,179.001,17.763,8.221,3.1732,9.0186,-0.9691,23.3025,23.3260,8.9366,24.0285,29.0746,6.0000,6.4779,7.2149,-26.4586
5.4100,5.3598,5.3600,0.0417,0.0517,-0.0002,240.462,179.424,18.039,8.372,2.9832,8.3483,-0.1553,23.4460,23.7080,8.9396,23.9788,29.3705,6.0000,6.3840,5.3927,-26.9101
5.4800,5.4217,5.4200,0.0579,0.0571,-0.0013,239.786,180.625,18.346,8.390,2.7647,6.9162,0.2270,23.6331,24.1417,8.9637,23.9020,29.7834,6.0000,6.3599,2.7472,-27.2644
5.5300,5.4788,5.4800,0.0419,0.0571,-0.0013,239.109,179.106,18.504,8.678,2.5870,5.4842,0.4436,23.7590,24.3814,8.9889,23.8421,30.0773,6.0000,6.4145,0.8549,-27.2661
5.6000,5.5381,5.5400,0.0596,0.0419,0.0001,238.487,178.571,18.302,8.268,2.4558,4.1179,0.5405,23.9276,24.6245,9.0233,23.7513,30.4874,6.0000,6.5806,-1.7057,-26.8562
5.6600,5.6001,5.6000,0.0580,0.0467,-0.0004,239.581,177.439,17.370,7.608,2.3657,2.8575,0.3501,24.0629,24.8106,9.0209,23.6672,30.8374,6.0000,6.7353,-3.7415,-26.1674
5.7100,5.6497,5.6500,0.0552,0.0569,-0.0002,240.422,178.897,16.204,7.194,2.1991,3.3044,-0.1372,24.1648,25.0042,9.0099,23.5929,31.1281,6.0000,6.8300,-5.3216,-25.6743
5.7500,5.6999,5.7000,0.0435,0.0569,-0.0002,240.082,177.976,15.472,7.155,1.9975,4.0129,-0.2334,24.2387,25.1838,9.0000,23.5306,31.3598,6.0000,6.8852,-6.5270,-25.3613
5.8100,5.7617,5.7600,0.0460,0.0426,0.0018,241.630,178.015,15.827,7.055,1.7403,4.8215,-0.2459,24.3364,25.4923,8.9861,23.4327,31.7063,6.0000,6.9361,-8.2611,-25.0341
5.8600,5.8119,5.8100,0.0436,0.0478,-0.0004,241.774,178.807,16.020,7.040,1.5155,5.4560,-0.2149,24.4053,25.7832,8.9769,23.3470,31.9938,6.0000,6.9510,-9.6556,-24.8928
5.9200,5.8596,5.8600,0.0575,0.0495,-0.0020,242.330,178.213,15.382,7.021,1.2825,6.0552,-0.1608,24.4721,26.1704,8.9701,23.2395,32.3373,6.0000,6.9380,-11.2884,-24.8806
5.9700,5.9081,5.9100,0.0592,0.0447,-0.0017,241.687,178.526,15.007,6.689,1.0423,6.6204,-0.0913,24.5144,26.5227,8.9687,23.1461,32.6224,6.0000,6.9033,-12.6287,-25.0019
6.0100,5.9584,5.9600,0.0473,0.0517,0.0013,239.936,179.529,14.856,6.578,0.7956,7.1528,-0.0114,24.5392,26.8230,8.9707,23.0688,32.8496,6.0000,6.8608,-13.6951,-25.1856
6.0700,6.0113,6.0100,0.0596,0.0470,-0.0002,238.424,178.014,15.316,6.896,0.5432,7.6539,0.0747,24.5609,27.3021,8.9788,22.9490,33.1891,6.0000,6.7744,-15.2964,-25.6075
6.1200,6.0698,6.0700,0.0443,0.0513,-0.0018,240.380,179.497,15.500,6.956,0.2330,8.2161,0.1794,24.5647,27.7261,8.9902,22.8456,33.4707,6.0000,6.6828,-16.6427,-26.0943
6.1700,6.1182,6.1200,0.0488,0.0513,-0.0018,240.398,179.274,16.243,6.936,-0.0312,8.6540,0.2576,24.5551,28.1713,9.0043,22.7391,33.7512,6.0000,6.5741,-18.0098,-26.6976
6.2300,6.1785,6.1800,0.0470,0.0551,-0.0015,240.935,179.829,16.412,7.000,-0.3511,9.1334,0.2047,24.5425,28.6836,9.0098,22.6072,34.0861,6.0000,6.4616,-19.6897,-27.2566
6.2900,6.2411,6.2400,0.0483,0.0513,0.0010,239.394,178.120,16.779,7.561,-0.0016,7.6939,0.0028,24.5518,29.1092,9.0078,22.4711,34.4194,6.0000,6.4292,-21.3785,-27.3854
6.3601,6.3013,6.3000,0.0590,0.0421,0.0020,240.138,178.446,16.516,7.593,0.3749,6.2672,-0.0752,24.5913,29.5006,9.0009,22.3071,34.8061,6.0000,6.4910,-23.2936,-27.0343
6.4201,6.3620,6.3601,0.0580,0.0513,0.0016,238.487,179.073,16.849,7.121,0.7559,4.9283,-0.1148,24.6456,29.7619,8.9967,22.1623,35.1357,6.0000,6.6171,-24.8154,-26.4358
6.4601,6.4117,6.4101,0.0404,0.0513,0.0016,238.468,177.694,16.261,6.883,0.9282,4.2048,-0.0186,24.6711,29.9468,8.9975,22.0637,35.3545,6.0000,6.6924,-25.7598,-26.1228
6.5301,6.4689,6.4701,0.0576,0.0462,-0.0020,240.435,178.946,16.159,6.683,0.4298,4.9121,0.0316,24.6840,30.3139,9.0000,21.8873,35.7356,6.0000,6.7808,-27.3037,-25.7804
6.5701,6.5181,6.5201,0.0430,0.0425,-0.0010,238.931,178.711,15.406,6.855,0.0207,5.4636,0.0381,24.6735,30.5470,9.0015,21.7843,35.9524,6.0000,6.8071,-28.1419,-25.6869
6.6301,6.5691,6.5701,0.0593,0.0508,-0.0014,240.336,178.823,15.556,6.525,-0.3817,5.9814,0.0346,24.6340,30.9264,9.0032,21.6271,36.2763,6.0000,6.8149,-29.3549,-25.6711
6.6701,6.6187,6.6201,0.0471,0.0508,-0.0014,241.200,178.464,16.062,6.750,-0.7770,6.4672,0.0252,24.5920,31.1979,9.0038,21.5205,36.4913,6.0000,6.7999,-30.1414,-25.7382
6.7301,6.6805,6.6801,0.0469,0.0584,-0.0009,240.246,180.208,15.438,6.800,-1.2418,7.0101,0.0084,24.5061,31.6313,9.0038,21.3581,36.8126,6.0000,6.7483,-31.2985,-25.9499
6.7801,6.7292,6.7301,0.0467,0.0584,-0.0009,240.001,179.872,16.248,6.808,-1.6210,7.4309,-0.0090,24.4139,32.0147,9.0028,21.2205,37.0792,6.0000,6.6801,-32.2505,-26.2259
6.8401,6.7895,6.7901,0.0437,0.0576,-0.0005,240.619,181.147,16.755,6.959,-2.0662,7.9001,-0.0331,24.2790,32.4997,9.0001,21.0528,37.3977,6.0000,6.5697,-33.3889,-26.6768
6.9001,6.8491,6.8501,0.0468,0.0576,-0.0010,238.839,181.995,16.929,7.431,-2.5008,8.3322,-0.0623,24.1462,32.9664,8.9972,20.8825,37.7149,6.0000,6.4765,-34.5187,-27.0643
6.9601,6.9102,6.9101,0.0461,0.0513,0.0001,237.917,181.419,17.312,7.457,-1.8063,7.0031,-0.0277,24.0553,33.3540,8.9965,20.7097,38.0307,6.0000,6.4657,-35.5956,-27.1063
