t_s,stamp_s,t_true,latency_s,period_s,stamp_err_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
8.1601,8.1116,8.1101,0.0412,0.1005,0.0015,240.256,181.492,17.263,7.140,-1.1696,4.6544,0.0817,29.6255,41.3470,9.0085,26.0343,46.3525,6.0000,6.8384,-35.6739,-25.6273
8.2801,8.2185,8.2201,0.0511,0.0905,-0.0015,238.673,181.034,17.224,7.175,-2.0806,5.7411,0.0090,29.3717,42.0408,9.0092,25.7442,47.0115,6.0000,6.8324,-36.1383,-25.6579
8.3801,8.3190,8.3201,0.0507,0.0934,-0.0011,239.689,181.790,16.780,7.501,-2.8324,6.6253,-0.0587,29.0780,42.7155,9.0025,25.5059,47.5621,6.0000,6.7102,-36.4083,-26.0988
8.4701,8.4182,8.4201,0.0442,0.0828,-0.0019,238.952,181.144,17.403,7.742,-3.5155,7.4237,-0.0928,28.7661,43.3752,9.0005,25.2950,48.0592,6.0000,6.5386,-36.5579,-26.8196
8.5601,8.5115,8.5101,0.0420,0.0876,0.0014,239.327,181.014,17.860,8.362,-2.7906,6.1513,0.0890,28.5260,43.9104,9.0073,25.0878,48.5579,6.0000,6.4981,-36.5111,-27.0684
8.6601,8.5984,8.6001,0.0558,0.1091,-0.0017,241.082,179.308,18.450,8.512,-1.6924,4.3249,-0.0325,28.3686,44.3222,8.9968,24.8628,49.1141,6.0000,6.6329,-36.2066,-26.3723
8.7601,8.7097,8.7101,0.0490,0.1195,-0.0004,240.702,178.587,17.725,8.115,-1.7674,4.2626,-0.1836,28.1883,44.7534,8.9800,24.6440,49.6728,6.0000,6.7384,-35.7882,-25.7677
8.8901,8.8295,8.8301,0.0516,0.0900,-0.0006,240.202,177.335,17.461,7.694,-2.6614,5.4818,0.1222,27.8430,45.4654,8.9945,24.3701,50.4031,6.0000,6.7210,-35.1371,-25.9776
8.9701,8.9183,8.9201,0.0426,0.1073,-0.0018,238.689,176.918,17.863,7.889,-3.2574,6.3221,0.2158,27.5752,45.9816,9.0098,24.2080,50.8549,6.0000,6.6262,-34.6589,-26.5267
9.0901,9.0321,9.0301,0.0587,0.0897,0.0020,238.288,178.218,18.874,7.965,-3.1501,6.0300,-0.2885,27.2058,46.6901,8.9849,23.9754,51.5363,6.0000,6.5263,-33.7043,-26.7213
9.1701,9.1219,9.1201,0.0429,0.0880,0.0018,237.828,177.579,18.357,7.870,-2.0968,4.1893,-0.0245,27.0476,47.0080,8.9950,23.8278,51.9930,6.0000,6.6294,-32.8756,-26.3693
9.2601,9.2112,9.2101,0.0493,0.0892,0.0011,238.977,179.063,17.222,7.919,-2.0604,4.0914,0.4623,26.8567,47.3860,9.0319,23.6694,52.5093,6.0000,6.7348,-31.9022,-26.2755
9.3501,9.3003,9.3001,0.0481,0.0812,0.0002,238.451,179.602,16.875,7.723,-2.6126,5.0638,0.0631,26.6167,47.8507,9.0334,23.5198,53.0281,6.0000,6.7348,-30.9023,-26.2895
9.4401,9.3894,9.3901,0.0435,0.0842,-0.0007,238.201,179.376,17.565,7.855,-3.0897,5.9563,-0.3405,26.3344,48.3953,9.0005,23.3794,53.5495,6.0000,6.6379,-29.8431,-26.3861
9.5301,9.4787,9.4801,0.0428,0.1006,-0.0014,239.192,180.635,18.340,8.159,-3.3377,6.4554,-0.1374,26.0476,48.9488,8.9901,23.2487,54.0735,6.0000,6.5421,-28.6583,-26.7022
9.6501,9.5892,9.5901,0.0559,0.0967,-0.0009,239.843,178.767,18.018,8.009,-2.2025,4.1254,0.2303,25.7748,49.4626,9.0023,23.0905,54.7759,6.0000,6.6491,-26.8191,-26.3558
9.7401,9.6891,9.6901,0.0431,0.0896,-0.0010,240.362,178.513,17.415,7.828,-2.3828,4.6304,-0.1392,25.5564,49.8897,8.9915,22.9847,55.3054,6.0000,6.6824,-25.4181,-26.1103
9.8301,9.7790,9.7801,0.0486,0.1085,-0.0012,239.598,179.193,17.077,7.741,-2.7699,5.6614,0.0165,25.3039,50.4088,8.9952,22.8902,55.8370,6.0000,6.6351,-23.9892,-26.3467
9.9401,9.8911,9.8901,0.0467,0.0813,0.0010,240.080,179.942,17.464,7.804,-2.9062,6.1587,0.0788,24.9912,51.0666,9.0040,22.7910,56.4895,6.0000,6.5601,-22.1010,-26.7593
10.0301,9.9799,9.9801,0.0483,0.1004,-0.0002,240.483,181.027,17.865,7.710,-2.1458,4.1677,-0.1168,24.7938,51.4567,8.9972,22.7237,57.0253,6.0000,6.6362,-20.4100,-26.3613
10.1501,10.0899,10.0901,0.0504,0.1070,-0.0003,241.730,179.535,18.037,7.404,-2.3815,5.2108,0.0348,24.5070,52.0885,9.0008,22.6541,57.7419,6.0000,6.6453,-18.1639,-26.3573
10.2601,10.1994,10.2001,0.0579,0.1059,-0.0008,239.671,180.378,17.769,7.385,-2.6350,6.4793,0.0004,24.2248,52.7752,8.9946,22.6113,58.4005,6.0000,6.5557,-16.0223,-26.6866
10.3701,10.3090,10.3101,0.0599,0.0954,-0.0012,239.334,181.291,17.066,7.446,-2.0750,4.5679,0.0830,23.9947,53.2918,9.0090,22.5894,59.0601,6.0000,6.6380,-13.7097,-26.4674
10.4601,10.4090,10.4101,0.0481,0.0934,-0.0012,238.688,179.373,16.997,7.469,-2.0834,5.2075,0.0598,23.8064,53.7711,9.0112,22.5873,59.6001,6.0000,6.6552,-11.8300,-26.4152
10.5601,10.5098,10.5101,0.0463,0.0975,-0.0003,238.449,178.967,17.002,7.416,-2.1588,6.3833,-0.2309,23.5972,54.3798,8.9900,22.6001,59.8201,6.0000,6.2684,-10.4024,-27.9695
10.6601,10.6099,10.6101,0.0487,0.0968,-0.0003,240.218,179.226,20.080,9.569,-1.5983,4.4320,-0.2099,23.4402,54.8144,8.9692,22.6020,59.2201,6.0000,5.3566,-10.7969,-33.0418
10.7602,10.7101,10.7101,0.0410,0.1060,-0.0001,241.110,179.299,24.132,13.456,-1.0022,2.5329,-0.1727,23.3430,55.0610,8.9522,22.5850,58.6204,6.0000,4.6609,-12.0555,-38.5615
10.8802,10.8185,10.8202,0.0548,0.1073,-0.0017,239.346,179.438,27.435,18.242,-0.3335,0.9249,-0.1274,23.3076,55.1674,8.9372,22.5392,57.9019,6.0000,4.0573,-15.7313,-45.4731
10.9902,10.9312,10.9302,0.0577,0.1008,0.0011,240.963,178.195,31.162,24.246,0.4552,-0.2045,-0.0774,23.3674,55.1392,8.9292,22.4724,57.2453,6.0000,3.6856,-23.0452,-51.5446
11.0902,11.0410,11.0402,0.0494,0.0933,0.0008,240.211,178.769,35.254,29.178,1.4102,-0.7538,-0.0258,23.5128,55.0649,8.9268,22.3909,56.6509,6.0000,3.4796,-35.2779,-56.0030
11.2002,11.1399,11.1402,0.0565,0.0917,-0.0002,241.546,178.704,36.810,32.688,2.2710,-0.7383,0.0132,23.7706,54.9875,8.9286,22.2782,56.0006,6.0000,3.4055,-55.7863,-57.9559
11.3002,11.2417,11.2402,0.0518,0.1167,0.0015,240.383,179.131,34.655,30.133,3.0062,-0.4284,0.0417,24.0808,54.9513,8.9331,22.1547,55.4135,6.0000,3.5062,-76.4713,-55.5123
11.4202,11.3583,11.3602,0.0591,0.1011,-0.0019,241.438,179.700,30.320,25.957,3.7623,0.1205,0.0673,24.5358,54.9693,8.9412,21.9800,54.7151,6.0000,3.8748,-95.7195,-48.3945
11.5202,11.4718,11.4702,0.0430,0.1090,0.0017,241.981,178.475,30.355,23.082,4.4231,0.7236,0.0877,24.9813,55.0449,8.9501,21.8123,54.1390,6.0000,4.3968,-105.9672,-41.3460
11.6302,11.5818,11.5802,0.0452,0.0927,0.0017,240.490,179.731,27.292,16.411,5.1300,1.4191,0.1094,25.5461,55.2015,8.9622,21.6048,53.5125,6.0000,5.1890,-113.2009,-34.1722
11.7402,11.6821,11.6802,0.0522,0.1025,0.0020,241.818,180.057,22.505,11.867,5.8618,2.1468,0.1353,26.2002,55.4469,8.9775,21.3734,52.8944,6.0000,6.2002,-117.8661,-28.1801
11.8402,11.7894,11.7902,0.0485,0.0909,-0.0007,241.287,179.547,18.506,8.286,6.7467,3.0277,0.2007,26.8501,55.7319,9.0001,21.1426,52.3407,6.0000,7.2690,-120.7117,-23.9366
11.9502,11.8914,11.8902,0.0534,0.1040,0.0013,241.304,179.705,15.790,6.323,4.9976,1.8971,0.2614,27.3797,55.9271,9.0282,20.8665,51.7412,6.0000,8.2990,-122.7240,-21.0173
12.0502,11.9982,12.0002,0.0459,0.1115,-0.0020,239.779,180.198,13.931,5.101,2.9860,0.5443,0.2007,27.6705,55.9761,9.0480,20.5956,51.2059,6.0000,9.0475,-123.9858,-19.3364
12.1702,12.1221,12.1202,0.0479,0.0970,0.0019,239.525,180.819,13.315,4.157,1.0409,-0.7832,0.1351,27.8056,55.8891,9.0646,20.2463,50.5764,6.0000,9.7220,-125.0950,-18.0480
12.2702,12.2212,12.2202,0.0474,0.0832,0.0010,240.291,181.628,12.372,3.800,-0.4040,-1.7811,0.0850,27.7590,55.7067,9.0728,19.9354,50.0632,6.0000,10.1121,-125.7991,-17.3803
12.3702,12.3102,12.3102,0.0538,0.1120,0.0000,240.726,179.595,11.969,3.631,-1.5821,-2.6020,0.0443,27.5827,55.4338,9.0767,19.6071,49.5610,6.0000,10.3596,-126.3601,-16.9758
12.4902,12.4290,12.4302,0.0511,0.1046,-0.0012,240.364,180.112,11.591,3.453,-2.9922,-3.5921,-0.0035,27.2178,54.9986,9.0760,19.1909,48.9736,6.0000,10.4857,-126.8859,-16.7630
12.6002,12.5396,12.5402,0.0586,0.0983,-0.0005,241.585,181.057,11.217,3.403,-4.1410,-4.4037,-0.0409,26.7521,54.5070,9.0712,18.7889,48.4502,6.0000,10.4539,-127.2496,-16.7883
12.7002,12.6416,12.6402,0.0534,0.0892,0.0015,242.551,180.671,10.959,3.321,-5.0797,-5.0688,-0.0696,26.2312,53.9909,9.0639,18.4071,47.9874,6.0000,10.3152,-127.4918,-16.9784
12.7802,12.7321,12.7302,0.0451,0.0950,0.0019,242.748,180.563,10.960,3.304,-5.8478,-5.6127,-0.0911,25.7538,53.5352,9.0564,18.0908,47.6263,6.0000,10.1358,-127.6292,-17.2432
12.8802,12.8286,12.8302,0.0407,0.0926,-0.0016,240.962,181.240,10.890,3.531,-6.6248,-6.1605,-0.1102,25.0879,52.9167,9.0453,17.6826,47.1866,6.0000,9.8339,-127.7254,-17.7210
12.9802,12.9314,12.9302,0.0490,0.0916,0.0012,239.431,179.735,11.592,3.634,-7.3301,-6.6529,-0.1242,24.3518,52.2493,9.0329,17.2607,46.7600,6.0000,9.4538,-127.7360,-18.3774
