t_s,stamp_s,t_true,latency_s,period_s,stamp_err_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
3.9700,3.9217,3.9200,0.0436,0.1023,0.0017,240.020,179.488,14.908,4.524,3.5371,5.6486,0.4861,8.5344,19.2025,8.6600,13.4179,25.5933,6.0000,8.4591,37.3893,-17.9546
4.0800,4.0283,4.0300,0.0465,0.1006,-0.0017,240.018,179.467,15.526,4.953,4.1342,6.6284,0.8152,8.9885,19.9314,8.7495,13.3878,26.2522,6.0000,8.1638,34.8405,-19.2936
4.2000,4.1389,4.1400,0.0503,0.1005,-0.0011,240.005,179.457,16.334,5.670,4.5727,7.5655,1.0895,9.5382,20.8441,8.8810,13.2564,26.9594,6.0000,7.7002,31.2998,-21.5587
4.3100,4.2492,4.2500,0.0511,0.1174,-0.0008,239.992,179.444,17.377,6.728,4.8460,8.4746,1.2717,10.0722,21.7853,9.0200,13.0479,27.5851,6.0000,7.1675,27.1576,-24.4732
4.4300,4.3718,4.3700,0.0584,0.0831,0.0018,239.978,179.429,18.898,8.356,4.7423,8.7563,0.6098,10.6326,22.8051,9.0991,12.7287,28.2298,6.0000,6.5711,21.1209,-27.6487
4.5100,4.4584,4.4600,0.0467,0.1114,-0.0016,239.971,179.420,19.981,9.443,4.0629,6.6719,0.1231,10.9502,23.3103,9.1049,12.4670,28.6321,6.0000,6.3258,15.9042,-28.8833
4.6400,4.5810,4.5800,0.0535,0.0857,0.0009,240.021,179.415,20.707,10.075,3.4091,3.9144,-0.2526,11.3949,23.8211,9.0723,12.0841,29.3107,6.0000,6.3092,7.1613,-28.6274
4.7300,4.6700,4.6700,0.0583,0.1181,-0.0000,240.044,179.407,19.773,9.336,3.0866,2.0438,-0.5038,11.6679,23.9704,9.0215,11.8830,29.8116,6.0000,6.5617,2.1220,-26.9258
4.8500,4.7905,4.7900,0.0509,0.1163,0.0005,240.087,179.401,17.174,7.380,2.7351,1.2317,-0.7880,11.9937,24.1303,8.9325,11.7011,30.5076,6.0000,7.0088,-2.6132,-24.2742
4.9700,4.9111,4.9100,0.0591,0.1185,0.0011,240.083,179.401,14.710,5.841,2.2827,3.1081,-0.3887,12.2655,24.5110,8.8875,11.6209,31.2225,6.0000,7.3190,-5.5008,-22.7963
5.0800,5.0304,5.0300,0.0442,0.0982,0.0004,239.931,179.417,14.958,5.708,1.8552,4.7700,-0.0386,12.4698,25.0350,8.8829,11.6382,31.8818,6.0000,7.4601,-6.9384,-22.3045
5.1800,5.1312,5.1300,0.0488,0.1050,0.0011,239.929,179.427,15.758,5.984,1.5406,6.0136,0.1987,12.6226,25.6418,8.9036,11.7292,32.4745,6.0000,7.4622,-7.4609,-22.4711
5.3000,5.2407,5.2400,0.0590,0.0885,0.0006,239.950,179.433,16.667,6.468,1.2566,7.2511,0.3976,12.7726,26.5176,8.9517,11.9310,33.1650,6.0000,7.3058,-7.2229,-23.3929
5.3900,5.3294,5.3300,0.0538,0.0831,-0.0006,239.967,179.432,17.424,7.017,1.0840,8.1732,0.5002,12.8677,27.2705,8.9975,12.1463,33.6600,6.0000,7.0776,-6.4465,-24.6041
5.4800,5.4205,5.4200,0.0537,0.1166,0.0005,239.965,179.427,18.306,7.762,0.9754,9.0216,0.4976,12.9544,28.0950,9.0330,12.4136,34.1288,6.0000,6.7570,-5.1266,-26.1957
5.5900,5.5390,5.5400,0.0477,0.0936,-0.0010,239.980,179.416,19.760,8.970,0.8280,7.8292,-0.1971,13.0448,28.9560,9.0138,12.8066,34.6585,6.0000,6.4357,-2.3944,-27.4229
5.6900,5.6381,5.6400,0.0413,0.1032,-0.0019,239.996,179.409,20.418,9.471,0.5614,5.3897,-0.2496,13.0989,29.4844,8.9893,13.2216,35.0913,6.0000,6.3365,1.2537,-27.6400
5.8100,5.7483,5.7500,0.0580,0.0855,-0.0018,240.010,179.406,20.408,9.389,0.1467,2.9768,-0.1864,13.1132,29.8311,8.9679,13.7834,35.5406,6.0000,6.4514,6.6984,-26.8915
5.9000,5.8391,5.8400,0.0509,0.1142,-0.0009,240.018,179.410,19.883,8.892,-0.2848,1.2234,-0.0772,13.0777,29.9092,8.9642,14.2440,35.8220,6.0000,6.6987,11.1622,-25.7850
6.0200,5.9582,5.9600,0.0526,0.0899,-0.0018,240.025,179.424,18.614,7.839,-0.9672,-0.8033,0.2310,12.9723,29.8369,9.0033,14.8985,36.1210,6.0000,7.2098,17.0442,-24.1741
6.1100,6.0520,6.0500,0.0543,0.1122,0.0020,240.005,179.444,17.705,7.169,-0.4969,0.0527,0.5735,12.9428,29.8698,9.0519,15.3810,36.3628,6.0000,7.5615,20.5789,-23.3817
6.2200,6.1696,6.1700,0.0475,0.1195,-0.0004,239.973,179.460,16.465,6.418,0.4986,1.8576,0.3648,12.9974,30.0732,9.0920,15.9311,36.7267,6.0000,7.8861,23.7889,-22.6794
6.3401,6.2912,6.2900,0.0425,0.1138,0.0012,239.956,179.468,15.339,5.836,1.4222,3.4338,0.1591,13.1632,30.4769,9.1122,16.4707,37.2024,6.0000,8.1000,26.1779,-22.2007
6.4601,6.4107,6.4101,0.0481,0.1033,0.0006,239.935,179.466,14.133,5.306,2.2562,4.8230,-0.0180,13.4295,31.0484,9.1111,16.9365,37.7507,6.0000,8.1640,27.6115,-22.0070
6.5701,6.5221,6.5201,0.0494,0.1107,0.0020,239.937,179.459,13.224,4.957,2.9311,5.9616,-0.1513,13.7515,31.7037,9.0946,17.2904,38.3072,6.0000,8.0908,28.1770,-22.0897
6.7001,6.6404,6.6401,0.0544,0.1071,0.0004,240.066,179.450,13.435,5.094,3.5599,7.0844,-0.2628,14.2135,32.6240,9.0606,17.6097,39.0180,6.0000,7.8448,27.9866,-22.5542
6.8001,6.7489,6.7501,0.0413,0.0805,-0.0011,240.064,179.442,14.739,5.719,4.0291,8.0256,-0.3298,14.6179,33.4305,9.0276,17.7779,39.5936,6.0000,7.5429,27.1589,-23.2393
6.9001,6.8406,6.8401,0.0506,0.1139,0.0006,240.070,179.431,15.993,6.405,4.3298,8.7454,-0.3510,15.0547,34.3164,8.9929,17.8760,40.1851,6.0000,7.1499,25.6875,-24.2968
7.0201,6.9608,6.9601,0.0554,0.1096,0.0008,240.061,179.413,17.856,7.594,4.6003,9.6475,-0.2707,15.6050,35.4728,8.9699,17.8992,40.9041,6.0000,6.5838,22.9099,-26.3245
7.1201,7.0696,7.0701,0.0498,0.0956,-0.0005,240.052,179.399,19.596,9.002,4.1221,8.5187,0.3176,16.0136,36.3127,9.0006,17.8395,41.5008,6.0000,6.2463,19.3978,-28.1919
7.2301,7.1688,7.1701,0.0503,0.1021,-0.0012,240.043,179.398,20.505,9.876,3.3671,6.1363,0.2983,16.3778,36.9623,9.0320,17.6919,42.1436,6.0000,6.1257,14.2385,-29.1374
7.3401,7.2799,7.2801,0.0540,0.1112,-0.0002,240.034,179.401,20.625,10.030,2.7597,3.6312,0.1681,16.6780,37.3392,9.0485,17.4610,42.7614,6.0000,6.2501,8.2224,-28.6743
7.4601,7.3987,7.4001,0.0516,0.0815,-0.0013,240.031,179.410,19.857,9.277,2.3986,1.1867,-0.0636,16.9661,37.4719,9.0379,17.1188,43.3942,6.0000,6.6396,1.4829,-26.7438
7.5401,7.4911,7.4901,0.0463,0.1034,0.0010,240.035,179.420,18.857,8.275,2.3025,-0.3771,-0.5049,17.1446,37.4663,8.9902,16.8535,43.7941,6.0000,6.9878,-2.6273,-24.8762
7.6601,7.5983,7.6001,0.0545,0.1111,-0.0018,240.054,179.426,17.062,6.852,1.8091,1.3992,-0.6075,17.3588,37.6427,8.9189,16.5189,44.4310,6.0000,7.4212,-7.0409,-22.7304
7.7801,7.7206,7.7201,0.0508,0.0818,0.0005,240.068,179.429,14.990,5.610,1.2518,3.2445,-0.3359,17.5065,38.0396,8.8799,16.2792,45.1092,6.0000,7.7169,-9.8364,-21.4973
7.8701,7.8098,7.8101,0.0505,0.1076,-0.0002,240.071,179.430,13.707,4.981,0.8563,4.4851,-0.1428,17.5762,38.4663,8.8706,16.1648,45.6367,6.0000,7.8370,-11.1488,-21.0777
7.9701,7.9190,7.9201,0.0494,0.1164,-0.0011,239.934,179.436,13.824,4.957,0.4180,5.8569,0.0658,17.6164,39.0575,8.8779,16.1051,46.2334,6.0000,7.8633,-11.9037,-21.0620
8.1001,8.0393,8.0401,0.0503,0.1106,-0.0008,239.932,179.442,14.914,5.422,0.0148,7.1958,0.2535,17.6189,39.9920,8.9106,16.1349,47.0120,6.0000,7.7280,-11.9472,-21.7116
8.2101,8.1589,8.1601,0.0455,0.0831,-0.0012,239.948,179.441,16.128,6.112,-0.2920,8.3933,0.3935,17.5872,40.9148,8.9536,16.2545,47.6606,6.0000,7.4680,-11.1841,-22.8695
8.3001,8.2503,8.2501,0.0469,0.0894,0.0002,239.961,179.435,17.085,6.796,-0.4476,9.2104,0.4559,17.5461,41.7514,8.9947,16.4151,48.1759,6.0000,7.1613,-9.9892,-24.2725
8.4001,8.3415,8.3401,0.0505,0.0908,0.0014,239.975,179.426,18.154,7.683,-0.5292,9.9652,0.4407,17.4931,42.7573,9.0313,16.6576,48.7243,6.0000,6.7269,-7.9777,-26.3057
8.4901,8.4402,8.4401,0.0474,0.1113,0.0001,239.963,179.415,19.612,8.910,-0.5109,9.2776,-0.1385,17.4470,43.5697,9.0186,16.9306,49.1899,6.0000,6.3816,-5.2550,-27.7246
8.6201,8.5619,8.5601,0.0543,0.1113,0.0018,239.978,179.405,20.811,9.877,-0.5683,6.2888,-0.2184,17.3718,44.3894,8.9909,17.4098,49.8044,6.0000,6.1670,0.3991,-28.4876
8.7301,8.6798,8.6801,0.0416,0.1092,-0.0003,239.988,179.402,21.009,9.962,-0.8344,3.5575,-0.1683,17.2792,44.7821,8.9726,17.8858,50.2609,6.0000,6.2438,6.3160,-27.9140
8.8501,8.7884,8.7901,0.0512,0.0912,-0.0017,239.995,179.406,20.358,9.306,-1.2544,1.3740,-0.0621,17.1251,44.9377,8.9665,18.4685,50.6827,6.0000,6.5859,13.1613,-26.2841
8.9501,8.8886,8.8901,0.0560,0.0840,-0.0015,240.001,179.419,19.227,8.307,-1.7586,-0.3493,0.1264,16.9468,44.8927,8.9917,18.9963,50.9673,6.0000,7.0579,18.6449,-24.6265
9.0301,8.9790,8.9801,0.0402,0.0871,-0.0011,240.006,179.438,18.045,7.416,-1.4440,-0.0547,0.5447,16.8434,44.9068,9.0334,19.4376,51.1562,6.0000,7.3990,22.5427,-23.7714
9.1301,9.0699,9.0701,0.0525,0.1052,-0.0002,239.980,179.453,17.127,6.809,-0.5440,1.2966,0.4047,16.8035,45.0568,9.0713,19.9687,51.4344,6.0000,7.7383,26.3919,-22.9715
9.2301,9.1803,9.1801,0.0402,0.1170,0.0001,239.968,179.463,15.960,6.147,0.5043,2.7568,0.2236,16.8582,45.3381,9.0930,20.4628,51.7742,6.0000,7.9836,29.2431,-22.3935
9.3501,9.3014,9.3001,0.0423,0.0818,0.0013,239.942,179.466,14.673,5.524,1.5617,4.1518,0.0517,17.0401,45.8289,9.1001,20.9967,52.2564,6.0000,8.1444,31.6040,-21.9802
9.4501,9.3901,9.3901,0.0518,0.0803,-0.0000,239.946,179.463,13.718,5.119,2.2863,5.0864,-0.0566,17.2798,46.3519,9.0929,21.3850,52.7133,6.0000,8.1633,32.8238,-21.8709
9.5301,9.4794,9.4801,0.0465,0.1007,-0.0007,239.934,179.457,12.916,4.813,2.9468,5.9418,-0.1468,17.5237,46.8380,9.0802,21.6544,53.1103,6.0000,8.1023,33.3795,-21.9466
9.6401,9.5904,9.5901,0.0447,0.1053,0.0003,240.062,179.453,13.610,5.122,3.6612,6.8987,-0.2320,17.9259,47.5965,9.0548,21.9603,53.6946,6.0000,7.9090,33.4982,-22.3151
9.7601,9.7017,9.7001,0.0503,0.1102,0.0016,240.071,179.445,14.909,5.744,4.2669,7.7781,-0.2869,18.4402,48.5342,9.0204,22.2031,54.3718,6.0000,7.5578,32.8173,-23.1315
9.8801,9.8216,9.8201,0.0582,0.0972,0.0015,240.060,179.432,16.570,6.671,4.7936,8.6710,-0.2996,19.0169,49.5787,8.9851,22.3462,55.0768,6.0000,7.0701,31.2066,-24.5210
9.9701,9.9218,9.9201,0.0499,0.0918,0.0017,240.050,179.415,18.106,7.697,5.1139,9.3748,-0.2167,19.4778,50.4256,8.9726,22.3863,55.6151,6.0000,6.6325,29.2774,-26.1422
10.0701,10.0219,10.0201,0.0425,0.0902,0.0018,240.039,179.403,19.671,8.990,4.5976,8.3410,0.3108,19.9329,51.2480,9.0025,22.3625,56.2142,6.0000,6.2724,26.0752,-28.0838
10.1701,10.1204,10.1201,0.0408,0.0990,0.0002,240.033,179.400,20.632,9.915,3.6371,6.0338,0.2849,20.2930,51.8401,9.0302,22.2671,56.8062,6.0000,6.1238,21.6862,-29.1285
10.2801,10.2217,10.2201,0.0580,0.0812,0.0016,240.045,179.403,20.892,10.196,2.8658,3.7914,0.1742,20.6025,52.2346,9.0477,22.0813,57.4390,6.0000,6.1902,15.8700,-28.9706
10.3601,10.3087,10.3101,0.0410,0.1121,-0.0014,240.042,179.408,20.547,9.866,2.3740,1.9316,0.0360,20.7878,52.3659,9.0483,21.8945,57.8810,6.0000,6.3789,11.3546,-28.0394
10.4801,10.4308,10.4301,0.0432,0.1170,0.0007,240.032,179.418,19.418,8.743,1.9918,-0.3094,-0.2415,21.0292,52.3435,9.0161,21.5373,58.5054,6.0000,6.8618,4.7183,-25.6079
10.6101,10.5503,10.5501,0.0510,0.0821,0.0002,240.025,179.430,17.790,7.249,1.6957,0.3380,-0.6516,21.2494,52.3857,8.9329,21.1314,59.1707,6.0000,7.3768,-0.9891,-22.9941
10.6901,10.6398,10.6401,0.0455,0.1029,-0.0003,240.050,179.435,16.502,6.328,1.4033,1.8518,-0.4510,21.3577,52.5526,8.8995,20.9341,59.6081,6.0000,7.6246,-3.4249,-21.9321
10.8002,10.7500,10.7502,0.0408,0.1024,-0.0001,240.072,179.438,14.837,5.406,1.0413,3.5199,-0.2141,21.4807,52.8867,8.8755,20.7193,59.7728,6.0000,7.4859,-6.3173,-22.1636
10.9202,10.8609,10.8602,0.0523,0.1156,0.0007,239.976,179.421,17.897,7.101,1.3770,1.3287,-0.0379,21.6498,53.0369,8.8715,20.4235,59.1170,6.0000,6.8183,-11.4068,-24.4390
11.0402,10.9819,10.9802,0.0576,0.1136,0.0018,240.008,179.406,19.608,8.367,1.9997,-0.7050,0.1080,21.8948,52.9451,8.8850,20.0367,58.5105,6.0000,6.5207,-18.4543,-25.7679
11.1502,11.0993,11.1002,0.0428,0.0828,-0.0008,240.049,179.396,19.240,8.409,2.8697,-2.3430,0.2244,22.2111,52.6889,8.9096,19.6090,58.0085,6.0000,6.5806,-26.0519,-25.7522
11.2502,11.1883,11.1902,0.0594,0.1043,-0.0019,240.090,179.391,17.479,7.507,3.6322,-3.3195,0.2991,22.5877,52.3435,8.9407,19.1658,57.6045,6.0000,6.9139,-33.0263,-24.7044
11.3602,11.3004,11.3002,0.0587,0.0953,0.0002,239.962,179.401,14.512,5.839,4.6201,-4.2606,0.3876,23.1058,51.8677,8.9849,18.6264,57.2251,6.0000,7.5789,-39.9120,-22.7702
11.4502,11.4004,11.4002,0.0499,0.1132,0.0003,239.931,179.449,14.665,5.503,4.6561,-4.2642,0.5584,23.5081,51.4968,9.0336,18.1509,56.9696,6.0000,8.2227,-44.3980,-21.2614
11.5702,11.5192,11.5202,0.0469,0.0890,-0.0009,239.970,179.493,14.429,5.018,2.4602,-2.5983,0.4131,23.8149,51.1761,9.0839,17.4795,56.7114,6.0000,8.9466,-48.8588,-19.8085
11.6602,11.6118,11.6102,0.0437,0.0988,0.0016,239.978,179.515,13.997,4.656,0.9464,-1.5222,0.3027,23.8859,51.0487,9.1102,16.9553,56.5825,6.0000,9.3852,-51.3957,-19.0152
11.7602,11.7107,11.7102,0.0440,0.0888,0.0006,240.000,179.533,13.541,4.333,-0.6038,-0.4685,0.1923,23.8187,51.0062,9.1290,16.3605,56.5065,6.0000,9.7683,-53.5902,-18.3576
11.8502,11.8019,11.8002,0.0431,0.1094,0.0017,240.016,179.543,13.005,4.051,-1.8843,0.3734,0.1049,23.6373,51.0475,9.1376,15.8208,56.4995,6.0000,10.0208,-55.1021,-17.9312
11.9702,11.9112,11.9102,0.0508,0.1015,0.0011,240.020,179.559,12.390,3.790,-3.3083,1.2905,0.0129,23.2338,51.2065,9.1388,15.1060,56.5805,6.0000,10.2247,-56.5226,-17.5696
12.0802,12.0218,12.0202,0.0577,0.1120,0.0016,240.029,179.570,11.944,3.623,-4.5862,2.1070,-0.0637,22.7177,51.4452,9.1312,14.4561,56.6937,6.0000,10.2643,-57.5685,-17.4551
12.1902,12.1398,12.1402,0.0455,0.0944,-0.0004,240.018,179.566,12.342,3.741,-5.8534,2.8566,-0.1331,22.0742,51.7588,9.1166,13.7973,56.7246,6.0000,10.1307,-59.0355,-17.6059
12.3002,12.2416,12.2402,0.0592,0.0935,0.0015,240.019,179.554,12.748,3.905,-6.8305,3.3558,-0.1812,21.3128,52.1321,9.0962,13.1402,56.6685,6.0000,9.8342,-60.9634,-18.0288
12.3902,12.3401,12.3402,0.0489,0.0826,-0.0000,240.012,179.535,13.337,4.178,-7.7461,3.7402,-0.2208,20.6079,52.4712,9.0760,12.6118,56.5586,6.0000,9.4796,-62.9237,-18.6003
12.4802,12.4320,12.4302,0.0437,0.0925,0.0018,240.004,179.520,13.971,4.532,-8.5244,3.9855,-0.2489,19.8333,52.8315,9.0534,12.0983,56.3924,6.0000,9.0328,-65.2805,-19.4062
12.5802,12.5304,12.5302,0.0489,0.0970,0.0002,239.994,179.499,14.834,5.067,-9.3437,4.1408,-0.2704,18.8951,53.2454,9.0264,11.5525,56.1440,6.0000,8.4400,-68.4599,-20.6362
12.6802,12.6314,12.6302,0.0475,0.0933,0.0013,239.983,179.473,15.937,5.818,-10.1191,4.1631,-0.2771,17.8796,53.6609,8.9988,11.0404,55.8321,6.0000,7.7617,-72.3915,-22.3180
12.7902,12.7317,12.7302,0.0521,0.1034,0.0015,239.971,179.442,17.384,6.897,-10.8502,4.0372,-0.2448,16.6821,54.1015,8.9771,10.5247,55.4209,6.0000,6.9485,-77.9121,-24.9083
12.8902,12.8385,12.8402,0.0481,0.0912,-0.0017,239.960,179.412,19.355,8.564,-9.7121,3.6961,0.1029,15.7234,54.4705,8.9870,10.1065,54.9911,6.0000,6.3644,-84.7129,-27.4840
12.9902,12.9400,12.9402,0.0416,0.1039,-0.0002,239.959,179.400,20.820,9.929,-7.2197,3.5184,0.1324,15.0133,54.8233,9.0001,9.7428,54.5144,6.0000,6.0527,-93.3618,-29.1776
13.1102,13.0486,13.0502,0.0550,0.0966,-0.0016,239.970,179.400,21.553,10.627,-4.6451,3.6311,0.1186,14.4666,55.2624,9.0140,9.3855,53.8900,6.0000,6.0453,-105.1187,-29.3694
13.2002,13.1482,13.1502,0.0421,0.1189,-0.0020,239.986,179.404,21.182,10.260,-2.6369,3.9973,0.0820,14.2448,55.6270,9.0209,9.1785,53.3915,6.0000,6.2889,-113.8108,-28.1945
13.3302,13.2715,13.2702,0.0592,0.1147,0.0013,240.000,179.418,19.647,8.830,-0.6467,4.6862,-0.0099,14.1558,56.2353,9.0152,8.9769,52.6389,6.0000,6.9720,-124.7770,-25.1655
