t_s,stamp_s,t_true,latency_s,period_s,stamp_err_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
4.6700,4.6192,4.6200,0.0428,0.0828,-0.0008,240.815,181.241,20.959,10.102,3.2510,3.0619,-0.3649,11.4884,23.8885,9.0581,12.0111,29.4752,6.0000,6.3713,5.3528,-28.1752
4.7700,4.7095,4.7100,0.0511,0.0998,-0.0005,242.023,179.000,19.531,9.210,2.9777,1.2676,-0.6217,11.7824,23.9992,8.9889,11.8113,30.0406,6.0000,6.7227,0.2888,-25.9173
4.8600,4.8087,4.8100,0.0445,0.1159,-0.0013,241.482,180.216,16.751,7.147,2.6597,1.5613,-0.7228,12.0184,24.1538,8.9270,11.6905,30.5667,6.0000,7.0404,-2.9131,-24.1083
4.9800,4.9317,4.9300,0.0431,0.1094,0.0017,240.793,178.926,14.587,5.554,2.2088,3.3990,-0.3257,12.2858,24.5520,8.8857,11.6189,31.2825,6.0000,7.3377,-5.6732,-22.7200
5.1000,5.0412,5.0400,0.0580,0.0910,0.0012,240.506,179.985,15.189,5.851,1.8217,4.8999,-0.0126,12.5027,25.1468,8.8854,11.6507,32.0011,6.0000,7.4702,-7.0992,-22.2930
5.1900,5.1398,5.1400,0.0467,0.0996,-0.0002,239.945,179.321,16.529,6.275,1.5119,6.1315,0.2195,12.6364,25.7088,8.9068,11.7422,32.5331,6.0000,7.4558,-7.4761,-22.5181
5.2900,5.2403,5.2400,0.0489,0.0970,0.0002,238.564,178.357,17.692,6.534,1.2566,7.2511,0.3976,12.7612,26.4389,8.9470,11.9104,33.1087,6.0000,7.3253,-7.2774,-23.2861
5.4000,5.3404,5.3400,0.0576,0.0963,0.0003,238.732,179.786,17.925,7.192,1.0686,8.2711,0.5070,12.8776,27.3589,9.0026,12.1734,33.7134,6.0000,7.0465,-6.3285,-24.7664
5.5000,5.4410,5.4400,0.0520,0.0843,0.0010,237.888,178.933,18.179,8.009,0.9610,9.1989,0.4574,12.9726,28.2738,9.0319,12.4798,34.2289,6.0000,6.6826,-4.7354,-26.4998
5.5900,5.5314,5.5300,0.0592,0.1147,0.0013,238.464,177.849,18.654,9.250,0.8486,8.0777,-0.1792,13.0448,28.9560,9.0138,12.8066,34.6585,6.0000,6.4357,-2.3944,-27.4229
5.7000,5.6519,5.6500,0.0475,0.0980,0.0018,239.145,179.069,20.058,9.359,0.5289,5.1578,-0.2476,13.1024,29.5248,8.9870,13.2659,35.1318,6.0000,6.3364,1.6703,-27.6170
5.8100,5.7496,5.7500,0.0565,0.1163,-0.0004,240.842,180.336,19.553,9.524,0.1467,2.9768,-0.1864,13.1132,29.8311,8.9679,13.7834,35.5406,6.0000,6.4514,6.6984,-26.8915
5.9200,5.8687,5.8700,0.0410,0.1175,-0.0014,240.389,179.574,19.652,9.037,-0.4456,0.6822,-0.0273,13.0637,29.9075,8.9656,14.3503,35.8777,6.0000,6.7719,12.1655,-25.4983
6.0500,5.9884,5.9900,0.0553,0.0983,-0.0017,239.972,178.330,18.884,7.713,-1.0108,-0.9454,0.5621,12.9549,29.8336,9.0209,15.0622,36.1958,6.0000,7.3352,18.3273,-23.8848
6.1500,6.0910,6.0900,0.0536,0.1185,0.0009,239.823,177.460,17.804,7.010,-0.1585,0.6828,0.5084,12.9514,29.9240,9.0690,15.5866,36.4867,6.0000,7.6934,21.8721,-23.0952
6.2600,6.2094,6.2100,0.0431,0.1000,-0.0007,240.602,177.656,16.854,6.429,0.8155,2.4062,0.2937,13.0408,30.1879,9.1014,16.1185,36.8766,6.0000,7.9739,24.7020,-22.4878
6.3701,6.3119,6.3100,0.0562,0.0997,0.0019,240.695,179.237,15.498,5.665,1.5678,3.6773,0.1274,13.2208,30.6049,9.1138,16.5945,37.3331,6.0000,8.1302,26.6198,-22.1255
6.4601,6.4087,6.4101,0.0449,0.1000,-0.0014,239.048,180.540,14.722,5.272,2.2562,4.8230,-0.0180,13.4295,31.0484,9.1111,16.9365,37.7507,6.0000,8.1640,27.6115,-22.0070
6.5601,6.5099,6.5101,0.0496,0.0898,-0.0001,240.904,179.196,13.850,4.874,2.8735,5.8628,-0.1404,13.7194,31.6393,9.0966,17.2613,38.2547,6.0000,8.1026,28.1520,-22.0712
6.6501,6.5993,6.6001,0.0469,0.1028,-0.0007,239.770,179.874,12.904,4.725,3.3634,6.7224,-0.2298,14.0264,32.2523,9.0752,17.5001,38.7388,6.0000,7.9595,28.1818,-22.3241
6.7701,6.7100,6.7101,0.0544,0.1067,-0.0001,240.336,178.330,13.771,5.224,3.8710,7.6919,-0.3099,14.4927,33.1800,9.0379,17.7347,39.4188,6.0000,7.6434,27.4717,-22.9992
6.8701,6.8218,6.8201,0.0462,0.1150,0.0018,239.954,180.064,15.709,6.260,4.2698,8.5888,-0.3497,14.9208,34.0426,9.0031,17.8540,40.0065,6.0000,7.2768,26.2015,-23.9334
6.9901,6.9415,6.9401,0.0491,0.1171,0.0014,239.101,179.668,17.248,7.533,4.5666,9.5019,-0.3031,15.4668,35.1779,8.9682,17.9031,40.7242,6.0000,6.7284,23.7251,-25.6996
7.1201,7.0584,7.0601,0.0550,0.1091,-0.0017,239.885,181.035,18.776,9.190,4.2049,8.7544,0.3079,16.0136,36.3127,9.0006,17.8395,41.5008,6.0000,6.2463,19.3978,-28.1919
7.2301,7.1709,7.1701,0.0525,0.0985,0.0008,241.013,181.421,20.522,9.762,3.3671,6.1363,0.2983,16.3778,36.9623,9.0320,17.6919,42.1436,6.0000,6.1257,14.2385,-29.1374
7.3301,7.2713,7.2701,0.0516,0.0906,0.0013,242.127,179.247,20.728,10.082,2.8036,3.8485,0.1829,16.6526,37.3155,9.0478,17.4853,42.7065,6.0000,6.2292,8.7866,-28.7725
7.4201,7.3703,7.3701,0.0498,0.0988,0.0002,241.017,179.950,20.269,9.269,2.4613,1.7692,0.0062,16.8727,37.4577,9.0460,17.2430,43.1888,6.0000,6.4822,3.7029,-27.5304
7.5301,7.4700,7.4701,0.0554,0.1027,-0.0001,241.571,179.570,18.710,8.520,2.3164,-0.0844,-0.3168,17.1237,37.4624,8.9973,16.8855,43.7433,6.0000,6.9464,-2.1663,-25.1008
7.6401,7.5806,7.5801,0.0533,0.1082,0.0005,241.561,180.303,16.609,6.929,1.9032,1.0679,-0.6495,17.3278,37.5972,8.9286,16.5683,44.3216,6.0000,7.3579,-6.4328,-23.0200
7.7501,7.6885,7.6901,0.0527,0.0867,-0.0015,240.672,179.772,15.636,5.588,1.3889,2.8049,-0.4036,17.4757,37.9212,8.8867,16.3300,44.9365,6.0000,7.6571,-9.2639,-21.7292
7.8401,7.7813,7.7801,0.0574,0.1176,0.0012,239.916,180.659,13.775,4.853,0.9851,4.0841,-0.2051,17.5567,38.3125,8.8719,16.1966,45.4595,6.0000,7.8070,-10.7648,-21.1729
7.9601,7.9001,7.9001,0.0516,0.0986,-0.0000,240.088,178.884,13.744,4.517,0.4933,5.6184,0.0304,17.6140,38.9931,8.8764,16.1078,46.1734,6.0000,7.8658,-11.8576,-21.0432
8.0501,8.0000,8.0001,0.0402,0.1081,-0.0001,238.442,179.602,14.293,5.138,0.1394,6.7663,0.1959,17.6238,39.6116,8.8953,16.1091,46.7132,6.0000,7.8025,-12.0528,-21.3723
8.1601,8.1116,8.1101,0.0452,0.1129,0.0015,239.498,178.792,15.297,5.632,-0.1771,7.9102,0.3417,17.6048,40.4812,8.9327,16.1895,47.3678,6.0000,7.6023,-11.6225,-22.2709
8.2801,8.2301,8.2301,0.0499,0.0977,0.0000,238.142,179.394,16.072,6.690,-0.4190,9.0344,0.4463,17.5560,41.5594,8.9854,16.3746,48.0629,6.0000,7.2364,-10.3019,-23.9230
8.3801,8.3283,8.3301,0.0461,0.1192,-0.0018,237.936,179.039,17.334,7.572,-0.5241,9.8844,0.4504,17.5038,42.5515,9.0282,16.6039,48.6170,6.0000,6.8213,-8.4453,-25.8843
8.5001,8.4484,8.4501,0.0423,0.0989,-0.0017,239.498,178.454,19.241,9.280,-0.5083,9.0283,-0.1572,17.4418,43.6475,9.0165,16.9640,49.2398,6.0000,6.3531,-4.8891,-27.8395
8.6001,8.5517,8.5501,0.0475,0.1178,0.0016,240.919,178.032,20.956,9.799,-0.5556,6.5331,-0.2188,17.3850,44.2896,8.9950,17.3299,49.7148,6.0000,6.1781,-0.5858,-28.4748
8.7301,8.6686,8.6701,0.0520,0.1016,-0.0015,240.148,179.935,21.171,10.120,-0.8043,3.7710,-0.1751,17.2792,44.7821,8.9726,17.8858,50.2609,6.0000,6.2438,6.3160,-27.9140
8.8301,8.7797,8.7801,0.0447,0.1106,-0.0004,239.988,181.150,19.739,9.125,-1.2098,1.5601,-0.0744,17.1555,44.9298,8.9661,18.3673,50.6183,6.0000,6.5107,12.0249,-26.6083
8.9501,8.8991,8.9001,0.0460,0.0969,-0.0010,238.444,180.011,18.825,7.802,-1.8135,-0.5064,0.1621,16.9468,44.8927,8.9917,18.9963,50.9673,6.0000,7.0579,18.6449,-24.6265
9.0601,9.0002,9.0001,0.0503,0.1111,0.0001,240.164,180.941,17.140,6.814,-1.2418,0.2595,0.5194,16.8212,44.9370,9.0465,19.6004,51.2329,6.0000,7.5101,23.8153,-23.5073
9.1701,9.1189,9.1201,0.0428,0.1188,-0.0012,240.865,181.135,16.164,5.991,-0.0593,1.9842,0.3203,16.8143,45.1544,9.0818,20.1712,51.5632,6.0000,7.8482,27.6401,-22.7145
9.2901,9.2418,9.2401,0.0452,0.0851,0.0016,241.933,181.593,15.582,5.687,1.0453,3.4776,0.1338,16.9340,45.5638,9.0989,20.7384,52.0057,6.0000,8.0826,30.5552,-22.1489
9.3801,9.3305,9.3301,0.0480,0.1097,0.0004,242.655,179.533,14.346,5.397,1.8101,4.4730,0.0136,17.1040,45.9755,9.0991,21.1189,52.3885,6.0000,8.1611,32.0394,-21.9245
9.5001,9.4390,9.4401,0.0591,0.1171,-0.0011,241.150,180.383,13.690,5.137,2.6614,5.5705,-0.1089,17.4271,46.6490,9.0856,21.5578,52.9584,6.0000,8.1331,33.2048,-21.9002
9.6201,9.5588,9.5601,0.0579,0.0956,-0.0013,241.689,180.009,13.674,5.056,3.4769,6.6463,-0.2115,17.8475,47.4512,9.0600,21.9105,53.5855,6.0000,7.9535,33.5289,-22.2235
9.7101,9.6615,9.6601,0.0446,0.1089,0.0014,242.416,179.048,14.903,5.697,4.0597,7.4661,-0.2708,18.2174,48.1301,9.0353,22.1138,54.0854,6.0000,7.7215,33.2084,-22.7320
9.8301,9.7705,9.7701,0.0557,0.1115,0.0004,241.046,180.489,16.218,6.248,4.5920,8.3061,-0.3022,18.7702,49.1309,8.9993,22.2990,54.7806,6.0000,7.2889,31.9994,-23.8587
9.9401,9.8900,9.8901,0.0476,0.1086,-0.0001,239.985,179.426,17.378,7.495,5.0303,9.1675,-0.2614,19.3229,50.1391,8.9720,22.3794,55.4352,6.0000,6.7814,29.9996,-25.5190
10.0501,9.9992,10.0001,0.0452,0.0841,-0.0009,238.948,180.586,19.000,8.672,4.8042,8.7958,0.2888,19.8499,51.1018,8.9961,22.3730,56.0947,6.0000,6.3272,26.8160,-27.7533
10.1501,10.0884,10.0901,0.0587,0.0973,-0.0017,239.783,179.044,20.676,9.957,3.9113,6.7315,0.3058,20.2278,51.7401,9.0254,22.2919,56.6888,6.0000,6.1370,22.6476,-29.0079
10.2501,10.1882,10.1901,0.0541,0.1084,-0.0020,239.284,179.005,20.780,10.735,3.0719,4.4446,0.2125,20.5254,52.1524,9.0446,22.1402,57.2690,6.0000,6.1493,17.5249,-29.1496
10.3501,10.2999,10.3001,0.0417,0.1033,-0.0002,240.416,179.445,20.350,10.211,2.4195,2.1309,0.0532,20.7660,52.3563,9.0489,21.9202,57.8268,6.0000,6.3492,11.9214,-28.1892
10.4701,10.4118,10.4101,0.0579,0.1080,0.0017,239.724,180.660,19.581,9.010,2.0355,0.0435,-0.1789,21.0102,52.3529,9.0227,21.5704,58.4554,6.0000,6.8155,5.2507,-25.8563
10.5701,10.5189,10.5201,0.0419,0.1142,-0.0013,239.044,179.153,18.496,7.908,1.7887,-0.2000,-0.7060,21.1873,52.3413,8.9550,21.2455,58.9596,6.0000,7.2320,0.5086,-23.6750
10.7001,10.6382,10.6401,0.0596,0.1182,-0.0020,238.436,178.622,16.904,6.400,1.4033,1.8518,-0.4510,21.3697,52.5805,8.8963,20.9124,59.6640,6.0000,7.6514,-3.6827,-21.8254
10.8202,10.7602,10.7602,0.0580,0.0838,0.0001,239.563,177.486,14.753,5.201,1.0632,3.3084,-0.1955,21.5050,52.9305,8.8734,20.6766,59.6606,6.0000,7.3491,-7.0236,-22.5822
10.9102,10.8498,10.8502,0.0552,0.0935,-0.0004,240.318,178.925,17.053,6.736,1.3374,1.5154,-0.0518,21.6332,53.0343,8.8711,20.4518,59.1700,6.0000,6.8599,-10.9045,-24.2770
11.0002,10.9500,10.9502,0.0435,0.1138,-0.0002,239.999,177.987,18.175,8.137,1.8187,-0.2331,0.0748,21.8027,52.9997,8.8788,20.1753,58.7064,6.0000,6.5783,-15.9132,-25.4660
11.1202,11.0719,11.0702,0.0460,0.0985,0.0017,241.586,178.014,19.084,8.694,2.6331,-1.9707,0.1975,22.1151,52.7729,8.9019,19.7322,58.1397,6.0000,6.5323,-23.9305,-25.8820
11.2202,11.1720,11.1702,0.0436,0.0852,0.0018,241.779,178.800,18.025,8.092,3.4574,-3.1199,0.2831,22.4654,52.4568,8.9305,19.3038,57.7201,6.0000,6.7862,-30.9788,-25.1086
11.3202,11.2598,11.2602,0.0575,0.0956,-0.0004,242.335,178.208,15.050,6.782,4.2580,-3.9471,0.3541,22.9048,52.0508,8.9673,18.8283,57.3548,6.0000,7.3020,-37.5597,-23.5350
11.4202,11.3582,11.3602,0.0592,0.0989,-0.0020,241.542,178.559,13.930,5.714,5.1597,-4.6757,0.4701,23.3911,51.6071,9.0181,18.3125,57.0490,6.0000,8.0172,-43.0335,-21.7155
11.5102,11.4585,11.4602,0.0473,0.0894,-0.0017,239.806,179.608,13.765,5.203,3.5328,-3.3948,0.4898,23.6930,51.3134,9.0610,17.8199,56.8284,6.0000,8.6044,-46.8073,-20.4696
11.6102,11.5514,11.5502,0.0596,0.1033,0.0013,238.318,178.123,13.842,5.013,1.9429,-2.2247,0.3753,23.8625,51.1083,9.0968,17.2483,56.6471,6.0000,9.1526,-50.0611,-19.4293
11.7102,11.6599,11.6602,0.0443,0.0939,-0.0002,240.282,179.635,13.447,4.550,0.1542,-0.9784,0.2458,23.8708,51.0152,9.1209,16.6591,56.5356,6.0000,9.5904,-52.5666,-18.6601
11.8102,11.7583,11.7602,0.0488,0.1026,-0.0018,240.316,179.430,13.448,4.112,-1.3283,0.0105,0.1423,23.7314,51.0204,9.1347,16.0608,56.4954,6.0000,9.9192,-54.4791,-18.1027
11.9202,11.8687,11.8702,0.0470,0.1102,-0.0015,240.852,180.006,12.764,3.711,-2.8079,0.9697,0.0445,23.4232,51.1266,9.1396,15.4024,56.5342,6.0000,10.1579,-56.0084,-17.6933
12.0402,11.9912,11.9902,0.0483,0.1027,0.0010,239.324,178.318,12.298,3.673,-4.2511,1.8939,-0.0442,22.9207,51.3489,9.1348,14.6939,56.6609,6.0000,10.2701,-57.1451,-17.4662
12.1602,12.1014,12.1002,0.0590,0.1185,0.0012,240.077,178.646,12.430,3.772,-5.4433,2.6250,-0.1115,22.2618,51.6667,9.1212,13.9773,56.7248,6.0000,10.1838,-58.5909,-17.5383
12.2802,12.2222,12.2202,0.0580,0.0841,0.0020,238.499,179.263,13.267,3.817,-6.6403,3.2651,-0.1723,21.4597,52.0604,9.1003,13.2590,56.6852,6.0000,9.8997,-60.5761,-17.9305
12.3602,12.3118,12.3102,0.0404,0.1026,0.0016,238.541,177.858,13.524,4.000,-7.4774,3.6371,-0.2098,20.8508,52.3554,9.0831,12.7866,56.6016,6.0000,9.6085,-62.2293,-18.3856
12.4802,12.4191,12.4202,0.0576,0.0926,-0.0011,240.535,179.087,14.406,4.381,-8.4399,3.9631,-0.2461,19.8333,52.8315,9.0534,12.0983,56.3924,6.0000,9.0328,-65.2805,-19.4062
12.5702,12.5182,12.5202,0.0430,0.0924,-0.0020,239.018,178.827,14.618,5.073,-9.2638,4.1311,-0.2688,18.9925,53.2037,9.0291,11.6057,56.1718,6.0000,8.5035,-68.1115,-20.4949
12.6802,12.6192,12.6202,0.0593,0.0850,-0.0010,240.410,178.911,15.832,5.553,-10.0435,4.1673,-0.2774,17.8796,53.6609,8.9988,11.0404,55.8321,6.0000,7.7617,-72.3915,-22.3180
12.7602,12.7088,12.7102,0.0471,0.1016,-0.0014,241.262,178.523,17.569,6.643,-10.7078,4.0752,-0.2584,17.0146,53.9843,8.9794,10.6599,55.5397,6.0000,7.1723,-76.2519,-24.0992
12.8702,12.8206,12.8202,0.0469,0.0967,0.0004,240.296,180.235,18.637,8.200,-10.2077,3.7594,0.0840,15.8953,54.3988,8.9845,10.1860,55.0810,6.0000,6.4600,-83.1937,-27.0175
12.9702,12.9193,12.9202,0.0467,0.1168,-0.0009,240.048,179.886,20.989,9.472,-7.7194,3.5338,0.1310,15.1357,54.7528,8.9975,9.8109,54.6132,6.0000,6.0926,-91.5099,-28.9397
13.0902,13.0397,13.0402,0.0437,0.1152,-0.0005,240.677,181.162,22.241,10.276,-4.8636,3.6075,0.1210,14.5366,55.1863,9.0120,9.4388,53.9975,6.0000,6.0194,-103.1305,-29.4860
13.2102,13.1593,13.1602,0.0468,0.1153,-0.0010,238.918,182.021,21.504,10.111,-2.4537,4.0457,0.0770,14.2289,55.6702,9.0213,9.1588,53.3348,6.0000,6.3283,-114.7324,-28.0075
13.3302,13.2803,13.2802,0.0461,0.1026,0.0001,238.009,181.462,19.950,8.409,-0.5009,4.7525,-0.0243,14.1558,56.2353,9.0152,8.9769,52.6389,6.0000,6.9720,-124.7770,-25.1655
