t_s,stamp_s,t_true,latency_s,period_s,stamp_err_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
4.1200,3.9703,3.9700,0.1447,0.0997,-0.0003,238.145,179.565,14.405,4.784,3.8280,6.1001,0.6417,9.1665,20.2222,8.7898,13.3553,26.4899,6.0000,8.0245,33.7571,-19.9497
4.2400,4.0797,4.0800,0.1575,0.1023,-0.0018,238.937,180.793,15.720,5.489,4.3535,7.0589,0.9477,9.7301,21.1749,8.9307,13.1901,27.1901,6.0000,7.5174,29.9069,-22.5221
4.3300,4.1782,4.1800,0.1451,0.1121,-0.0014,240.710,179.591,16.089,6.391,4.6917,7.8983,1.1707,10.1708,21.9670,9.0438,13.0012,27.6957,6.0000,7.0606,26.2893,-25.0838
4.4400,4.2886,4.2900,0.1410,0.0909,-0.0018,240.334,180.800,18.020,7.224,4.9023,8.8025,1.2815,10.6746,22.8766,9.1011,12.6979,28.2814,6.0000,6.5327,20.5183,-27.8459
4.5700,4.4082,4.4100,0.1508,0.1074,0.0005,239.097,180.769,20.202,8.921,4.4251,7.8480,0.3411,11.1645,23.5918,9.0959,12.2771,28.9378,6.0000,6.2575,11.7593,-29.1350
4.6700,4.5105,4.5100,0.1512,0.0828,-0.0008,239.173,180.452,20.201,9.880,3.7535,5.4884,-0.0452,11.4884,23.8885,9.0581,12.0111,29.4752,6.0000,6.3713,5.3528,-28.1752
4.7700,4.6192,4.6200,0.1428,0.0998,-0.0005,240.815,181.241,20.959,10.102,3.2510,3.0619,-0.3649,11.7824,23.9992,8.9889,11.8113,30.0406,6.0000,6.7227,0.2888,-25.9173
4.8700,4.7095,4.7100,0.1511,0.1159,-0.0013,242.023,179.000,19.531,9.210,2.9777,1.2676,-0.6217,12.0427,24.1789,8.9218,11.6806,30.6258,6.0000,7.0710,-3.2007,-23.9507
4.9600,4.8087,4.8100,0.1445,0.1094,0.0017,241.482,180.216,16.751,7.147,2.6597,1.5613,-0.7228,12.2449,24.4714,8.8895,11.6236,31.1626,6.0000,7.2992,-5.3193,-22.8792
5.0800,4.9317,4.9300,0.1431,0.0910,0.0012,240.793,178.926,14.587,5.554,2.2088,3.3990,-0.3257,12.4698,25.0350,8.8829,11.6382,31.8818,6.0000,7.4601,-6.9384,-22.3045
5.2000,5.0412,5.0400,0.1580,0.0996,-0.0002,240.506,179.985,15.189,5.851,1.8217,4.8999,-0.0126,12.6499,25.7770,8.9101,11.7559,32.5915,6.0000,7.4481,-7.4848,-22.5704
5.2900,5.1398,5.1400,0.1467,0.0970,0.0002,239.945,179.321,16.529,6.275,1.5119,6.1315,0.2195,12.7612,26.4389,8.9470,11.9104,33.1087,6.0000,7.3253,-7.2774,-23.2861
5.3900,5.2403,5.2400,0.1489,0.0963,0.0003,238.564,178.357,17.692,6.534,1.2566,7.2511,0.3976,12.8677,27.2705,8.9975,12.1463,33.6600,6.0000,7.0776,-6.4465,-24.6041
5.5000,5.3404,5.3400,0.1576,0.0843,0.0010,238.732,179.786,17.925,7.192,1.0686,8.2711,0.5070,12.9726,28.2738,9.0319,12.4798,34.2289,6.0000,6.6826,-4.7354,-26.4998
5.6000,5.4410,5.4400,0.1520,0.1147,0.0013,237.888,178.933,18.179,8.009,0.9610,9.1989,0.4574,13.0516,29.0195,9.0113,12.8457,34.7040,6.0000,6.4175,-2.0764,-27.4823
5.6900,5.5314,5.5300,0.1592,0.0980,0.0018,238.464,177.849,18.654,9.250,0.8486,8.0777,-0.1792,13.0989,29.4844,8.9893,13.2216,35.0913,6.0000,6.3365,1.2537,-27.6400
5.8000,5.6519,5.6500,0.1475,0.1163,-0.0004,239.145,179.069,20.058,9.359,0.5289,5.1578,-0.2476,13.1145,29.8132,8.9691,13.7342,35.5063,6.0000,6.4323,6.2151,-26.9899
5.9100,5.7496,5.7500,0.1565,0.1175,-0.0014,240.842,180.336,19.553,9.524,0.1467,2.9768,-0.1864,13.0710,29.9092,8.9647,14.2970,35.8502,6.0000,6.7345,11.6639,-25.6429
6.0200,5.8687,5.8700,0.1410,0.0983,-0.0017,240.389,179.574,19.652,9.037,-0.4456,0.6822,-0.0273,12.9723,29.8369,9.0033,14.8985,36.1210,6.0000,7.2098,17.0442,-24.1741
6.1500,5.9884,5.9900,0.1553,0.1185,0.0009,239.972,178.330,18.884,7.713,-1.0108,-0.9454,0.5621,12.9514,29.9240,9.0690,15.5866,36.4867,6.0000,7.6934,21.8721,-23.0952
6.2500,6.0910,6.0900,0.1536,0.1000,-0.0007,239.823,177.460,17.804,7.010,-0.1585,0.6828,0.5084,13.0288,30.1573,9.0993,16.0723,36.8383,6.0000,7.9535,24.4853,-22.5327
6.3601,6.2094,6.2100,0.1431,0.0997,0.0019,240.602,177.656,16.854,6.429,0.8155,2.4062,0.2937,13.2009,30.5611,9.1134,16.5538,37.2891,6.0000,8.1212,26.4790,-22.1486
6.4701,6.3119,6.3100,0.1562,0.1000,-0.0014,240.695,179.237,15.498,5.665,1.5678,3.6773,0.1274,13.4558,31.1030,9.1101,16.9717,37.7993,6.0000,8.1625,27.6913,-22.0039
6.5601,6.4087,6.4101,0.1449,0.0898,-0.0001,239.048,180.540,14.722,5.272,2.2562,4.8230,-0.0180,13.7194,31.6393,9.0966,17.2613,38.2547,6.0000,8.1026,28.1520,-22.0712
6.6601,6.5099,6.5101,0.1496,0.1028,-0.0007,240.904,179.196,13.850,4.874,2.8735,5.8628,-0.1404,14.0629,32.3249,9.0724,17.5233,38.7941,6.0000,7.9385,28.1542,-22.3647
6.7501,6.5993,6.6001,0.1469,0.1067,-0.0001,239.770,179.874,12.904,4.725,3.3634,6.7224,-0.2298,14.4110,33.0170,9.0446,17.7024,39.3032,6.0000,7.7057,27.6478,-22.8563
6.8701,6.7100,6.7101,0.1544,0.1150,0.0018,240.336,178.330,13.771,5.224,3.8710,7.6919,-0.3099,14.9208,34.0426,9.0031,17.8540,40.0065,6.0000,7.2768,26.2015,-23.9334
6.9701,6.8218,6.8201,0.1462,0.1171,0.0014,239.954,180.064,15.709,6.260,4.2698,8.5888,-0.3497,15.3742,34.9815,8.9721,17.9021,40.6042,6.0000,6.8266,24.2197,-25.3380
7.0901,6.9415,6.9401,0.1491,0.1091,-0.0017,239.101,179.668,17.248,7.533,4.5666,9.5019,-0.3031,15.8995,36.0855,8.9907,17.8649,41.3226,6.0000,6.3243,20.5802,-27.7113
7.2201,7.0584,7.0601,0.1550,0.0985,0.0008,239.885,181.035,18.776,9.190,4.2049,8.7544,0.3079,16.3478,36.9150,9.0296,17.7088,42.0860,6.0000,6.1262,14.7528,-29.1094
7.3301,7.1709,7.1701,0.1525,0.0906,0.0013,241.013,181.421,20.522,9.762,3.3671,6.1363,0.2983,16.6526,37.3155,9.0478,17.4853,42.7065,6.0000,6.2292,8.7866,-28.7725
7.4301,7.2713,7.2701,0.1516,0.0988,0.0002,242.127,179.247,20.728,10.082,2.8036,3.8485,0.1829,16.8962,37.4640,9.0446,17.2128,43.2407,6.0000,6.5190,3.1437,-27.3463
7.5201,7.3703,7.3701,0.1498,0.1027,-0.0001,241.017,179.950,20.269,9.269,2.4613,1.7692,0.0062,17.1023,37.4604,9.0046,16.9180,43.6929,6.0000,6.9042,-1.6886,-25.3324
7.6301,7.4700,7.4701,0.1554,0.1082,0.0005,241.571,179.570,18.710,8.520,2.3164,-0.0844,-0.3168,17.3116,37.5768,8.9338,16.5939,44.2673,6.0000,7.3248,-6.1114,-23.1745
7.7401,7.5806,7.5801,0.1533,0.0867,-0.0015,241.561,180.303,16.609,6.929,1.9032,1.0679,-0.6495,17.4645,37.8845,8.8893,16.3483,44.8794,6.0000,7.6350,-9.0557,-21.8173
7.8501,7.6885,7.6901,0.1527,0.1176,0.0012,240.672,179.772,15.636,5.588,1.3889,2.8049,-0.4036,17.5636,38.3626,8.8712,16.1853,45.5185,6.0000,7.8181,-10.9029,-21.1362
7.9401,7.7813,7.7801,0.1574,0.0986,-0.0000,239.916,180.659,13.775,4.853,0.9851,4.0841,-0.2051,17.6082,38.8679,8.8739,16.1155,46.0537,6.0000,7.8673,-11.7463,-21.0191
8.0601,7.9001,7.9001,0.1516,0.1081,-0.0001,240.088,178.884,13.744,4.517,0.4933,5.6184,0.0304,17.6234,39.6856,8.8981,16.1128,46.7731,6.0000,7.7899,-12.0437,-21.4311
8.1501,8.0000,8.0001,0.1402,0.1129,0.0015,238.442,179.602,14.293,5.138,0.1394,6.7663,0.1959,17.6077,40.3973,8.9287,16.1786,47.3088,6.0000,7.6260,-11.6917,-22.1659
8.2601,8.1116,8.1101,0.1452,0.0977,0.0000,239.498,178.792,15.297,5.632,-0.1771,7.9102,0.3417,17.5656,41.3709,8.9761,16.3369,47.9490,6.0000,7.3077,-10.5871,-23.5953
8.3801,8.2301,8.2301,0.1499,0.1192,-0.0018,238.142,179.394,16.072,6.690,-0.4190,9.0344,0.4463,17.5038,42.5515,9.0282,16.6039,48.6170,6.0000,6.8213,-8.4453,-25.8843
8.4801,8.3283,8.3301,0.1461,0.0989,-0.0017,237.936,179.039,17.334,7.572,-0.5241,9.8844,0.4504,17.4521,43.4894,9.0206,16.8978,49.1397,6.0000,6.4122,-5.6084,-27.6009
8.6001,8.4484,8.4501,0.1423,0.1178,0.0016,239.498,178.454,19.241,9.280,-0.5083,9.0283,-0.1572,17.3850,44.2896,8.9950,17.3299,49.7148,6.0000,6.1781,-0.5858,-28.4748
8.7001,8.5517,8.5501,0.1475,0.1016,-0.0015,240.919,178.032,20.956,9.799,-0.5556,6.5331,-0.2188,17.3083,44.7002,8.9767,17.7500,50.1427,6.0000,6.2000,4.6385,-28.1725
8.8301,8.6686,8.6701,0.1520,0.1106,-0.0004,240.148,179.935,21.171,10.120,-0.8043,3.7710,-0.1751,17.1555,44.9298,8.9661,18.3673,50.6183,6.0000,6.5107,12.0249,-26.6083
8.9301,8.7797,8.7801,0.1447,0.0969,-0.0010,239.988,181.150,19.739,9.125,-1.2098,1.5601,-0.0744,16.9827,44.9052,8.9809,18.8881,50.9155,6.0000,6.9572,17.5907,-24.9105
9.0501,8.8991,8.9001,0.1460,0.1111,0.0001,238.444,180.011,18.825,7.802,-1.8135,-0.5064,0.1621,16.8276,44.9255,9.0423,19.5464,51.2067,6.0000,7.4739,23.4031,-23.5929
9.1601,9.0002,9.0001,0.1503,0.1188,-0.0012,240.164,180.941,17.140,6.814,-1.2418,0.2595,0.5194,16.8102,45.1281,9.0794,20.1212,51.5301,6.0000,7.8222,27.3423,-22.7755
9.2701,9.1189,9.1201,0.1428,0.0851,0.0016,240.865,181.135,16.164,5.991,-0.0593,1.9842,0.3203,16.9053,45.4841,9.0975,20.6484,51.9263,6.0000,8.0537,30.1483,-22.2220
9.3901,9.2418,9.2401,0.1452,0.1097,0.0004,241.933,181.593,15.582,5.687,1.0453,3.4776,0.1338,17.1268,46.0264,9.0985,21.1586,52.4335,6.0000,8.1646,32.1704,-21.9103
9.4801,9.3305,9.3301,0.1480,0.1171,-0.0011,242.655,179.533,14.346,5.397,1.8101,4.4730,0.0136,17.3661,46.5274,9.0888,21.4905,52.8592,6.0000,8.1484,33.0675,-21.8815
9.6001,9.4390,9.4401,0.1591,0.0956,-0.0013,241.150,180.383,13.690,5.137,2.6614,5.5705,-0.1089,17.7713,47.3091,9.0649,21.8580,53.4775,6.0000,7.9938,33.5364,-22.1433
9.7201,9.5588,9.5601,0.1579,0.1089,0.0014,241.689,180.009,13.674,5.056,3.4769,6.6463,-0.2115,18.2610,48.2094,9.0323,22.1331,54.1423,6.0000,7.6907,33.1426,-22.8047
9.8101,9.6615,9.6601,0.1446,0.1115,0.0004,242.416,179.048,14.903,5.697,4.0597,7.4661,-0.2708,18.6740,48.9568,9.0053,22.2751,54.6630,6.0000,7.3703,32.2667,-23.6290
9.9301,9.7705,9.7701,0.1557,0.1086,-0.0001,241.046,180.489,16.218,6.248,4.5920,8.3061,-0.3022,19.2712,50.0440,8.9736,22.3757,55.3753,6.0000,6.8312,30.2215,-25.3337
10.0401,9.8900,9.8901,0.1476,0.0841,-0.0009,239.985,179.426,17.378,7.495,5.0303,9.1675,-0.2614,19.8069,51.0253,8.9930,22.3772,56.0348,6.0000,6.3578,27.1677,-27.5753
10.1501,9.9992,10.0001,0.1452,0.0973,-0.0017,238.948,180.586,19.000,8.672,4.8042,8.7958,0.2888,20.2278,51.7401,9.0254,22.2919,56.6888,6.0000,6.1370,22.6476,-29.0079
10.2501,10.0884,10.0901,0.1587,0.1084,-0.0020,239.783,179.044,20.676,9.957,3.9113,6.7315,0.3058,20.5254,52.1524,9.0446,22.1402,57.2690,6.0000,6.1493,17.5249,-29.1496
10.3501,10.1882,10.1901,0.1541,0.1033,-0.0002,239.284,179.005,20.780,10.735,3.0719,4.4446,0.2125,20.7660,52.3563,9.0489,21.9202,57.8268,6.0000,6.3492,11.9214,-28.1892
10.4501,10.2999,10.3001,0.1417,0.1080,0.0017,240.416,179.445,20.350,10.211,2.4195,2.1309,0.0532,20.9715,52.3705,9.0313,21.6350,58.3542,6.0000,6.7226,6.3323,-26.3244
10.5701,10.4118,10.4101,0.1579,0.1142,-0.0013,239.724,180.660,19.581,9.010,2.0355,0.0435,-0.1789,21.1873,52.3413,8.9550,21.2455,58.9596,6.0000,7.2320,0.5086,-23.6750
10.6701,10.5189,10.5201,0.1419,0.1182,-0.0020,239.044,179.153,18.496,7.908,1.7887,-0.2000,-0.7060,21.3326,52.5015,8.9065,20.9795,59.4970,6.0000,7.5682,-2.8797,-22.1623
10.8002,10.6382,10.6401,0.1596,0.0838,0.0001,238.436,178.622,16.904,6.400,1.4033,1.8518,-0.4510,21.4807,52.8867,8.8755,20.7193,59.7728,6.0000,7.4859,-6.3173,-22.1636
10.9202,10.7602,10.7602,0.1580,0.0935,-0.0004,239.563,177.486,14.753,5.201,1.0632,3.3084,-0.1955,21.6498,53.0369,8.8715,20.4235,59.1170,6.0000,6.8183,-11.4068,-24.4390
11.0102,10.8498,10.8502,0.1552,0.1138,-0.0002,240.318,178.925,17.053,6.736,1.3374,1.5154,-0.0518,21.8247,52.9882,8.8802,20.1416,58.6568,6.0000,6.5599,-16.5327,-25.5559
11.1002,10.9500,10.9502,0.1435,0.0985,0.0017,239.999,177.987,18.175,8.137,1.8187,-0.2331,0.0748,22.0552,52.8233,8.8971,19.8116,58.2296,6.0000,6.5135,-22.5291,-25.9165
11.2202,11.0719,11.0702,0.1460,0.0852,0.0018,241.586,178.014,19.084,8.694,2.6331,-1.9707,0.1975,22.4654,52.4568,8.9305,19.3038,57.7201,6.0000,6.7862,-30.9788,-25.1086
11.3202,11.1720,11.1702,0.1436,0.0956,-0.0004,241.779,178.800,18.025,8.092,3.4574,-3.1199,0.2831,22.9048,52.0508,8.9673,18.8283,57.3548,6.0000,7.3020,-37.5597,-23.5350
11.4202,11.2598,11.2602,0.1575,0.0989,-0.0020,242.335,178.208,15.050,6.782,4.2580,-3.9471,0.3541,23.3911,51.6071,9.0181,18.3125,57.0490,6.0000,8.0172,-43.0335,-21.7155
11.5202,11.3582,11.3602,0.1592,0.0894,-0.0017,241.542,178.559,13.930,5.714,5.1597,-4.6757,0.4701,23.7176,51.2874,9.0652,17.7637,56.8072,6.0000,8.6642,-47.1722,-20.3510
11.6102,11.4585,11.4602,0.1473,0.1033,0.0013,239.806,179.608,13.765,5.203,3.5328,-3.3948,0.4898,23.8625,51.1083,9.0968,17.2483,56.6471,6.0000,9.1526,-50.0611,-19.4293
11.7102,11.5514,11.5502,0.1596,0.0939,-0.0002,238.318,178.123,13.842,5.013,1.9429,-2.2247,0.3753,23.8708,51.0152,9.1209,16.6591,56.5356,6.0000,9.5904,-52.5666,-18.6601
11.8102,11.6599,11.6602,0.1443,0.1026,-0.0018,240.282,179.635,13.447,4.550,0.1542,-0.9784,0.2458,23.7314,51.0204,9.1347,16.0608,56.4954,6.0000,9.9192,-54.4791,-18.1027
11.9102,11.7583,11.7602,0.1488,0.1102,-0.0015,240.316,179.430,13.448,4.112,-1.3283,0.0105,0.1423,23.4575,51.1129,9.1396,15.4620,56.5271,6.0000,10.1415,-55.8925,-17.7226
12.0202,11.8687,11.8702,0.1470,0.1027,0.0010,240.852,180.006,12.764,3.711,-2.8079,0.9697,0.0445,23.0157,51.3047,9.1363,14.8121,56.6403,6.0000,10.2642,-56.9553,-17.4852
12.1402,11.9912,11.9902,0.1483,0.1185,0.0012,239.324,178.318,12.298,3.673,-4.2511,1.8939,-0.0442,22.3819,51.6079,9.1240,14.0973,56.7213,6.0000,10.2124,-58.3132,-17.5043
12.2602,12.1014,12.1002,0.1590,0.0841,0.0020,240.077,178.646,12.430,3.772,-5.4433,2.6250,-0.1115,21.6028,51.9904,9.1042,13.3782,56.6990,6.0000,9.9601,-60.2054,-17.8422
12.3802,12.2222,12.2202,0.1580,0.1026,0.0016,238.499,179.263,13.267,3.817,-6.6403,3.2651,-0.1723,20.6897,52.4323,9.0784,12.6699,56.5736,6.0000,9.5237,-62.6875,-18.5260
12.4602,12.3118,12.3102,0.1404,0.0926,-0.0011,238.541,177.858,13.524,4.000,-7.4774,3.6371,-0.2098,20.0112,52.7500,9.0586,12.2108,56.4341,6.0000,9.1396,-64.7190,-19.2047
12.5802,12.4191,12.4202,0.1576,0.0924,-0.0020,240.535,179.087,14.406,4.381,-8.4399,3.9631,-0.2461,18.8951,53.2454,9.0264,11.5525,56.1440,6.0000,8.4400,-68.4599,-20.6362
12.6702,12.5182,12.5202,0.1430,0.0850,-0.0010,239.018,178.827,14.618,5.073,-9.2638,4.1311,-0.2688,17.9845,53.6197,9.0015,11.0898,55.8660,6.0000,7.8328,-71.9579,-22.1255
12.7802,12.6192,12.6202,0.1593,0.1016,-0.0014,240.410,178.911,15.832,5.553,-10.0435,4.1673,-0.2774,16.7916,54.0628,8.9769,10.5693,55.4611,6.0000,7.0212,-77.3414,-24.6308
12.8602,12.7088,12.7102,0.1471,0.0967,0.0004,241.262,178.523,17.569,6.643,-10.7078,4.0752,-0.2584,15.9850,54.3626,8.9833,10.2265,55.1253,6.0000,6.5119,-82.4635,-26.7726
12.9702,12.8206,12.8202,0.1469,0.1168,-0.0009,240.296,180.235,18.637,8.200,-10.2077,3.7594,0.0840,15.1357,54.7528,8.9975,9.8109,54.6132,6.0000,6.0926,-91.5099,-28.9397
13.0702,12.9193,12.9202,0.1467,0.1152,-0.0005,240.048,179.886,20.989,9.472,-7.7194,3.5338,0.1310,14.6147,55.1116,9.0098,9.4946,54.1038,6.0000,6.0043,-101.1407,-29.5443
13.1902,13.0397,13.0402,0.1437,0.1153,-0.0010,240.677,181.162,22.241,10.276,-4.8636,3.6075,0.1210,14.2623,55.5845,9.0203,9.1988,53.4480,6.0000,6.2519,-112.8783,-28.3716
13.3102,13.1593,13.1602,0.1468,0.1026,0.0001,238.918,182.021,21.504,10.111,-2.4537,4.0457,0.0770,14.1556,56.1360,9.0200,9.0002,52.7566,6.0000,6.8468,-123.2451,-25.7049
13.4302,13.2803,13.2802,0.1461,0.0941,-0.0008,238.009,181.462,19.950,8.409,-0.5009,4.7525,-0.0243,14.0871,56.6329,8.9792,8.9029,52.0438,6.0000,7.5216,-131.5150,-22.9097
