t_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
1.7500,243.031,180.270,10.130,2.695,4.0689,14.0674,-0.6210,5.9101,3.5985,9.0196,7.5100,14.8460,6.0000,11.7449,8.0986,-14.6411
1.8500,239.394,179.915,10.715,3.111,3.8312,14.4367,-0.5691,6.2919,5.0438,8.9631,7.3514,15.4243,6.0000,10.8361,5.8334,-15.5878
1.9500,242.565,179.580,10.449,3.519,3.5745,14.7738,-0.5002,6.6480,6.5227,8.9136,7.2631,16.0174,6.0000,9.9391,3.7136,-16.7354
2.0500,242.526,181.294,10.815,3.921,3.3102,15.0799,-0.4085,6.9777,8.0320,8.8734,7.2465,16.6168,6.0000,9.0443,1.7967,-18.1764
2.1500,241.036,178.011,11.301,4.119,3.0505,15.3559,-0.2817,7.2816,9.5687,8.8463,7.3018,17.2139,6.0000,8.1440,0.1413,-20.0647
2.2500,239.507,176.198,14.583,5.198,2.8090,15.5992,-0.0847,7.5615,11.1295,8.8400,7.4281,17.8001,6.0000,7.2356,-1.1585,-22.6687
2.3500,236.542,180.641,18.794,7.806,2.5995,15.7472,0.3971,7.8199,12.6865,8.8923,7.6237,18.3669,6.0000,6.3593,-1.9899,-26.5461
2.4500,235.445,182.652,22.747,11.225,2.3411,13.7435,1.1144,8.0524,14.0484,9.0023,7.8858,18.9063,6.0000,5.6922,-1.9717,-31.2571
2.5500,235.926,184.044,24.796,13.749,2.0208,11.2660,1.0380,8.2522,15.1627,9.1048,8.2105,19.4104,6.0000,5.2380,-0.5735,-35.7124
2.6500,238.396,180.146,26.513,14.933,1.6087,8.8109,0.8407,8.4105,16.0331,9.1876,8.5933,19.8719,6.0000,4.9677,2.7195,-39.2246
2.7500,236.549,180.331,27.620,15.935,1.1079,6.5738,0.6012,8.5182,16.6814,9.2465,9.0286,20.2844,6.0000,4.8502,8.0572,-41.2946
2.8500,240.697,180.357,26.734,15.810,0.5208,4.6342,0.3504,8.5667,17.1368,9.2802,9.5101,20.6418,6.0000,4.8656,15.0593,-41.6661
2.9500,240.494,180.109,25.134,16.215,-0.1647,2.9494,0.0944,8.5461,17.4248,9.2883,10.0309,20.9390,6.0000,5.0105,22.8991,-40.3231
3.0500,240.625,178.587,26.288,16.352,-0.9542,1.4848,-0.1674,8.4461,17.5672,9.2702,10.5780,21.1850,6.0000,5.2979,30.4994,-37.4740
3.1500,243.156,176.197,22.757,12.636,-1.8156,0.1776,-0.4564,8.2601,17.5789,9.2225,11.1024,21.4759,6.0000,5.7787,36.0894,-33.3178
3.2500,243.655,178.582,20.173,9.167,-2.6999,-1.0510,-0.8545,7.9867,17.4692,9.1324,11.5882,21.8274,6.0000,6.4442,39.5514,-28.5756
3.3500,244.840,178.900,17.677,6.806,-2.8824,-1.4444,-1.7855,7.7107,17.3376,8.9639,12.0283,22.2346,6.0000,7.1535,41.3868,-24.0258
3.4500,243.862,181.723,15.789,5.398,-1.4665,-0.0305,-1.5869,7.5701,17.3407,8.8077,12.4166,22.6916,6.0000,7.7319,42.1807,-20.8791
3.5500,245.289,178.963,15.302,4.741,-0.2074,1.2507,-1.1597,7.5546,17.4714,8.6939,12.7474,23.1918,6.0000,8.1689,42.2435,-18.8663
3.6500,242.807,181.002,15.160,4.742,0.9025,2.4224,-0.7225,7.6494,17.7189,8.6237,13.0159,23.7279,6.0000,8.4607,41.7758,-17.6945
3.7500,242.730,178.567,15.366,4.392,1.8721,3.5052,-0.3079,7.8406,18.0743,8.5948,13.2183,24.2924,6.0000,8.6088,40.8613,-17.1796
3.8500,238.943,180.124,15.480,4.667,2.7073,4.5150,0.0744,8.1146,18.5305,8.6039,13.3516,24.8770,6.0000,8.6185,39.5327,-17.2229
3.9500,238.628,178.200,15.036,4.378,3.4118,5.4648,0.4212,8.4584,19.0813,8.6475,13.4141,25.4734,6.0000,8.4980,37.7906,-17.7817
4.0500,236.173,179.204,16.448,4.399,3.9870,6.3660,0.7303,8.8591,19.7222,8.7218,13.4046,26.0730,6.0000,8.2575,35.5957,-18.8624
4.1500,235.374,179.598,16.138,5.409,4.4320,7.2288,0.9972,9.3037,20.4492,8.8225,13.3235,26.6671,6.0000,7.9097,32.8833,-20.5053
4.2500,238.061,176.644,16.260,6.433,4.7429,8.0636,1.2060,9.7785,21.2596,8.9434,13.1718,27.2472,6.0000,7.4697,29.5396,-22.7803
4.3500,241.945,179.703,17.205,7.398,4.9125,8.8844,1.2720,10.2690,22.1502,9.0633,12.9518,27.8051,6.0000,6.9509,25.3771,-25.6869
4.4500,244.273,177.190,19.702,9.272,4.5027,8.0794,0.3955,10.7159,22.9456,9.1028,12.6666,28.3325,6.0000,6.4965,19.9005,-28.0316
4.5500,241.932,179.105,20.863,10.087,3.8105,5.7218,-0.0140,11.0950,23.5070,9.1001,12.3380,28.8344,6.0000,6.2683,13.1331,-29.1241
4.6500,244.405,180.937,21.629,10.317,3.3268,3.4839,-0.3091,11.4264,23.8456,9.0679,12.0591,29.3653,6.0000,6.3273,6.5454,-28.4909
4.7500,243.819,177.537,18.955,8.400,3.0032,1.4583,-0.5906,11.7259,23.9831,9.0059,11.8458,29.9257,6.0000,6.6427,1.1704,-26.4189
4.8500,242.550,179.176,17.718,7.280,2.6974,1.3974,-0.7560,11.9937,24.1303,8.9325,11.7011,30.5076,6.0000,7.0088,-2.6132,-24.2742
4.9500,242.761,180.799,15.292,5.860,2.3200,2.9605,-0.4209,12.2239,24.4331,8.8919,11.6271,31.1027,6.0000,7.2782,-5.1283,-22.9690
5.0500,240.836,180.342,14.239,5.656,1.9579,4.3728,-0.1197,12.4181,24.8766,8.8811,11.6249,31.7023,6.0000,7.4358,-6.6403,-22.3653
5.1500,241.744,179.642,15.879,5.950,1.6300,5.6530,0.1329,12.5798,25.4475,8.8953,11.6944,32.2979,6.0000,7.4743,-7.3760,-22.3629
5.2500,238.887,176.594,16.099,6.562,1.3513,6.8159,0.3334,12.7139,26.1341,8.9292,11.8348,32.8809,6.0000,7.3918,-7.4326,-22.9137
5.3500,239.869,179.155,15.780,7.308,1.1349,7.8743,0.4736,12.8268,26.9262,8.9767,12.0440,33.4429,6.0000,7.1905,-6.8555,-24.0100
5.4500,240.163,180.098,15.895,7.928,0.9935,8.8395,0.5153,12.9261,27.8143,9.0263,12.3189,33.9758,6.0000,6.8738,-5.6345,-25.6534
5.5500,239.711,181.035,17.822,8.477,0.9037,8.8198,-0.0880,13.0150,28.6777,9.0231,12.6556,34.4719,6.0000,6.5270,-3.5520,-27.0989
5.6500,242.457,180.487,18.632,9.640,0.6808,6.3427,-0.2474,13.0812,29.3008,8.9988,13.0494,34.9242,6.0000,6.3544,-0.3250,-27.6524
5.7500,240.047,178.177,18.143,9.454,0.3509,4.0362,-0.2254,13.1140,29.6946,8.9769,13.4944,35.3261,6.0000,6.3627,3.8668,-27.3896
5.8500,240.342,176.967,18.850,9.653,-0.0832,1.9786,-0.1322,13.1028,29.8838,8.9645,13.9843,35.6718,6.0000,6.5446,8.6635,-26.4442
5.9500,238.738,177.127,18.634,9.059,-0.6140,0.1627,0.0329,13.0382,29.8927,8.9699,14.5122,35.9564,6.0000,6.8939,13.6665,-25.0543
6.0500,240.620,180.913,18.539,7.324,-0.9268,-0.7785,0.6031,12.9549,29.8336,9.0209,15.0622,36.1958,6.0000,7.3352,18.3273,-23.8848
6.1500,239.930,181.814,17.635,6.307,-0.0748,0.8356,0.4909,12.9514,29.9240,9.0690,15.5866,36.4867,6.0000,7.6934,21.8721,-23.0952
6.2500,238.541,182.814,15.428,5.565,0.7371,2.2713,0.3113,13.0288,30.1573,9.0993,16.0723,36.8383,6.0000,7.9535,24.4853,-22.5327
6.3501,235.960,179.752,14.029,5.519,1.4954,3.5562,0.1432,13.1817,30.5184,9.1129,16.5125,37.2455,6.0000,8.1111,26.3317,-22.1737
6.4501,237.270,180.476,12.441,5.227,2.1905,4.7135,-0.0045,13.4037,30.9948,9.1119,16.9008,37.7025,6.0000,8.1644,27.5257,-22.0121
6.5501,241.054,177.587,13.076,4.581,2.8152,5.7630,-0.1292,13.6879,31.5758,9.0985,17.2315,38.2026,6.0000,8.1134,28.1235,-22.0550
6.6501,241.308,178.263,11.763,4.498,3.3634,6.7224,-0.2298,14.0264,32.2523,9.0752,17.5001,38.7388,6.0000,7.9595,28.1818,-22.3241
6.7501,239.661,178.848,12.757,5.218,3.8292,7.6070,-0.3040,14.4110,33.0170,9.0446,17.7024,39.3032,6.0000,7.7057,27.6478,-22.8563
6.8601,240.686,179.182,15.641,6.274,4.2383,8.5099,-0.3482,14.8767,33.9528,9.0066,17.8453,39.9471,6.0000,7.3174,26.3586,-23.8217
6.9601,243.063,181.666,16.914,7.120,4.5071,9.2794,-0.3312,15.3280,34.8843,8.9746,17.9005,40.5442,6.0000,6.8749,24.4539,-25.1697
7.0601,244.566,179.432,17.500,8.862,4.6254,9.8913,0.0702,15.7783,35.8371,8.9810,17.8839,41.1436,6.0000,6.4221,21.6532,-27.1551
7.1601,241.186,176.456,19.458,9.821,3.8034,7.5710,0.3284,16.1553,36.5821,9.0132,17.7957,41.7367,6.0000,6.1726,17.6606,-28.6941
7.2601,243.278,180.173,18.737,9.563,3.1143,5.1961,0.2597,16.4648,37.0910,9.0383,17.6371,42.3150,6.0000,6.1363,12.6542,-29.1499
7.3601,239.712,181.805,18.254,9.905,2.6411,2.9917,0.1202,16.7280,37.3806,9.0492,17.4103,42.8702,6.0000,6.2973,7.0909,-28.4464
7.4601,242.566,181.171,18.586,8.513,2.3816,0.9970,-0.0897,16.9661,37.4719,9.0379,17.1188,43.3942,6.0000,6.6396,1.4829,-26.7438
7.5601,240.095,179.925,18.115,7.068,2.2288,-0.1505,-0.7184,17.1850,37.4791,8.9762,16.7914,43.8968,6.0000,7.0685,-3.5015,-24.4483
7.6601,239.868,180.119,16.953,6.461,1.7621,1.5622,-0.5856,17.3588,37.6427,8.9189,16.5189,44.4310,6.0000,7.4212,-7.0409,-22.7304
7.7601,242.464,182.261,16.265,5.871,1.2973,3.0995,-0.3583,17.4864,37.9593,8.8842,16.3124,44.9939,6.0000,7.6781,-9.4633,-21.6465
7.8601,239.199,179.808,13.370,5.444,0.8563,4.4851,-0.1428,17.5701,38.4138,8.8708,16.1747,45.5775,6.0000,7.8281,-11.0335,-21.1046
7.9601,236.405,180.343,14.493,5.243,0.4554,5.7382,0.0482,17.6140,38.9931,8.8764,16.1078,46.1734,6.0000,7.8658,-11.8576,-21.0432
8.0601,237.056,179.958,15.253,5.761,0.1073,6.8752,0.2108,17.6234,39.6856,8.8981,16.1128,46.7731,6.0000,7.7899,-12.0437,-21.4311
8.1601,237.240,178.260,15.346,5.823,-0.1771,7.9102,0.3417,17.6048,40.4812,8.9327,16.1895,47.3678,6.0000,7.6023,-11.6225,-22.2709
8.2601,240.877,178.540,15.672,6.630,-0.3870,8.8553,0.4339,17.5656,41.3709,8.9761,16.3369,47.9490,6.0000,7.3077,-10.5871,-23.5953
8.3601,238.732,176.693,18.345,7.746,-0.5108,9.7204,0.4613,17.5145,42.3468,9.0211,16.5527,48.5085,6.0000,6.9122,-8.8771,-25.4526
8.4601,239.472,179.479,19.650,9.351,-0.5258,10.0188,-0.0298,17.4622,43.3213,9.0244,16.8341,49.0380,6.0000,6.4793,-6.2771,-27.3277
8.5601,242.226,181.363,19.996,9.950,-0.5196,7.5295,-0.2113,17.4093,44.0619,9.0036,17.1767,49.5301,6.0000,6.2240,-2.4401,-28.3349
8.6601,240.441,183.526,21.972,9.999,-0.6537,5.1057,-0.2067,17.3423,44.5621,8.9833,17.5758,49.9776,6.0000,6.1681,2.4667,-28.4013
8.7601,239.924,181.813,20.018,9.332,-0.9331,2.9320,-0.1450,17.2467,44.8461,8.9694,18.0257,50.3741,6.0000,6.3046,8.0198,-27.5879
8.8601,242.801,179.659,19.472,8.932,-1.3470,1.0093,-0.0353,17.1091,44.9391,8.9670,18.5197,50.7140,6.0000,6.6262,13.7263,-26.1165
8.9601,241.203,178.763,19.511,7.764,-1.8680,-0.6586,0.2095,16.9304,44.8889,8.9972,19.0509,50.9922,6.0000,7.1058,19.1604,-24.4983
9.0601,241.406,181.468,18.300,6.927,-1.1410,0.4133,0.5043,16.8212,44.9370,9.0465,19.6004,51.2329,6.0000,7.5101,23.8153,-23.5073
9.1601,238.144,179.260,15.852,6.331,-0.1552,1.8500,0.3370,16.8102,45.1281,9.0794,20.1212,51.5301,6.0000,7.8222,27.3423,-22.7755
9.2601,239.491,180.937,14.215,5.792,0.7777,3.1233,0.1778,16.8922,45.4459,9.0966,20.6027,51.8875,6.0000,8.0377,29.9336,-22.2617
9.3601,237.115,177.197,14.859,5.772,1.6452,4.2600,0.0388,17.0606,45.8768,9.0999,21.0380,52.2999,6.0000,8.1510,31.7556,-21.9595
9.4601,240.379,180.451,13.745,5.364,2.4387,5.2829,-0.0782,17.3079,46.4095,9.0916,21.4207,52.7615,6.0000,8.1594,32.9110,-21.8722
9.5601,241.195,176.995,12.665,5.257,3.1520,6.2116,-0.1728,17.6261,47.0348,9.0740,21.7454,53.2656,6.0000,8.0621,33.4816,-22.0154
9.6601,240.444,180.662,14.528,5.251,3.7797,7.0638,-0.2443,18.0066,47.7450,9.0494,22.0075,53.8050,6.0000,7.8605,33.4447,-22.4185
9.7601,242.118,182.235,15.246,6.210,4.3163,7.8549,-0.2902,18.4402,48.5342,9.0204,22.2031,54.3718,6.0000,7.5578,32.8173,-23.1315
9.8601,241.029,180.316,17.440,7.313,4.7554,8.5987,-0.3013,18.9173,49.3975,8.9906,22.3295,54.9580,6.0000,7.1602,31.5458,-24.2400
9.9601,237.751,177.786,19.865,7.979,5.0874,9.3062,-0.2352,19.4266,50.3309,8.9709,22.3847,55.5551,6.0000,6.6807,29.5287,-25.9227
10.0601,236.265,181.234,20.581,9.525,4.7004,8.5688,0.3022,19.8919,51.1761,8.9993,22.3681,56.1545,6.0000,6.2987,26.4518,-27.9230
10.1601,235.092,180.224,21.085,9.633,3.7271,6.2669,0.2927,20.2608,51.7912,9.0279,22.2799,56.7476,6.0000,6.1294,22.1716,-29.0739
10.2601,237.572,179.962,21.823,10.438,2.9321,4.0073,0.1874,20.5517,52.1819,9.0458,22.1212,57.3259,6.0000,6.1611,16.9774,-29.1009
10.3601,241.523,181.198,20.462,10.610,2.3740,1.9316,0.0360,20.7878,52.3659,9.0483,21.8945,57.8810,6.0000,6.3789,11.3546,-28.0394
10.4601,243.003,178.269,19.056,9.375,2.0355,0.0435,-0.1789,20.9909,52.3624,9.0275,21.6030,58.4050,6.0000,6.7685,5.7893,-26.0952
10.5601,242.544,180.446,17.906,7.436,1.8190,-0.3834,-0.7181,21.1710,52.3344,8.9611,21.2756,58.9077,6.0000,7.1939,0.9161,-23.8620
10.6601,243.549,183.033,16.638,6.015,1.5022,1.3630,-0.5191,21.3196,52.4783,8.9103,21.0031,59.4418,6.0000,7.5386,-2.5919,-22.2859
10.7602,244.595,183.802,15.336,5.170,1.1719,2.9349,-0.2970,21.4357,52.7750,8.8816,20.7966,60.0000,6.0000,7.7899,-5.0428,-21.2997
10.8602,240.507,182.048,18.095,5.773,1.1978,2.2874,-0.1113,21.5578,52.9949,8.8710,20.5832,59.4396,6.0000,7.1062,-8.6035,-23.3808
10.9602,241.597,179.506,19.546,7.224,1.6033,0.4343,0.0273,21.7214,53.0309,8.8743,20.3044,58.9087,6.0000,6.6776,-13.5552,-25.0167
11.0602,239.373,177.704,20.742,7.668,2.1966,-1.1519,0.1394,21.9452,52.9096,8.8887,19.9639,58.4151,6.0000,6.5077,-19.7870,-25.8591
11.1602,238.055,177.380,19.157,7.955,2.9508,-2.4617,0.2331,22.2448,52.6587,8.9124,19.5669,57.9657,6.0000,6.6020,-26.7609,-25.6886
11.2602,239.796,175.444,15.895,6.620,3.8092,-3.5098,0.3148,22.6303,52.3040,8.9442,19.1189,57.5671,6.0000,6.9617,-33.6952,-24.5550
11.3602,241.149,176.873,14.353,5.462,4.7106,-4.3343,0.3969,23.1058,51.8677,8.9849,18.6264,57.2251,6.0000,7.5789,-39.9120,-22.7702
11.4602,243.271,179.591,15.499,5.095,4.4654,-4.1138,0.5491,23.5435,51.4629,9.0385,18.0965,56.9444,6.0000,8.2890,-44.8276,-21.1192
11.5602,244.820,181.972,14.315,4.822,2.6354,-2.7263,0.4258,23.7988,51.1959,9.0804,17.5368,56.7292,6.0000,8.8924,-48.5389,-19.9107
11.6602,241.595,182.656,13.803,4.788,0.9464,-1.5222,0.3027,23.8859,51.0487,9.1102,16.9553,56.5825,6.0000,9.3852,-51.3957,-19.0152
11.7602,243.710,182.236,14.433,4.183,-0.6038,-0.4685,0.1923,23.8187,51.0062,9.1290,16.3605,56.5065,6.0000,9.7683,-53.5902,-18.3576
11.8602,243.920,182.762,12.580,4.083,-2.0200,0.4615,0.0958,23.6105,51.0564,9.1382,15.7609,56.5023,6.0000,10.0435,-55.2455,-17.8924
11.9602,244.503,183.573,12.731,3.581,-3.3083,1.2905,0.0129,23.2740,51.1890,9.1391,15.1651,56.5698,6.0000,10.2134,-56.4284,-17.5914
12.0602,243.524,183.301,12.037,3.770,-4.4754,2.0371,-0.0573,22.8213,51.3958,9.1331,14.5752,56.6787,6.0000,10.2701,-57.3495,-17.4562
12.1602,239.381,182.066,12.556,3.846,-5.5469,2.6846,-0.1170,22.2618,51.6667,9.1212,13.9773,56.7248,6.0000,10.1838,-58.5909,-17.5383
12.2602,241.673,179.547,12.633,4.058,-6.5442,3.2180,-0.1677,21.6028,51.9904,9.1042,13.3782,56.6990,6.0000,9.9601,-60.2054,-17.8422
12.3602,241.428,177.104,13.148,4.244,-7.4774,3.6371,-0.2098,20.8508,52.3554,9.0831,12.7866,56.6016,6.0000,9.6085,-62.2293,-18.3856
12.4602,240.658,179.953,13.700,4.330,-8.3549,3.9394,-0.2433,20.0112,52.7500,9.0586,12.2108,56.4341,6.0000,9.1396,-64.7190,-19.2047
12.5602,241.775,181.499,14.539,4.922,-9.1835,4.1200,-0.2671,19.0891,53.1621,9.0319,11.6592,56.1989,6.0000,8.5660,-67.7703,-20.3580
12.6602,242.233,182.248,14.572,5.368,-9.9674,4.1699,-0.2775,18.0887,53.5783,9.0043,11.1397,55.8993,6.0000,7.9033,-71.5341,-21.9388
12.7602,242.373,181.942,16.888,6.349,-10.7078,4.0752,-0.2584,17.0146,53.9843,8.9794,10.6599,55.5397,6.0000,7.1723,-76.2519,-24.0992
12.8602,241.036,183.861,17.314,8.047,-10.4549,3.7941,0.0699,15.9850,54.3626,8.9833,10.2265,55.1253,6.0000,6.5119,-82.4635,-26.7726
12.9602,238.137,179.936,18.934,10.027,-7.9692,3.5455,0.1297,15.2005,54.7177,8.9962,9.8459,54.6619,6.0000,6.1167,-90.6038,-28.8002
13.0602,236.440,177.182,21.733,11.313,-5.5379,3.5522,0.1271,14.6569,55.0747,9.0087,9.5234,54.1564,6.0000,6.0007,-100.1483,-29.5510
13.1602,240.677,178.567,20.256,11.473,-3.4016,3.8240,0.0994,14.3252,55.4600,9.0183,9.2638,53.6158,6.0000,6.1554,-110.0223,-28.8380
13.2602,237.219,179.409,19.833,10.112,-1.5856,4.3142,0.0469,14.1736,55.8950,9.0224,9.0708,53.0481,6.0000,6.5604,-119.1575,-26.9425
13.3602,235.163,180.408,17.834,8.941,-0.0838,4.9550,-0.0972,14.1478,56.3726,9.0041,8.9472,52.4613,6.0000,7.1505,-126.9454,-24.3958
13.4602,233.969,179.819,17.434,7.435,-0.9840,3.5481,-0.3512,14.0449,56.7191,8.9698,8.8947,51.8640,6.0000,7.6603,-133.3103,-22.3948
13.5602,234.890,178.771,15.879,6.138,-1.9768,1.8770,-0.2492,13.8435,56.8990,8.9453,8.8838,51.2642,6.0000,8.0493,-138.6422,-21.0691
13.6602,239.335,181.127,13.911,5.544,-2.7820,0.2950,-0.1477,13.5622,56.9214,8.9310,8.8098,50.6692,6.0000,8.3686,-142.7554,-20.1220
13.7602,236.867,182.595,13.538,4.949,-3.4541,-1.1743,-0.0614,13.2141,56.7974,8.9252,8.6651,50.0872,6.0000,8.6049,-145.8562,-19.5036
13.8602,237.783,179.453,12.489,4.317,-4.0246,-2.5271,0.0104,12.8093,56.5387,8.9265,8.4518,49.5268,6.0000,8.7456,-148.1320,-19.1849
13.9602,238.238,178.216,10.876,4.266,-4.5194,-3.7637,0.0688,12.3553,56.1569,8.9336,8.1729,48.9960,6.0000,8.7832,-149.7185,-19.1485
14.0602,240.368,177.268,11.447,4.452,-4.9604,-4.8861,0.1148,11.8573,55.6634,8.9452,7.8325,48.5023,6.0000,8.7133,-150.6712,-19.3898
14.1602,237.741,175.453,12.649,4.986,-5.3664,-5.8971,0.1490,11.3188,55.0694,8.9602,7.4354,48.0530,6.0000,8.5345,-151.0468,-19.9214
14.2602,237.034,179.086,13.362,5.236,-5.7542,-6.7993,0.1714,10.7414,54.3857,8.9773,6.9874,47.6544,6.0000,8.2481,-150.8596,-20.7739
14.3602,240.815,182.086,14.494,6.175,-6.1391,-7.5938,0.1804,10.1255,53.6231,8.9953,6.4949,47.3123,6.0000,7.8575,-150.0936,-22.0025
14.4602,240.540,182.222,16.291,6.442,-6.5357,-8.2798,0.1706,9.4698,52.7924,9.0121,5.9650,47.0316,6.0000,7.3691,-148.6893,-23.6924
14.5602,240.561,180.888,19.180,6.999,-6.9584,-8.8527,0.1155,8.7719,51.9054,9.0208,5.4053,46.8164,6.0000,6.7909,-146.5189,-25.9398
14.6602,237.459,178.594,20.260,9.018,-6.3657,-8.1377,-0.2274,8.1440,51.1007,8.9990,4.8239,46.6698,6.0000,6.2779,-143.1585,-28.0220
14.7602,235.373,177.997,21.814,9.600,-4.6637,-6.3072,-0.2122,7.6869,50.4783,8.9782,4.2291,46.5938,6.0000,5.9732,-138.3270,-29.3647
14.8602,235.957,176.972,22.071,11.074,-2.8853,-4.6398,-0.1500,7.4067,50.0205,8.9636,3.6295,46.5895,6.0000,5.8811,-132.2491,-29.7086
14.9602,239.866,175.507,20.524,10.944,-1.1698,-3.2857,-0.0708,7.2980,49.6967,8.9570,3.0336,46.6571,6.0000,5.9944,-125.4808,-29.0177
15.0602,240.086,178.840,21.206,10.523,0.4878,-2.2251,0.0231,7.3544,49.4780,8.9601,2.4437,46.7660,6.0000,6.3243,-118.9176,-27.3989
15.1603,239.997,176.126,18.134,8.353,2.0340,-1.3880,0.1955,7.5457,49.3357,8.9882,1.8459,46.8120,6.0000,6.8955,-113.8910,-25.2148
15.2603,242.955,180.345,17.229,7.297,0.8807,-1.5793,0.5102,7.6255,49.1760,9.0382,1.2468,46.7862,6.0000,7.4423,-110.5518,-23.6626
15.3603,243.369,178.465,15.895,5.601,-0.8391,-1.9583,0.3861,7.5340,48.9786,9.0761,0.6551,46.6888,6.0000,7.8601,-108.4226,-22.6300
15.4603,245.049,176.448,13.468,5.049,-2.3974,-2.2878,0.2459,7.2875,48.7484,9.1000,0.0793,46.5213,6.0000,8.1414,-107.1571,-21.9868
15.5603,242.497,178.319,14.004,4.871,-3.8047,-2.5900,0.1105,6.9010,48.4880,9.1105,-0.4723,46.2861,6.0000,8.2850,-106.6175,-21.6643
15.6603,243.289,181.264,15.388,5.461,-5.0710,-2.8824,-0.0147,6.3885,48.1982,9.1085,-0.9917,45.9866,6.0000,8.2930,-106.6720,-21.6281
15.7603,240.203,183.280,16.265,5.643,-6.2050,-3.1799,-0.1277,5.7631,47.8786,9.0952,-1.4716,45.6270,6.0000,8.1698,-107.2797,-21.8722
15.8603,241.065,181.204,17.454,5.648,-7.2134,-3.4956,-0.2273,5.0376,47.5273,9.0721,-1.9050,45.2125,6.0000,7.9215,-108.4338,-22.4156
15.9603,239.933,183.263,17.016,6.437,-8.1007,-3.8421,-0.3115,4.2239,47.1411,9.0406,-2.2856,44.7492,6.0000,7.5563,-110.1710,-23.3053
16.0603,242.215,180.011,18.906,7.406,-8.8686,-4.2324,-0.3730,3.3340,46.7155,9.0034,-2.6080,44.2436,6.0000,7.0852,-112.5824,-24.6294
16.1603,240.465,182.344,19.973,8.012,-9.5075,-4.6761,-0.2963,2.4203,46.2706,8.9787,-2.8676,43.7031,6.0000,6.5719,-115.8960,-26.4631
16.2603,242.112,181.739,21.912,8.904,-7.3950,-3.3948,-0.0384,1.6909,45.9385,8.9751,-3.0606,43.1353,6.0000,6.2490,-120.5376,-27.9144
16.3603,240.013,178.604,22.855,9.534,-5.3838,-1.9851,0.0388,1.1605,45.7471,8.9791,-3.1843,42.5486,6.0000,6.1438,-126.3595,-28.4801
16.4603,239.823,180.303,21.030,10.329,-3.6710,-0.5618,0.0869,0.7999,45.6980,8.9879,-3.2368,41.9512,6.0000,6.2469,-132.8670,-28.0583
