t_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
0.0500,240.343,181.367,6.759,2.000,0.0000,0.0000,0.0000,0.0100,-11.9754,9.9978,6.2785,6.1114,6.0000,19.5472,19.1158,-11.6530
0.1000,239.453,179.188,6.525,2.000,0.3307,0.8147,-0.0717,0.0362,-11.9113,9.9922,6.5570,6.2230,6.0000,19.6722,19.7781,-11.5614
0.1500,241.176,179.208,6.393,2.000,0.6539,1.5860,-0.1388,0.0784,-11.8100,9.9834,6.8355,6.3347,6.0000,19.7595,20.4255,-11.4836
0.2000,240.722,180.917,6.423,2.000,0.9698,2.3159,-0.2014,0.1362,-11.6733,9.9715,7.1138,6.4467,6.0000,19.8111,21.0606,-11.4184
0.2500,240.844,180.012,6.702,2.000,1.2786,3.0065,-0.2597,0.2092,-11.5032,9.9569,7.3919,6.5591,6.0000,19.8288,21.6859,-11.3650
0.3000,239.553,181.397,6.412,2.000,1.5805,3.6597,-0.3140,0.2971,-11.3016,9.9397,7.6699,6.6720,6.0000,19.8145,22.3034,-11.3226
0.3500,238.380,179.726,6.533,2.000,1.8757,4.2772,-0.3645,0.3996,-11.0701,9.9200,7.9476,6.7855,6.0000,19.7699,22.9149,-11.2905
0.4000,237.499,180.908,6.717,2.000,2.1645,4.8608,-0.4112,0.5163,-10.8104,9.8982,8.2250,6.8996,6.0000,19.6966,23.5221,-11.2683
0.4500,239.400,180.891,6.678,2.000,2.4471,5.4119,-0.4545,0.6470,-10.5241,9.8742,8.5021,7.0146,6.0000,19.5961,24.1263,-11.2555
0.5000,240.324,181.960,6.423,2.000,2.7238,5.9322,-0.4944,0.7913,-10.2126,9.8484,8.7789,7.1303,6.0000,19.4700,24.7288,-11.2518
0.5500,240.210,182.181,6.747,2.000,2.9948,6.4231,-0.5311,0.9491,-9.8775,9.8208,9.0552,7.2471,6.0000,19.3198,25.3308,-11.2571
0.6000,241.240,180.968,6.648,2.000,3.2604,6.8859,-0.5647,1.1199,-9.5200,9.7917,9.3311,7.3649,6.0000,19.1468,25.9334,-11.2711
0.6500,242.150,181.928,6.714,2.000,3.5208,7.3219,-0.5953,1.3036,-9.1415,9.7610,9.6065,7.4839,6.0000,18.9522,26.5375,-11.2940
0.7000,242.236,181.211,6.934,2.000,3.7763,7.7323,-0.6231,1.5000,-8.7432,9.7291,9.8814,7.6041,6.0000,18.7374,27.1440,-11.3256
0.7500,241.978,181.987,6.781,2.000,4.0271,8.1183,-0.6481,1.7088,-8.3263,9.6960,10.1557,7.7256,6.0000,18.5035,27.7538,-11.3662
0.8000,242.133,182.368,6.942,2.000,4.2734,8.4810,-0.6703,1.9297,-7.8920,9.6619,10.4293,7.8485,6.0000,18.2517,28.3676,-11.4158
0.8500,241.456,181.053,7.252,2.000,4.5154,8.8214,-0.6900,2.1626,-7.4412,9.6269,10.7023,7.9730,6.0000,17.9830,28.9861,-11.4748
0.9000,241.506,180.107,7.046,2.000,4.7534,9.1405,-0.7072,2.4073,-6.9752,9.5911,10.9745,8.0990,6.0000,17.6985,29.6101,-11.5434
0.9500,239.679,179.946,7.175,2.000,4.9876,9.4393,-0.7218,2.6637,-6.4947,9.5546,11.2460,8.2267,6.0000,17.3991,30.2402,-11.6222
1.0000,241.255,179.796,7.103,2.000,5.2181,9.7185,-0.7341,2.9314,-6.0009,9.5176,11.5166,8.3562,6.0000,17.0859,30.8778,-11.7115
1.0500,241.235,180.677,7.272,2.000,5.4452,9.9791,-0.7439,3.2104,-5.4946,9.4802,11.7864,8.4875,6.0000,16.7595,31.5223,-11.8118
1.1000,240.542,179.071,7.224,2.000,5.6691,10.2218,-0.7514,3.5005,-4.9767,9.4425,12.0552,8.6207,6.0000,16.4210,32.1747,-11.9241
1.1500,239.785,178.178,7.631,2.000,5.8899,10.4473,-0.7565,3.8015,-4.4480,9.4045,12.3229,8.7559,6.0000,16.0711,32.8359,-12.0492
1.2000,238.300,180.410,8.061,2.000,6.1079,10.6564,-0.7593,4.1134,-3.9093,9.3666,12.5897,8.8932,6.0000,15.7105,33.5064,-12.1880
1.2500,237.742,181.416,8.367,2.000,6.3231,10.8497,-0.7598,4.4359,-3.3614,9.3286,12.8553,9.0327,6.0000,15.3400,34.1869,-12.3416
1.3000,237.978,182.099,8.416,2.000,6.5357,11.0279,-0.7579,4.7690,-2.8051,9.2908,13.1197,9.1744,6.0000,14.9603,34.8780,-12.5114
1.3500,239.209,180.127,8.540,2.000,6.7459,11.1915,-0.7537,5.1126,-2.2410,9.2533,13.3829,9.3184,6.0000,14.5720,35.5806,-12.6989
1.4000,238.276,180.198,8.721,2.000,6.9538,11.3411,-0.7470,5.4664,-1.6698,9.2162,13.6448,9.4647,6.0000,14.1757,36.2953,-12.9059
1.4500,240.346,180.195,8.724,2.010,7.1595,11.4772,-0.7379,5.8305,-1.0922,9.1797,13.9053,9.6135,6.0000,13.7721,37.0230,-13.1343
1.5000,240.244,180.061,8.733,2.136,7.3632,11.6003,-0.7261,6.2047,-0.5088,9.1438,14.1644,9.7647,6.0000,13.3617,37.7646,-13.3866
1.5500,240.310,179.297,9.347,2.327,7.5650,11.7109,-0.7117,6.5890,0.0798,9.1087,14.4220,9.9185,6.0000,12.9450,38.5210,-13.6655
1.6000,241.587,178.104,9.374,2.333,7.7650,11.8094,-0.6944,6.9832,0.6729,9.0746,14.6780,10.0749,6.0000,12.5227,39.2933,-13.9743
1.6500,241.853,179.294,9.798,2.385,7.9632,11.8962,-0.6742,7.3873,1.2700,9.0416,14.9323,10.2340,6.0000,12.0951,40.0829,-14.3167
1.7000,242.434,179.438,10.339,2.547,8.1598,11.9717,-0.6506,7.8011,1.8706,9.0099,15.1849,10.3958,6.0000,11.6628,40.8910,-14.6974
1.7500,241.861,180.826,10.796,2.753,8.3549,12.0363,-0.6235,8.2247,2.4740,8.9796,15.4358,10.5604,6.0000,11.2263,41.7194,-15.1217
1.8000,242.581,179.415,10.913,2.870,8.5484,12.0903,-0.5925,8.6579,3.0799,8.9510,15.6847,10.7278,6.0000,10.7861,42.5701,-15.5959
1.8500,241.336,180.400,11.126,3.129,8.7405,12.1340,-0.5569,9.1006,3.6877,8.9244,15.9317,10.8981,6.0000,10.3428,43.4456,-16.1278
1.9000,241.303,179.146,11.455,3.219,8.9312,12.1676,-0.5163,9.5529,4.2968,8.8999,16.1767,11.0712,6.0000,9.8968,44.3496,-16.7265
1.9500,239.420,179.893,11.768,3.514,9.1206,12.1914,-0.4695,10.0145,4.9068,8.8780,16.4196,11.2473,6.0000,9.4489,45.2827,-17.4036
2.0000,239.263,178.902,11.872,3.561,9.3085,12.2056,-0.4154,10.4855,5.5173,8.8591,16.6603,11.4264,6.0000,8.9996,46.2505,-18.1736
2.0500,238.026,179.378,12.652,3.687,9.4949,12.2102,-0.3519,10.9658,6.1277,8.8438,16.8987,11.6085,6.0000,8.5498,47.2581,-19.0545
2.1000,237.625,179.536,12.709,4.146,9.6795,12.2053,-0.2760,11.4553,6.7376,8.8327,17.1348,11.7936,6.0000,8.1005,48.3118,-20.0738
2.1500,238.966,178.042,12.906,4.596,9.8619,12.1906,-0.1825,11.9538,7.3464,8.8271,17.3684,11.9818,6.0000,7.6533,49.4200,-21.2592
2.2000,240.904,179.552,13.368,4.965,10.0407,12.1651,-0.0616,12.4610,7.9535,8.8288,17.5995,12.1730,6.0000,7.2102,50.6162,-22.6539
2.2500,242.190,178.278,14.601,5.692,10.2116,12.1254,0.1101,12.9760,8.5578,8.8425,17.8280,12.3674,6.0000,6.7757,51.8800,-24.3278
2.3000,241.073,179.219,15.807,6.525,10.3493,12.0515,0.4128,13.4878,9.1504,8.8827,18.0539,12.5648,6.0000,6.3709,53.2294,-26.3928
2.3500,242.284,180.122,17.372,7.655,10.0086,11.6014,1.0807,13.9615,9.7053,8.9435,18.2770,12.7654,6.0000,6.0348,54.6784,-28.6508
2.4000,241.981,178.420,18.104,8.492,9.1079,10.7597,1.2585,14.3892,10.2180,9.0064,18.4972,12.9692,6.0000,5.7658,56.2084,-30.8553
2.4500,241.331,179.243,19.901,10.018,8.1850,9.9170,1.2471,14.7706,10.6887,9.0666,18.7144,13.1760,6.0000,5.5588,57.7845,-32.8821
2.5000,241.459,180.062,20.834,11.069,7.2582,9.0820,1.1697,15.1057,11.1180,9.1218,18.9287,13.3860,6.0000,5.4090,59.3465,-34.6287
2.5500,240.582,179.841,21.178,12.235,6.3281,8.2550,1.0541,15.3941,11.5061,9.1703,19.1398,13.5992,6.0000,5.3113,60.8290,-36.0097
2.6000,241.029,179.498,22.599,13.203,5.3946,7.4361,0.9109,15.6362,11.8540,9.2110,19.3477,13.8154,6.0000,5.2610,62.1677,-36.9661
2.6500,239.583,177.983,22.705,14.072,4.4794,6.6439,0.7489,15.8339,12.1637,9.2433,19.5524,14.0348,6.0000,5.2526,63.3101,-37.4813
2.7000,240.054,179.273,22.252,14.619,3.6109,5.9021,0.5771,15.9894,12.4377,9.2668,19.7536,14.2573,6.0000,5.2813,64.2203,-37.5639
2.7500,240.186,179.754,21.872,14.529,2.7829,5.2037,0.3971,16.1047,12.6779,9.2811,19.9514,14.4828,6.0000,5.3441,64.8809,-37.2386
2.8000,239.950,180.230,22.280,13.909,1.9902,4.5426,0.2098,16.1812,12.8860,9.2858,20.1457,14.7114,6.0000,5.4391,65.2922,-36.5407
2.8500,241.306,179.961,21.996,13.856,1.2278,3.9132,0.0151,16.2204,13.0635,9.2805,20.3363,14.9431,6.0000,5.5654,65.4695,-35.5122
2.9000,240.086,178.807,21.181,13.020,0.4916,3.3103,-0.1881,16.2235,13.2115,9.2647,20.5233,15.1777,6.0000,5.7230,65.4384,-34.1987
2.9500,240.221,178.199,21.208,12.659,-0.2222,2.7294,-0.4020,16.1915,13.3311,9.2378,20.7064,15.4153,6.0000,5.9122,65.2306,-32.6461
3.0000,239.410,178.273,20.896,11.923,-0.9165,2.1666,-0.6307,16.1254,13.4230,9.1989,20.8857,15.6558,6.0000,6.1338,64.8795,-30.8993
3.0500,240.343,180.157,20.786,10.441,-1.5845,1.6241,-0.8801,16.0274,13.4888,9.1466,21.0610,15.8993,6.0000,6.3874,64.4188,-29.0043
3.1000,240.014,180.597,19.987,9.193,-2.2039,1.1142,-1.1637,15.9009,13.5306,9.0771,21.2323,16.1455,6.0000,6.6698,63.8800,-26.9901
3.1500,239.319,181.094,18.492,8.111,-2.7234,0.6680,-1.5770,15.7749,13.5669,8.9825,21.3995,16.3946,6.0000,6.9492,63.3158,-24.9552
3.2000,238.036,179.563,17.466,7.494,-2.1981,0.8840,-1.9440,15.6905,13.6240,8.8918,21.5625,16.6465,6.0000,7.1937,62.7701,-23.2590
3.2500,238.697,179.930,16.480,6.867,-1.3577,1.3105,-1.7110,15.6463,13.7017,8.8151,21.7213,16.9010,6.0000,7.4056,62.2325,-21.9126
3.3000,240.584,178.493,16.907,6.107,-0.5746,1.7130,-1.4111,15.6398,13.7990,8.7538,21.8758,17.1581,6.0000,7.5853,61.6942,-20.8692
3.3500,240.645,178.840,15.939,5.715,0.1614,2.0980,-1.1024,15.6688,13.9151,8.7078,22.0259,17.4179,6.0000,7.7330,61.1484,-20.0875
3.4000,239.823,179.140,15.608,5.529,0.8553,2.4688,-0.8007,15.7314,14.0493,8.6765,22.1715,17.6802,6.0000,7.8492,60.5898,-19.5338
3.4500,240.328,179.316,16.221,5.459,1.5106,2.8274,-0.5123,15.8257,14.2012,8.6591,22.3127,17.9449,6.0000,7.9345,60.0135,-19.1817
3.5000,241.518,180.569,15.954,5.289,2.1297,3.1757,-0.2404,15.9498,14.3701,8.6548,22.4492,18.2120,6.0000,7.9900,59.4157,-19.0102
3.5500,242.274,179.462,15.407,5.383,2.7144,3.5149,0.0131,16.1022,14.5559,8.6625,22.5812,18.4814,6.0000,8.0165,58.7922,-19.0033
3.6000,240.590,177.979,15.650,5.277,3.2666,3.8463,0.2469,16.2813,14.7579,8.6813,22.7084,18.7531,6.0000,8.0153,58.1386,-19.1488
3.6500,241.642,179.838,15.163,5.088,3.7877,4.1712,0.4597,16.4856,14.9761,8.7101,22.8310,19.0269,6.0000,7.9877,57.4507,-19.4371
3.7000,239.865,180.652,15.090,5.302,4.2791,4.4907,0.6502,16.7135,15.2101,8.7477,22.9487,19.3029,6.0000,7.9347,56.7240,-19.8612
3.7500,241.293,180.331,15.608,5.261,4.7420,4.8059,0.8166,16.9638,15.4598,8.7929,23.0616,19.5808,6.0000,7.8578,55.9535,-20.4159
3.8000,240.061,179.701,16.055,5.332,5.1773,5.1180,0.9565,17.2350,15.7250,8.8441,23.1697,19.8607,6.0000,7.7580,55.1339,-21.0968
3.8500,239.935,179.794,16.500,5.803,5.5862,5.4281,1.0662,17.5259,16.0057,8.8998,23.2728,20.1424,6.0000,7.6366,54.2587,-21.8999
3.9000,241.225,180.862,17.353,6.333,5.9692,5.7372,1.1400,17.8352,16.3018,8.9579,23.3710,20.4258,6.0000,7.4944,53.3207,-22.8202
3.9500,239.596,179.632,16.847,6.919,6.3266,6.0463,1.1688,18.1616,16.6134,9.0156,23.4642,20.7110,6.0000,7.3323,52.3114,-23.8491
