t_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
6.0500,237.776,181.066,18.880,7.881,-0.9268,-0.7785,0.6031,12.9549,29.8336,9.0209,15.0622,36.1958,6.0000,7.3352,18.3273,-23.8848
6.3000,237.952,181.790,16.162,6.208,1.1236,2.9311,0.2250,13.0962,30.3227,9.1081,16.2985,37.0353,6.0000,8.0453,25.4959,-22.3284
6.5501,239.159,179.821,13.667,4.918,2.8152,5.7630,-0.1292,13.6879,31.5758,9.0985,17.2315,38.2026,6.0000,8.1134,28.1235,-22.0550
6.8001,238.352,179.881,15.043,5.506,4.0291,8.0256,-0.3298,14.6179,33.4305,9.0276,17.7779,39.5936,6.0000,7.5429,27.1589,-23.2393
7.0501,240.418,179.851,18.508,7.635,4.6456,9.9119,-0.0906,15.7362,35.7495,8.9780,17.8888,41.0838,6.0000,6.4591,21.9861,-26.9554
7.3001,240.296,179.722,20.198,9.742,2.8981,4.2893,0.2109,16.5744,37.2320,9.0447,17.5544,42.5403,6.0000,6.1779,10.4659,-29.0022
7.5501,240.363,178.990,19.131,8.267,2.2735,-0.3247,-0.6731,17.1650,37.4718,8.9831,16.8222,43.8453,6.0000,7.0285,-3.0722,-24.6587
7.8001,241.671,177.818,14.534,5.262,1.1170,3.6708,-0.2696,17.5249,38.1253,8.8764,16.2489,45.2253,6.0000,7.7514,-10.1763,-21.3690
8.0501,241.810,179.033,14.786,5.010,0.1394,6.7663,0.1959,17.6238,39.6116,8.8953,16.1091,46.7132,6.0000,7.8025,-12.0528,-21.3723
8.3001,242.422,179.186,17.893,6.648,-0.4476,9.2104,0.4559,17.5461,41.7514,8.9947,16.4151,48.1759,6.0000,7.1613,-9.9892,-24.2725
8.5501,241.862,180.564,21.651,9.582,-0.5143,7.7794,-0.2067,17.4150,43.9990,9.0057,17.1398,49.4828,6.0000,6.2404,-2.8773,-28.2760
8.8001,242.608,179.166,21.659,9.632,-1.0835,2.1331,-0.1077,17.1974,44.9048,8.9667,18.2184,50.5172,6.0000,6.4114,10.3097,-27.0612
9.0501,241.381,180.209,18.517,7.539,-1.2418,0.2595,0.5194,16.8276,44.9255,9.0423,19.5464,51.2067,6.0000,7.4739,23.4031,-23.5929
9.3001,241.295,179.004,15.806,5.835,1.1331,3.5931,0.1196,16.9496,45.6053,9.0994,20.7827,52.0462,6.0000,8.0955,30.7476,-22.1155
9.5501,239.415,179.767,13.215,4.937,3.0844,6.1225,-0.1643,17.5913,46.9683,9.0762,21.7157,53.2135,6.0000,8.0766,33.4534,-21.9899
9.8001,239.372,178.795,15.698,6.033,4.5041,8.1574,-0.2997,18.6264,48.8708,9.0083,22.2621,54.6044,6.0000,7.4097,32.3900,-23.5210
10.0501,238.117,179.272,20.101,8.375,4.8042,8.7958,0.2888,19.8499,51.1018,8.9961,22.3730,56.0947,6.0000,6.3272,26.8160,-27.7533
10.3001,237.729,179.473,20.908,10.177,2.6811,3.1549,0.1320,20.6514,52.2793,9.0489,22.0386,57.5512,6.0000,6.2266,14.7500,-28.7975
10.5501,239.057,178.024,18.244,8.039,1.8487,-0.5687,-0.7231,21.1544,52.3293,8.9674,21.3063,58.8561,6.0000,7.1549,1.3383,-24.0558
10.8002,241.051,179.571,14.527,5.423,1.0413,3.5199,-0.2141,21.4807,52.8867,8.8755,20.7193,59.7728,6.0000,7.4859,-6.3173,-22.1636
11.0502,242.169,178.286,19.899,8.716,2.1293,-1.0058,0.1292,21.9196,52.9281,8.8868,20.0006,58.4626,6.0000,6.5129,-19.1164,-25.8185
11.3002,241.062,179.238,16.024,6.711,4.1677,-3.8639,0.3462,22.8097,52.1382,8.9592,18.9268,57.4232,6.0000,7.1784,-36.3114,-23.8954
11.5502,242.149,180.249,14.876,5.187,2.8121,-2.8562,0.4386,23.7811,51.2170,9.0768,17.5939,56.7477,6.0000,8.8370,-48.2106,-20.0159
11.8002,241.888,178.604,13.214,4.084,-1.1861,-0.0830,0.1521,23.7516,51.0158,9.1337,16.1208,56.4962,6.0000,9.8912,-54.3116,-18.1501
12.0502,241.262,179.457,12.157,3.626,-4.3637,1.9661,-0.0508,22.8715,51.3720,9.1340,14.6346,56.6702,6.0000,10.2709,-57.2455,-17.4601
12.3002,241.360,180.251,12.966,3.898,-6.9247,3.3994,-0.1856,21.3128,52.1321,9.0962,13.1402,56.6685,6.0000,9.8342,-60.9634,-18.0288
12.5502,240.452,179.971,14.309,4.886,-9.1027,4.1076,-0.2652,19.1849,53.1204,9.0346,11.7130,56.2254,6.0000,8.6277,-67.4361,-20.2253
12.8002,240.878,179.544,17.945,7.211,-10.9902,3.9923,-0.2213,16.5751,54.1398,8.9776,10.4806,55.3802,6.0000,6.8783,-78.5024,-25.1853
13.0502,239.436,177.980,21.203,10.687,-5.7689,3.5391,0.1286,14.7012,55.0382,9.0075,9.5529,54.2086,6.0000,5.9999,-99.1592,-29.5427
13.3002,239.952,179.276,19.156,9.445,-0.9474,4.5571,0.0132,14.1564,56.0864,9.0210,9.0129,52.8152,6.0000,6.7855,-122.4559,-25.9644
13.5502,240.095,179.794,15.593,6.313,-1.8876,2.0411,-0.2601,13.8675,56.8883,8.9473,8.8872,51.3241,6.0000,8.0134,-138.1665,-21.1831
13.8002,239.919,180.288,13.407,4.629,-3.6929,-1.7295,-0.0310,13.0585,56.7094,8.9249,8.5879,49.8600,6.0000,8.6732,-146.8567,-19.3414
14.0502,241.178,180.018,11.710,4.077,-4.9181,-4.7789,0.1107,11.9090,55.7175,8.9439,7.8692,48.5498,6.0000,8.7251,-150.6028,-19.3529
14.3002,239.976,178.857,13.921,5.201,-5.9077,-7.1300,0.1767,10.4997,54.0895,8.9845,6.7954,47.5105,6.0000,8.1041,-150.6250,-21.2161
14.5502,240.129,178.214,17.357,7.651,-6.9146,-8.8008,0.1259,8.8435,51.9961,9.0215,5.4624,46.8349,6.0000,6.8527,-146.7764,-25.6945
14.8002,239.353,178.253,21.295,11.014,-3.9506,-5.6075,-0.1903,7.5538,50.2771,8.9715,3.9893,46.5834,6.0000,5.9112,-136.0196,-29.6295
15.0502,240.297,180.138,21.575,10.066,0.3259,-2.3190,0.0127,7.3416,49.4958,8.9593,2.5031,46.7574,6.0000,6.2795,-119.5143,-27.6030
15.3003,239.901,180.613,16.162,6.184,0.1727,-1.7385,0.4658,7.6085,49.1012,9.0550,1.0087,46.7558,6.0000,7.6255,-109.5766,-23.1964
15.5503,239.342,181.138,12.885,4.629,-3.6705,-2.5605,0.1236,6.9455,48.5153,9.1100,-0.4184,46.3126,6.0000,8.2768,-106.6433,-21.6834
15.8003,238.048,179.615,14.378,5.438,-6.6231,-3.3033,-0.1692,5.4843,47.7421,9.0871,-1.6509,45.4675,6.0000,8.0851,-107.6746,-22.0517
16.0503,238.701,179.948,16.263,6.918,-8.7972,-4.1910,-0.3684,3.4261,46.7600,9.0072,-2.5786,44.2959,6.0000,7.1367,-112.3067,-24.4735
16.3003,240.564,178.467,20.479,9.246,-6.5643,-2.8392,-0.0030,1.4564,45.8449,8.9760,-3.1185,42.9024,6.0000,6.1812,-122.7473,-28.2582
16.5503,240.619,178.813,19.535,9.121,-2.3938,0.7111,0.1112,0.5953,45.7744,8.9980,-3.2442,41.4114,6.0000,6.5213,-138.6468,-26.8761
16.8003,239.869,179.135,15.127,6.196,-2.3338,-0.3759,0.0177,0.1226,45.9347,9.0101,-3.5436,39.9473,6.0000,7.6231,-148.5075,-22.8368
17.0503,240.243,179.323,13.535,5.024,-3.7775,-3.7770,-0.0198,-0.7266,45.2161,9.0073,-4.2623,38.6370,6.0000,8.0367,-151.7560,-21.5757
17.3003,241.450,180.576,15.637,5.957,-4.9855,-6.3727,-0.0306,-1.8900,43.7931,9.0001,-5.3361,37.5977,6.0000,7.6825,-150.9232,-22.5703
17.5503,242.216,179.437,17.977,8.238,-6.2099,-8.2026,-0.0019,-3.3481,41.8671,8.9994,-6.6691,36.9222,6.0000,6.6512,-146.1212,-26.3220
17.8003,240.557,177.934,20.782,10.378,-2.6755,-4.3762,0.0418,-4.3145,40.4660,9.0173,-8.1422,36.6707,6.0000,6.1579,-134.7582,-28.8148
18.0503,241.619,179.805,18.682,8.539,1.3405,-1.3579,-0.0855,-4.2565,39.9407,9.0030,-9.6284,36.8447,6.0000,6.8718,-119.9613,-25.4465
18.3003,239.779,180.644,14.672,5.848,-1.5156,-2.0023,-0.1476,-4.3451,39.5209,8.9498,-11.1227,36.8430,6.0000,7.8469,-111.5716,-21.6738
18.5503,241.332,180.331,12.655,4.466,-4.9488,-2.8830,0.0409,-5.3548,38.8584,8.9480,-12.5499,36.3999,6.0000,8.1407,-108.8548,-20.8379
18.8003,240.088,179.704,15.221,5.390,-7.5780,-3.6814,0.1535,-7.0764,37.9945,8.9796,-13.7824,35.5547,6.0000,7.7178,-109.9837,-22.2966
19.0503,239.932,179.770,18.454,7.731,-9.4783,-4.6303,0.1289,-9.3165,36.9115,9.0120,-14.7100,34.3831,6.0000,6.6570,-115.1087,-26.4180
19.3003,241.222,180.815,21.945,10.285,-5.1533,-1.8530,-0.1277,-10.9608,36.2062,8.9713,-15.2500,32.9897,6.0000,6.1103,-126.8619,-28.5671
19.5504,239.579,179.602,19.412,9.113,-1.4631,1.6195,0.1313,-11.5592,36.3666,8.9866,-15.3757,31.4986,6.0000,6.8516,-141.8960,-25.3742
19.8004,238.304,179.900,15.542,6.078,-2.5158,-1.2119,0.2514,-12.0699,36.3378,9.0685,-15.6751,30.0345,6.0000,7.8677,-150.2223,-22.5475
