t_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
0.0500,240.003,179.826,6.675,1.516,0.0000,0.0000,0.0000,0.0099,-11.9754,9.9978,6.2743,6.1214,6.0000,19.5550,19.0940,-11.6483
0.1500,239.998,179.830,6.579,1.475,0.6474,1.5887,-0.1379,0.0776,-11.8096,9.9835,6.7987,6.4123,6.0000,19.8182,20.2456,-11.4496
0.2500,239.996,179.836,6.398,1.425,1.2508,3.0187,-0.2565,0.2054,-11.5016,9.9574,7.2844,6.7638,6.0000,19.9771,21.1839,-11.2813
0.3500,239.994,179.838,6.231,1.379,1.8085,4.3073,-0.3576,0.3887,-11.0653,9.9212,7.7246,7.1710,6.0000,20.0360,21.9121,-11.1426
0.4500,239.991,179.841,5.994,1.327,2.3190,5.4705,-0.4431,0.6228,-10.5132,9.8766,8.1129,7.6280,6.0000,19.9980,22.4327,-11.0343
0.5500,239.990,179.845,5.696,1.270,2.7810,6.5228,-0.5144,0.9029,-9.8563,9.8249,8.4436,8.1282,6.0000,19.8653,22.7462,-10.9575
0.6500,239.989,179.844,5.427,1.219,3.1936,7.4772,-0.5729,1.2240,-9.1044,9.7673,8.7122,8.6643,6.0000,19.6391,22.8496,-10.9147
0.7500,240.012,179.843,5.431,1.222,3.5557,8.3454,-0.6200,1.5810,-8.2660,9.7052,8.9145,9.2288,6.0000,19.3205,22.7445,-10.9089
0.8500,240.010,179.839,5.861,1.305,3.8664,9.1379,-0.6568,1.9689,-7.3487,9.6394,9.0479,9.8134,6.0000,18.9105,22.4174,-10.9450
0.9500,240.012,179.832,6.315,1.395,4.1243,9.8642,-0.6842,2.3822,-6.3591,9.5709,9.1103,10.4098,6.0000,18.4100,21.8638,-11.0285
1.0500,240.010,179.824,6.760,1.490,4.3281,10.5326,-0.7031,2.8157,-5.3028,9.5005,9.1009,11.0094,6.0000,17.8204,21.0736,-11.1671
1.1500,240.007,179.815,7.182,1.592,4.4759,11.1505,-0.7141,3.2636,-4.1850,9.4291,9.0198,11.6035,6.0000,17.1434,20.0318,-11.3702
1.2500,240.006,179.805,7.596,1.706,4.5652,11.7242,-0.7178,3.7202,-3.0100,9.3574,8.8681,12.1837,6.0000,16.3815,18.7187,-11.6497
1.3500,240.005,179.789,8.087,1.844,4.5932,12.2590,-0.7144,4.1792,-1.7816,9.2860,8.6481,12.7415,6.0000,15.5379,17.1042,-12.0215
1.4500,240.001,179.771,8.605,2.008,4.5556,12.7593,-0.7040,4.6341,-0.5034,9.2157,8.3629,13.2689,6.0000,14.6173,15.1491,-12.5077
1.5500,239.996,179.748,9.167,2.208,4.4472,13.2281,-0.6862,5.0778,0.8216,9.1472,8.0283,13.7668,6.0000,13.6360,12.8392,-13.1270
1.6500,240.005,179.719,9.849,2.459,4.2774,13.6648,-0.6594,5.5044,2.1900,9.0815,7.7367,14.2909,6.0000,12.6753,10.4539,-13.8344
1.7500,240.009,179.689,10.397,2.709,4.0689,14.0674,-0.6210,5.9101,3.5985,9.0196,7.5100,14.8460,6.0000,11.7449,8.0986,-14.6411
1.8500,240.024,179.649,10.889,2.968,3.8312,14.4367,-0.5691,6.2919,5.0438,8.9631,7.3514,15.4243,6.0000,10.8361,5.8334,-15.5878
1.9500,240.041,179.608,11.155,3.216,3.5745,14.7738,-0.5002,6.6480,6.5227,8.9136,7.2631,16.0174,6.0000,9.9391,3.7136,-16.7354
2.0500,240.047,179.551,11.360,3.480,3.3102,15.0799,-0.4085,6.9777,8.0320,8.8734,7.2465,16.6168,6.0000,9.0443,1.7967,-18.1764
2.1500,239.942,179.471,12.472,4.072,3.0505,15.3559,-0.2817,7.2816,9.5687,8.8463,7.3018,17.2139,6.0000,8.1440,0.1413,-20.0647
2.2500,239.926,179.432,14.924,5.409,2.8090,15.5992,-0.0847,7.5615,11.1295,8.8400,7.4281,17.8001,6.0000,7.2356,-1.1585,-22.6687
2.3500,239.930,179.398,17.911,7.397,2.5995,15.7472,0.3971,7.8199,12.6865,8.8923,7.6237,18.3669,6.0000,6.3593,-1.9899,-26.5461
2.4500,239.946,179.384,20.948,10.120,2.3411,13.7435,1.1144,8.0524,14.0484,9.0023,7.8858,18.9063,6.0000,5.6922,-1.9717,-31.2571
2.5500,239.952,179.397,23.485,12.963,2.0208,11.2660,1.0380,8.2522,15.1627,9.1048,8.2105,19.4104,6.0000,5.2380,-0.5735,-35.7124
2.6500,239.957,179.426,25.425,15.522,1.6087,8.8109,0.8407,8.4105,16.0331,9.1876,8.5933,19.8719,6.0000,4.9677,2.7195,-39.2246
2.7500,239.973,179.453,26.526,17.213,1.1079,6.5738,0.6012,8.5182,16.6814,9.2465,9.0286,20.2844,6.0000,4.8502,8.0572,-41.2946
2.8500,239.977,179.467,26.819,17.841,0.5208,4.6342,0.3504,8.5667,17.1368,9.2802,9.5101,20.6418,6.0000,4.8656,15.0593,-41.6661
2.9500,239.973,179.464,26.363,17.364,-0.1647,2.9494,0.0944,8.5461,17.4248,9.2883,10.0309,20.9390,6.0000,5.0105,22.8991,-40.3231
3.0500,239.968,179.449,25.236,15.909,-0.9542,1.4848,-0.1674,8.4461,17.5672,9.2702,10.5780,21.1850,6.0000,5.2979,30.4994,-37.4740
3.1500,239.941,179.420,22.797,13.242,-1.8156,0.1776,-0.4564,8.2601,17.5789,9.2225,11.1024,21.4759,6.0000,5.7787,36.0894,-33.3178
3.2500,239.904,179.398,19.455,10.014,-2.6999,-1.0510,-0.8545,7.9867,17.4692,9.1324,11.5882,21.8274,6.0000,6.4442,39.5514,-28.5756
3.3500,239.919,179.398,16.150,7.116,-2.8824,-1.4444,-1.7855,7.7107,17.3376,8.9639,12.0283,22.2346,6.0000,7.1535,41.3868,-24.0258
3.4500,240.080,179.412,13.975,5.299,-1.4665,-0.0305,-1.5869,7.5701,17.3407,8.8077,12.4166,22.6916,6.0000,7.7319,42.1807,-20.8791
3.5500,240.059,179.438,13.975,4.723,-0.2074,1.2507,-1.1597,7.5546,17.4714,8.6939,12.7474,23.1918,6.0000,8.1689,42.2435,-18.8663
3.6500,240.059,179.467,14.078,4.414,0.9025,2.4224,-0.7225,7.6494,17.7189,8.6237,13.0159,23.7279,6.0000,8.4607,41.7758,-17.6945
3.7500,240.044,179.492,14.276,4.307,1.8721,3.5052,-0.3079,7.8406,18.0743,8.5948,13.2183,24.2924,6.0000,8.6088,40.8613,-17.1796
3.8500,240.030,179.500,14.514,4.328,2.7073,4.5150,0.0744,8.1146,18.5305,8.6039,13.3516,24.8770,6.0000,8.6185,39.5327,-17.2229
3.9500,240.016,179.492,14.823,4.478,3.4118,5.4648,0.4212,8.4584,19.0813,8.6475,13.4141,25.4734,6.0000,8.4980,37.7906,-17.7817
4.0500,240.022,179.469,15.337,4.804,3.9870,6.3660,0.7303,8.8591,19.7222,8.7218,13.4046,26.0730,6.0000,8.2575,35.5957,-18.8624
4.1500,240.010,179.461,16.017,5.375,4.4320,7.2288,0.9972,9.3037,20.4492,8.8225,13.3235,26.6671,6.0000,7.9097,32.8833,-20.5053
4.2500,239.998,179.450,16.868,6.198,4.7429,8.0636,1.2060,9.7785,21.2596,8.9434,13.1718,27.2472,6.0000,7.4697,29.5396,-22.7803
4.3500,239.986,179.438,17.955,7.353,4.9125,8.8844,1.2720,10.2690,22.1502,9.0633,12.9518,27.8051,6.0000,6.9509,25.3771,-25.6869
4.4500,239.975,179.426,19.294,8.757,4.5027,8.0794,0.3955,10.7159,22.9456,9.1028,12.6666,28.3325,6.0000,6.4965,19.9005,-28.0316
4.5500,239.970,179.417,20.338,9.791,3.8105,5.7218,-0.0140,11.0950,23.5070,9.1001,12.3380,28.8344,6.0000,6.2683,13.1331,-29.1241
4.6500,240.034,179.413,20.585,9.986,3.3268,3.4839,-0.3091,11.4264,23.8456,9.0679,12.0591,29.3653,6.0000,6.3273,6.5454,-28.4909
4.7500,240.058,179.405,19.249,8.918,3.0032,1.4583,-0.5906,11.7259,23.9831,9.0059,11.8458,29.9257,6.0000,6.6427,1.1704,-26.4189
4.8500,240.089,179.400,16.935,7.219,2.6974,1.3974,-0.7560,11.9937,24.1303,8.9325,11.7011,30.5076,6.0000,7.0088,-2.6132,-24.2742
4.9500,240.082,179.400,14.900,5.947,2.3200,2.9605,-0.4209,12.2239,24.4331,8.8919,11.6271,31.1027,6.0000,7.2782,-5.1283,-22.9690
5.0500,239.926,179.412,14.734,5.659,1.9579,4.3728,-0.1197,12.4181,24.8766,8.8811,11.6249,31.7023,6.0000,7.4358,-6.6403,-22.3653
5.1500,239.924,179.425,15.498,5.879,1.6300,5.6530,0.1329,12.5798,25.4475,8.8953,11.6944,32.2979,6.0000,7.4743,-7.3760,-22.3629
5.2500,239.942,179.432,16.340,6.271,1.3513,6.8159,0.3334,12.7139,26.1341,8.9292,11.8348,32.8809,6.0000,7.3918,-7.4326,-22.9137
5.3500,239.961,179.432,17.166,6.815,1.1349,7.8743,0.4736,12.8268,26.9262,8.9767,12.0440,33.4429,6.0000,7.1905,-6.8555,-24.0100
5.4500,239.972,179.428,18.086,7.570,0.9935,8.8395,0.5153,12.9261,27.8143,9.0263,12.3189,33.9758,6.0000,6.8738,-5.6345,-25.6534
5.5500,239.972,179.420,19.320,8.621,0.9037,8.8198,-0.0880,13.0150,28.6777,9.0231,12.6556,34.4719,6.0000,6.5270,-3.5520,-27.0989
5.6500,239.990,179.411,20.233,9.337,0.6808,6.3427,-0.2474,13.0812,29.3008,8.9988,13.0494,34.9242,6.0000,6.3544,-0.3250,-27.6524
5.7500,240.004,179.407,20.505,9.505,0.3509,4.0362,-0.2254,13.1140,29.6946,8.9769,13.4944,35.3261,6.0000,6.3627,3.8668,-27.3896
5.8500,240.015,179.408,20.169,9.153,-0.0832,1.9786,-0.1322,13.1028,29.8838,8.9645,13.9843,35.6718,6.0000,6.5446,8.6635,-26.4442
5.9500,240.022,179.415,19.318,8.403,-0.6140,0.1627,0.0329,13.0382,29.8927,8.9699,14.5122,35.9564,6.0000,6.8939,13.6665,-25.0543
6.0500,240.027,179.432,18.102,7.474,-0.9268,-0.7785,0.6031,12.9549,29.8336,9.0209,15.0622,36.1958,6.0000,7.3352,18.3273,-23.8848
6.1500,239.986,179.452,17.221,6.855,-0.0748,0.8356,0.4909,12.9514,29.9240,9.0690,15.5866,36.4867,6.0000,7.6934,21.8721,-23.0952
6.2500,239.977,179.463,16.181,6.267,0.7371,2.2713,0.3113,13.0288,30.1573,9.0993,16.0723,36.8383,6.0000,7.9535,24.4853,-22.5327
6.3501,239.954,179.468,15.240,5.790,1.4954,3.5562,0.1432,13.1817,30.5184,9.1129,16.5125,37.2455,6.0000,8.1111,26.3317,-22.1737
6.4501,239.937,179.467,14.235,5.348,2.1905,4.7135,-0.0045,13.4037,30.9948,9.1119,16.9008,37.7025,6.0000,8.1644,27.5257,-22.0121
6.5501,239.940,179.461,13.380,5.013,2.8152,5.7630,-0.1292,13.6879,31.5758,9.0985,17.2315,38.2026,6.0000,8.1134,28.1235,-22.0550
6.6501,240.068,179.451,12.962,4.889,3.3634,6.7224,-0.2298,14.0264,32.2523,9.0752,17.5001,38.7388,6.0000,7.9595,28.1818,-22.3241
6.7501,240.061,179.446,14.136,5.422,3.8292,7.6070,-0.3040,14.4110,33.0170,9.0446,17.7024,39.3032,6.0000,7.7057,27.6478,-22.8563
6.8601,240.072,179.435,15.559,6.161,4.2383,8.5099,-0.3482,14.8767,33.9528,9.0066,17.8453,39.9471,6.0000,7.3174,26.3586,-23.8217
6.9601,240.065,179.421,17.049,7.050,4.5071,9.2794,-0.3312,15.3280,34.8843,8.9746,17.9005,40.5442,6.0000,6.8749,24.4539,-25.1697
7.0601,240.057,179.404,18.708,8.232,4.6254,9.8913,0.0702,15.7783,35.8371,8.9810,17.8839,41.1436,6.0000,6.4221,21.6532,-27.1551
7.1601,240.048,179.398,20.050,9.425,3.8034,7.5710,0.3284,16.1553,36.5821,9.0132,17.7957,41.7367,6.0000,6.1726,17.6606,-28.6941
7.2601,240.039,179.399,20.653,10.034,3.1143,5.1961,0.2597,16.4648,37.0910,9.0383,17.6371,42.3150,6.0000,6.1363,12.6542,-29.1499
7.3601,240.032,179.403,20.509,9.923,2.6411,2.9917,0.1202,16.7280,37.3806,9.0492,17.4103,42.8702,6.0000,6.2973,7.0909,-28.4464
7.4601,240.031,179.411,19.760,9.180,2.3816,0.9970,-0.0897,16.9661,37.4719,9.0379,17.1188,43.3942,6.0000,6.6396,1.4829,-26.7438
7.5601,240.028,179.422,18.565,8.007,2.2288,-0.1505,-0.7184,17.1850,37.4791,8.9762,16.7914,43.8968,6.0000,7.0685,-3.5015,-24.4483
7.6601,240.057,179.426,16.888,6.735,1.7621,1.5622,-0.5856,17.3588,37.6427,8.9189,16.5189,44.4310,6.0000,7.4212,-7.0409,-22.7304
7.7601,240.074,179.428,15.148,5.700,1.2973,3.0995,-0.3583,17.4864,37.9593,8.8842,16.3124,44.9939,6.0000,7.6781,-9.4633,-21.6465
7.8601,240.071,179.430,13.707,4.981,0.8563,4.4851,-0.1428,17.5701,38.4138,8.8708,16.1747,45.5775,6.0000,7.8281,-11.0335,-21.1046
7.9601,239.933,179.436,13.735,4.926,0.4554,5.7382,0.0482,17.6140,38.9931,8.8764,16.1078,46.1734,6.0000,7.8658,-11.8576,-21.0432
8.0601,239.930,179.441,14.611,5.277,0.1073,6.8752,0.2108,17.6234,39.6856,8.8981,16.1128,46.7731,6.0000,7.7899,-12.0437,-21.4311
8.1601,239.941,179.442,15.621,5.799,-0.1771,7.9102,0.3417,17.6048,40.4812,8.9327,16.1895,47.3678,6.0000,7.6023,-11.6225,-22.2709
8.2601,239.955,179.438,16.650,6.471,-0.3870,8.8553,0.4339,17.5656,41.3709,8.9761,16.3369,47.9490,6.0000,7.3077,-10.5871,-23.5953
8.3601,239.971,179.430,17.781,7.361,-0.5108,9.7204,0.4613,17.5145,42.3468,9.0211,16.5527,48.5085,6.0000,6.9122,-8.8771,-25.4526
8.4601,239.959,179.418,19.173,8.554,-0.5258,10.0188,-0.0298,17.4622,43.3213,9.0244,16.8341,49.0380,6.0000,6.4793,-6.2771,-27.3277
8.5601,239.972,179.408,20.428,9.573,-0.5196,7.5295,-0.2113,17.4093,44.0619,9.0036,17.1767,49.5301,6.0000,6.2240,-2.4401,-28.3349
8.6601,239.983,179.403,21.017,10.024,-0.6537,5.1057,-0.2067,17.3423,44.5621,8.9833,17.5758,49.9776,6.0000,6.1681,2.4667,-28.4013
8.7601,239.991,179.402,20.905,9.845,-0.9331,2.9320,-0.1450,17.2467,44.8461,8.9694,18.0257,50.3741,6.0000,6.3046,8.0198,-27.5879
8.8601,239.997,179.408,20.167,9.129,-1.3470,1.0093,-0.0353,17.1091,44.9391,8.9670,18.5197,50.7140,6.0000,6.6262,13.7263,-26.1165
8.9601,240.002,179.422,18.955,8.084,-1.8680,-0.6586,0.2095,16.9304,44.8889,8.9972,19.0509,50.9922,6.0000,7.1058,19.1604,-24.4983
9.0601,240.003,179.443,17.743,7.205,-1.1410,0.4133,0.5043,16.8212,44.9370,9.0465,19.6004,51.2329,6.0000,7.5101,23.8153,-23.5073
9.1601,239.968,179.457,16.660,6.539,-0.1552,1.8500,0.3370,16.8102,45.1281,9.0794,20.1212,51.5301,6.0000,7.8222,27.3423,-22.7755
9.2601,239.960,179.465,15.652,5.987,0.7777,3.1233,0.1778,16.8922,45.4459,9.0966,20.6027,51.8875,6.0000,8.0377,29.9336,-22.2617
9.3601,239.940,179.466,14.561,5.474,1.6452,4.2600,0.0388,17.0606,45.8768,9.0999,21.0380,52.2999,6.0000,8.1510,31.7556,-21.9595
9.4601,239.943,179.462,13.541,5.048,2.4387,5.2829,-0.0782,17.3079,46.4095,9.0916,21.4207,52.7615,6.0000,8.1594,32.9110,-21.8722
9.5601,240.009,179.453,12.805,4.734,3.1520,6.2116,-0.1728,17.6261,47.0348,9.0740,21.7454,53.2656,6.0000,8.0621,33.4816,-22.0154
9.6601,240.060,179.452,13.835,5.223,3.7797,7.0638,-0.2443,18.0066,47.7450,9.0494,22.0075,53.8050,6.0000,7.8605,33.4447,-22.4185
9.7601,240.070,179.445,15.043,5.813,4.3163,7.8549,-0.2902,18.4402,48.5342,9.0204,22.2031,54.3718,6.0000,7.5578,32.8173,-23.1315
9.8601,240.061,179.433,16.426,6.583,4.7554,8.5987,-0.3013,18.9173,49.3975,8.9906,22.3295,54.9580,6.0000,7.1602,31.5458,-24.2400
9.9601,240.051,179.417,17.943,7.579,5.0874,9.3062,-0.2352,19.4266,50.3309,8.9709,22.3847,55.5551,6.0000,6.6807,29.5287,-25.9227
