t_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
2.7500,240.090,179.419,23.282,14.193,2.7829,5.2037,0.3971,16.1047,12.6779,9.2811,19.9514,14.4828,6.0000,5.3441,64.8809,-37.2386
2.8500,240.072,179.423,22.902,13.635,1.2278,3.9132,0.0151,16.2204,13.0635,9.2805,20.3363,14.9431,6.0000,5.5654,65.4695,-35.5122
2.9500,240.058,179.420,21.925,12.323,-0.2222,2.7294,-0.4020,16.1915,13.3311,9.2378,20.7064,15.4153,6.0000,5.9122,65.2306,-32.6461
3.0500,240.046,179.416,20.539,10.547,-1.5845,1.6241,-0.8801,16.0274,13.4888,9.1466,21.0610,15.8993,6.0000,6.3874,64.4188,-29.0043
3.1500,240.037,179.419,18.933,8.592,-2.7234,0.6680,-1.5770,15.7749,13.5669,8.9825,21.3995,16.3946,6.0000,6.9492,63.3158,-24.9552
3.2500,240.030,179.425,17.588,6.945,-1.3577,1.3105,-1.7110,15.6463,13.7017,8.8151,21.7213,16.9010,6.0000,7.4056,62.2325,-21.9126
3.3500,240.025,179.434,16.712,5.953,0.1614,2.0980,-1.1024,15.6688,13.9151,8.7078,22.0259,17.4179,6.0000,7.7330,61.1484,-20.0875
3.4500,240.021,179.443,16.179,5.410,1.5106,2.8274,-0.5123,15.8257,14.2012,8.6591,22.3127,17.9449,6.0000,7.9345,60.0135,-19.1817
3.5500,240.020,179.448,15.921,5.185,2.7144,3.5149,0.0131,16.1022,14.5559,8.6625,22.5812,18.4814,6.0000,8.0165,58.7922,-19.0033
3.6500,240.023,179.451,15.900,5.211,3.7877,4.1712,0.4597,16.4856,14.9761,8.7101,22.8310,19.0269,6.0000,7.9877,57.4507,-19.4371
3.7500,240.026,179.451,16.085,5.459,4.7420,4.8059,0.8166,16.9638,15.4598,8.7929,23.0616,19.5808,6.0000,7.8578,55.9535,-20.4159
3.8500,240.029,179.448,16.469,5.924,5.5862,5.4281,1.0662,17.5259,16.0057,8.8998,23.2728,20.1424,6.0000,7.6366,54.2587,-21.8999
3.9500,240.032,179.443,17.057,6.612,6.3266,6.0463,1.1688,18.1616,16.6134,9.0156,23.4642,20.7110,6.0000,7.3323,52.3114,-23.8491
4.0500,240.034,179.437,17.877,7.542,6.9570,6.6600,1.0060,18.8590,17.2818,9.1109,23.6357,21.2859,6.0000,6.9483,50.0341,-26.1342
4.1500,240.034,179.427,18.979,8.664,7.1524,6.9231,-0.0452,19.5579,17.9562,9.1018,23.7869,21.8665,6.0000,6.5230,47.2484,-27.8975
4.2500,240.031,179.410,20.013,9.464,5.6301,5.2629,-0.8938,20.1130,18.4727,9.0140,23.9178,22.4521,6.0000,6.2575,43.7214,-28.2765
4.3500,240.035,179.395,20.424,9.600,4.0667,3.3940,-0.8881,20.5135,18.8036,8.9274,24.0283,23.0418,6.0000,6.2172,39.6774,-27.5711
4.4500,240.045,179.389,20.067,9.089,2.7446,1.6495,-0.5473,20.7831,18.9612,8.8769,24.1184,23.6349,6.0000,6.4044,35.5211,-26.1909
4.5500,240.050,179.397,19.023,8.175,1.7216,0.1679,0.2508,20.9586,18.9854,8.9143,24.1881,24.2308,6.0000,6.7975,31.6288,-24.9159
4.6500,240.050,179.420,17.755,7.411,1.9127,0.8938,1.2516,21.1524,19.0824,9.0358,24.2376,24.8288,6.0000,7.1773,28.2406,-24.5756
4.7500,240.050,179.439,16.902,7.024,2.4188,2.3787,1.0450,21.3959,19.3268,9.1379,24.2670,25.4280,6.0000,7.4205,25.2100,-24.5825
4.8500,240.050,179.451,16.426,6.847,2.7933,3.7313,0.6334,21.6763,19.7059,9.1988,24.2766,26.0279,6.0000,7.5304,22.3668,-24.7101
4.9500,240.052,179.454,16.247,6.813,3.0534,4.9643,0.1777,21.9823,20.2078,9.2144,24.2666,26.6278,6.0000,7.5174,19.5956,-24.8865
5.0500,240.056,179.450,16.318,6.892,3.2131,6.0936,-0.2693,22.3038,20.8222,9.1855,24.2373,27.2271,6.0000,7.3929,16.8086,-25.0878
5.1500,240.061,179.440,16.616,7.074,3.2823,7.1341,-0.6742,22.6318,21.5403,9.1165,24.1891,27.8251,6.0000,7.1686,13.9292,-25.3198
5.2500,240.070,179.422,17.131,7.364,3.2678,8.1033,-0.9896,22.9580,22.3552,9.0175,24.1225,28.4214,6.0000,6.8571,10.8810,-25.6368
5.3500,240.081,179.398,17.858,7.798,3.1732,9.0186,-0.9691,23.2727,23.2426,8.9382,24.0380,29.0154,6.0000,6.5046,7.5680,-26.3566
5.4500,240.094,179.382,18.395,8.302,2.8337,7.4006,0.1243,23.5547,23.9701,8.9512,23.9359,29.6066,6.0000,6.3553,3.8876,-27.1594
5.5500,240.100,179.381,18.156,8.324,2.5382,5.0211,0.4899,23.8079,24.4616,8.9997,23.8169,30.1947,6.0000,6.4520,0.1088,-27.2023
5.6500,240.088,179.391,17.299,7.803,2.3657,2.8575,0.3501,24.0413,24.7762,9.0226,23.6816,30.7792,6.0000,6.7128,-3.4137,-26.2783
5.7500,240.075,179.398,16.477,7.162,1.9975,4.0129,-0.2334,24.2387,25.1838,9.0000,23.5306,31.3598,6.0000,6.8852,-6.5270,-25.3613
5.8500,240.077,179.400,16.019,6.789,1.5612,5.3319,-0.2232,24.3924,25.7227,8.9785,23.3644,31.9364,6.0000,6.9499,-9.3796,-24.9115
5.9500,240.079,179.398,15.811,6.648,1.0908,6.5100,-0.1062,24.4990,26.3787,8.9688,23.1838,32.5085,6.0000,6.9197,-12.0940,-24.9390
6.0500,240.084,179.393,15.802,6.711,0.5941,7.5561,0.0572,24.5558,27.1387,8.9754,22.9895,33.0761,6.0000,6.8061,-14.7616,-25.4473
6.1500,240.090,179.385,15.961,6.967,0.0752,8.4820,0.2284,24.5605,27.9908,8.9986,22.7821,33.6391,6.0000,6.6197,-17.4599,-26.4439
6.2500,240.098,179.374,16.251,7.385,-0.2406,8.6608,0.0910,24.5431,28.8351,9.0097,22.5623,34.1974,6.0000,6.4418,-20.2546,-27.3463
6.3501,240.083,179.368,16.215,7.434,0.3749,6.2672,-0.0752,24.5838,29.4514,9.0021,22.3309,34.7510,6.0000,6.4758,-23.0278,-27.1146
6.4501,239.954,179.373,15.865,7.062,1.0093,4.0879,-0.0690,24.6660,29.8988,8.9972,22.0885,35.2999,6.0000,6.6753,-25.5295,-26.1923
6.5501,239.906,179.384,15.547,6.789,0.1835,5.2471,0.0370,24.6804,30.4284,9.0008,21.8360,35.8441,6.0000,6.7961,-27.7261,-25.7249
6.6501,239.910,179.389,15.567,6.740,-0.6198,6.2766,0.0295,24.6146,31.0604,9.0036,21.5740,36.3839,6.0000,6.8094,-29.7500,-25.6971
6.7501,239.911,179.389,15.810,6.887,-1.3944,7.1818,0.0018,24.4715,31.7823,9.0035,21.3033,36.9193,6.0000,6.7237,-31.6802,-26.0495
6.8601,239.910,179.383,16.340,7.274,-2.2123,8.0481,-0.0418,24.2301,32.6642,8.9989,20.9963,37.5036,6.0000,6.5294,-33.7686,-26.8435
6.9601,239.909,179.377,16.907,7.700,-1.8063,7.0031,-0.0277,24.0553,33.3540,8.9965,20.7097,38.0307,6.0000,6.4657,-35.5956,-27.1063
7.0601,239.913,179.380,16.927,7.654,-0.6695,4.9091,0.0367,23.9875,33.8445,9.0021,20.4167,38.5543,6.0000,6.6111,-37.1840,-26.5158
7.1601,239.919,179.390,16.609,7.343,-1.0233,5.0105,0.0748,23.8806,34.3498,9.0090,20.1180,39.0746,6.0000,6.7302,-38.5475,-26.0752
7.2601,239.922,179.394,16.555,7.257,-1.9538,5.9077,-0.0349,23.6810,34.9444,9.0053,19.8142,39.5921,6.0000,6.7339,-39.7741,-26.0247
7.3601,239.922,179.392,16.765,7.386,-2.8225,6.7008,-0.0912,23.3948,35.6178,8.9967,19.5063,40.1070,6.0000,6.6344,-40.9136,-26.3633
7.4601,239.919,179.386,17.218,7.738,-3.4017,7.1198,0.1474,23.0751,36.3035,9.0054,19.1948,40.6198,6.0000,6.5178,-41.9712,-26.9607
7.5601,239.914,179.387,17.371,7.859,-1.9902,5.1321,0.0202,22.8816,36.8091,9.0026,18.8805,41.1309,6.0000,6.5927,-42.8095,-26.6014
7.6601,239.913,179.391,17.132,7.556,-1.8836,4.7320,-0.2475,22.6888,37.2861,8.9805,18.5640,41.6407,6.0000,6.6800,-43.4636,-26.0148
7.7601,239.911,179.393,17.089,7.485,-2.8116,5.5521,0.1149,22.4034,37.8449,8.9926,18.2463,42.1496,6.0000,6.6731,-44.0181,-26.1594
7.8601,239.907,179.393,17.285,7.694,-3.6772,6.3027,0.2435,22.0346,38.4753,9.0082,17.9278,42.6581,6.0000,6.5705,-44.4930,-26.7537
7.9601,239.902,179.388,17.609,7.933,-3.1072,5.4595,-0.2843,21.7306,39.0130,8.9847,17.6094,43.1667,6.0000,6.5505,-44.7932,-26.6121
8.0601,239.905,179.392,17.418,7.751,-2.0745,4.1220,0.4757,21.5078,39.4413,9.0187,17.2917,43.6757,6.0000,6.6767,-44.8932,-26.3953
8.1601,239.908,179.399,17.234,7.664,-3.0070,4.9755,0.1436,21.2032,39.9423,9.0302,16.9755,44.1856,6.0000,6.6948,-44.9119,-26.4280
8.2601,239.907,179.396,17.380,7.742,-3.8254,5.7205,-0.3688,20.8168,40.5180,8.9935,16.6615,44.6969,6.0000,6.5919,-44.8555,-26.5171
8.3601,239.905,179.390,17.702,7.941,-3.5919,5.3182,0.0254,20.4652,41.0407,8.9956,16.3504,45.2099,6.0000,6.5612,-44.6414,-26.6720
8.4601,239.907,179.394,17.523,7.820,-2.5379,4.0166,0.0426,20.1982,41.4567,9.0030,16.0429,45.7251,6.0000,6.6532,-44.2479,-26.3445
8.5601,239.908,179.395,17.425,7.715,-3.4294,4.9180,-0.0805,19.8515,41.9525,8.9961,15.7398,46.2429,6.0000,6.6371,-43.7988,-26.3465
8.6601,239.907,179.393,17.610,7.873,-4.2174,5.7334,0.1217,19.4569,42.4938,9.0086,15.4417,46.7636,6.0000,6.5700,-43.2575,-26.7604
8.7601,239.907,179.393,17.612,7.890,-2.8344,4.0326,-0.2709,19.1567,42.9168,8.9878,15.1494,47.2876,6.0000,6.6220,-42.5327,-26.3315
8.8601,239.907,179.394,17.489,7.745,-3.4367,4.7014,0.1379,18.8091,43.3916,9.0009,14.8636,47.8152,6.0000,6.6258,-41.7478,-26.4419
8.9601,239.906,179.393,17.601,7.899,-4.1080,5.4893,-0.0531,18.4213,43.9115,8.9935,14.5851,48.3466,6.0000,6.5658,-40.8757,-26.6310
9.0601,239.906,179.392,17.572,7.831,-2.8478,3.8560,0.1789,18.1179,44.3212,9.0100,14.3146,48.8821,6.0000,6.6399,-39.8417,-26.4691
9.1601,239.907,179.397,17.402,7.770,-3.5143,4.7315,0.1123,17.7639,44.7981,9.0171,14.0528,49.4220,6.0000,6.6344,-38.7673,-26.5616
9.2601,239.905,179.392,17.566,7.856,-4.1183,5.5727,-0.5280,17.3772,45.3202,8.9841,13.8005,49.9664,6.0000,6.5611,-37.6069,-26.5599
9.3601,239.905,179.392,17.515,7.823,-2.9143,3.8774,0.4742,17.0667,45.7361,9.0206,13.5584,50.5153,6.0000,6.6358,-36.2990,-26.5895
9.4601,239.906,179.396,17.356,7.771,-3.4827,4.7810,-0.0682,16.7160,46.2185,9.0105,13.3272,51.0690,6.0000,6.6208,-34.9578,-26.5564
9.5601,239.903,179.390,17.514,7.826,-3.8304,5.3947,-0.2253,16.3486,46.7329,8.9927,13.1077,51.6274,6.0000,6.5710,-33.5286,-26.6005
9.6601,239.904,179.393,17.377,7.773,-3.0055,4.1242,0.2320,16.0401,47.1597,9.0113,12.9006,52.1905,6.0000,6.6328,-31.9842,-26.5126
9.7601,239.906,179.392,17.326,7.721,-3.5324,5.1735,-0.2356,15.6849,47.6816,8.9933,12.7065,52.7582,6.0000,6.5852,-30.4170,-26.5441
9.8601,239.907,179.390,17.417,7.821,-3.2435,4.7468,0.2405,15.3591,48.1596,8.9993,12.5262,53.3305,6.0000,6.5971,-28.7334,-26.5510
9.9601,239.909,179.389,17.312,7.701,-3.2430,4.9390,-0.0163,15.0334,48.6578,9.0016,12.3604,53.9071,6.0000,6.5932,-27.0025,-26.5893
10.0601,239.910,179.389,17.351,7.783,-3.2400,5.1170,-0.2219,14.7161,49.1551,8.9955,12.2097,54.4878,6.0000,6.5921,-25.1897,-26.5348
10.1601,239.914,179.390,17.199,7.671,-3.0292,4.8950,0.1761,14.4119,49.6496,9.0080,12.0747,55.0724,6.0000,6.6090,-23.3308,-26.5833
10.2601,239.915,179.388,17.270,7.730,-3.3046,5.8903,-0.4333,14.0959,50.2005,8.9876,11.9561,55.6606,6.0000,6.5635,-21.4152,-26.5826
10.3601,239.918,179.389,17.149,7.671,-2.7235,4.5923,0.5207,13.8197,50.6735,9.0214,11.8545,56.2519,6.0000,6.6234,-19.4219,-26.6501
10.4601,239.920,179.390,17.079,7.654,-2.9214,5.6250,-0.2863,13.5268,51.2412,8.9930,11.7703,56.8459,6.0000,6.5741,-17.4163,-26.5893
10.5601,239.921,179.385,17.166,7.690,-2.6775,5.1676,0.1567,13.2595,51.7583,9.0087,11.7041,57.4422,6.0000,6.5984,-15.3194,-26.6353
10.6601,239.921,179.389,16.992,7.613,-2.5757,5.3724,-0.0519,13.0016,52.3012,9.0020,11.6564,58.0403,6.0000,6.5970,-13.2072,-26.5765
10.7602,239.919,179.385,17.074,7.654,-2.5580,5.9692,0.1056,12.7510,52.8729,9.0045,11.6275,58.6396,6.0000,6.5806,-11.0393,-26.6722
10.8602,239.919,179.386,16.958,7.579,-2.3144,5.4985,-0.1651,12.5198,53.4277,8.9962,11.6179,59.2395,6.0000,6.5825,-8.8361,-26.5832
10.9602,239.917,179.385,16.975,7.625,-2.1932,5.6832,-0.0383,12.3013,53.9949,9.0012,11.6279,59.8394,6.0000,6.5864,-6.5882,-26.6146
11.0602,239.901,179.369,16.779,7.767,-1.9420,4.9738,0.0042,12.1094,54.4782,9.0017,11.6466,59.5802,6.0000,5.9175,-5.2048,-29.9251
11.1602,239.876,179.339,19.553,10.461,-1.5486,2.8318,0.0026,11.9561,54.7534,9.0020,11.6463,58.9802,6.0000,5.1706,-4.2193,-34.8382
11.2602,239.854,179.336,22.374,13.574,-1.2126,1.0871,0.0013,11.8363,54.8557,9.0021,11.6257,58.3806,6.0000,4.6091,-3.4531,-39.8822
11.3602,239.839,179.363,25.152,16.952,-0.9017,-0.3263,-0.0000,11.7478,54.8178,9.0021,11.5845,57.7820,6.0000,4.1937,-3.1912,-44.8336
11.4602,239.836,179.414,27.839,20.424,-0.5665,-1.4734,-0.0013,11.6934,54.6663,9.0020,11.5228,57.1853,6.0000,3.8920,-3.9216,-49.4642
11.5602,239.798,179.484,30.556,23.937,-0.1268,-2.3803,-0.0025,11.6844,54.4257,9.0017,11.4404,56.5910,6.0000,3.6769,-6.4832,-53.5780
11.6602,239.832,179.569,33.527,27.593,0.5230,-2.9874,-0.0037,11.7414,54.1268,9.0013,11.3373,55.9999,6.0000,3.5272,-12.2166,-57.0296
11.7602,239.911,179.653,36.368,30.991,1.3671,-3.1640,-0.0045,11.8824,53.8123,9.0009,11.2136,55.4128,6.0000,3.4316,-22.7074,-59.5828
11.8602,239.988,179.709,38.243,33.223,2.2170,-2.9584,-0.0047,12.1078,53.5189,9.0004,11.0694,54.8304,6.0000,3.4004,-38.3419,-60.4814
11.9602,240.103,179.671,36.725,31.788,2.9779,-2.5541,-0.0044,12.4088,53.2661,9.0000,10.9050,54.2534,6.0000,3.4638,-56.6539,-58.6448
12.0602,240.186,179.523,31.107,25.963,3.6636,-2.0657,-0.0040,12.7784,53.0622,8.9996,10.7206,53.6825,6.0000,3.6577,-73.2841,-53.9224
12.1602,239.832,179.459,29.569,22.918,4.3176,-1.5370,-0.0035,13.2135,52.9114,8.9992,10.5164,53.1184,6.0000,4.0093,-85.6546,-47.4778
12.2602,239.871,179.434,28.917,20.103,4.9872,-0.9768,-0.0028,13.7159,52.8167,8.9990,10.2928,52.5616,6.0000,4.5319,-94.2813,-40.6638
12.3602,239.950,179.399,26.134,15.879,5.7173,-0.3787,-0.0019,14.2920,52.7822,8.9988,10.0502,52.0129,6.0000,5.2287,-100.2919,-34.3616
12.4602,239.962,179.393,22.880,11.963,6.5478,0.2701,-0.0006,14.9518,52.8129,8.9987,9.7891,51.4727,6.0000,6.0995,-104.5557,-28.9176
12.5602,239.995,179.416,19.684,8.795,7.4654,0.9617,0.0024,15.6927,52.9076,8.9992,9.5099,50.9416,6.0000,7.1309,-107.6384,-24.4239
12.6602,240.011,179.454,16.997,6.570,6.1088,0.5558,0.0149,16.2934,52.9593,9.0007,9.2132,50.4202,6.0000,8.0835,-109.7259,-21.3971
12.7602,240.019,179.487,15.180,5.272,3.9804,-0.2573,0.0127,16.6822,52.9299,9.0019,8.8995,49.9087,6.0000,8.8584,-111.2118,-19.4504
12.8602,240.024,179.513,13.926,4.475,2.0620,-1.0055,0.0098,16.8801,52.8260,9.0029,8.5694,49.4077,6.0000,9.4621,-112.3553,-18.1684
12.9602,240.013,179.542,13.088,4.001,0.3325,-1.6932,0.0070,16.9059,52.6537,9.0036,8.2236,48.9174,6.0000,9.9058,-113.2809,-17.3343
13.0602,240.018,179.570,12.530,3.723,-1.2264,-2.3251,0.0043,16.7765,52.4183,9.0040,7.8627,48.4381,6.0000,10.2022,-114.0583,-16.8193
13.1602,240.021,179.586,12.157,3.553,-2.6315,-2.9057,0.0019,16.5073,52.1252,9.0042,7.4873,47.9701,6.0000,10.3640,-114.7292,-16.5508
13.2602,240.025,179.593,11.931,3.464,-3.8978,-3.4390,-0.0003,16.1120,51.7789,9.0042,7.0981,47.5135,6.0000,10.4034,-115.3193,-16.4863
13.3602,240.028,179.593,11.827,3.441,-5.0390,-3.9291,-0.0022,15.6032,51.3838,9.0039,6.6958,47.0683,6.0000,10.3320,-115.8445,-16.6022
13.4602,240.032,179.585,11.832,3.478,-6.0672,-4.3793,-0.0039,14.9920,50.9439,9.0035,6.2812,46.6347,6.0000,10.1603,-116.3153,-16.8882
13.5602,240.037,179.571,11.942,3.572,-6.9935,-4.7929,-0.0052,14.2887,50.4628,9.0030,5.8548,46.2126,6.0000,9.8982,-116.7384,-17.3452
13.6602,240.042,179.549,12.155,3.725,-7.8281,-5.1727,-0.0064,13.5022,49.9438,9.0024,5.4173,45.8020,6.0000,9.5549,-117.1179,-17.9838
13.7602,240.048,179.519,12.480,3.947,-8.5800,-5.5213,-0.0072,12.6410,49.3901,9.0017,4.9695,45.4026,6.0000,9.1391,-117.4556,-18.8260
13.8602,240.055,179.493,12.927,4.280,-9.2575,-5.8411,-0.0076,11.7123,48.8046,9.0009,4.5121,45.0144,6.0000,8.6589,-117.7520,-19.9092
13.9602,240.056,179.471,13.537,4.748,-9.8681,-6.1339,-0.0077,10.7228,48.1899,9.0001,4.0456,44.6371,6.0000,8.1222,-118.0065,-21.2829
14.0602,240.058,179.444,14.338,5.394,-10.4188,-6.4016,-0.0071,9.6786,47.5486,8.9994,3.5707,44.2704,6.0000,7.5373,-118.2114,-23.0234
14.1602,240.071,179.415,15.377,6.270,-10.9157,-6.6455,-0.0054,8.5849,46.8830,8.9989,3.0881,43.9139,6.0000,6.9127,-118.3607,-25.2430
14.2602,240.086,179.383,16.702,7.473,-11.3646,-6.8668,0.0029,7.4722,46.2100,8.9997,2.5983,43.5674,6.0000,6.2848,-118.4488,-27.9897
14.3602,240.104,179.358,18.041,8.813,-9.4657,-5.7498,0.0173,6.5364,45.6414,9.0014,2.1020,43.2302,6.0000,5.8522,-118.5128,-30.2919
14.4602,240.117,179.345,18.868,9.739,-7.3078,-4.4875,0.0127,5.8164,45.1989,9.0027,1.5997,42.9021,6.0000,5.6421,-118.5532,-31.5648
14.5602,240.123,179.339,19.040,10.012,-5.1958,-3.2567,0.0066,5.3060,44.8785,9.0033,1.0920,42.5824,6.0000,5.6402,-118.5611,-31.5838
14.6602,240.122,179.340,18.564,9.600,-3.2699,-2.1414,-0.0002,4.9877,44.6694,9.0032,0.5794,42.2706,6.0000,5.8283,-118.5296,-30.4492
14.7602,240.114,179.350,17.559,8.654,-1.4802,-1.1143,-0.0080,4.8477,44.5625,9.0024,0.0623,41.9661,6.0000,6.1981,-118.4619,-28.4443
14.8602,240.102,179.369,16.197,7.410,0.1689,-0.1774,-0.0196,4.8587,44.5416,8.9952,-0.4586,41.6684,6.0000,6.7277,-118.3689,-25.9533
14.9602,240.063,179.393,14.940,6.264,-0.5995,-0.5687,-0.1525,4.7917,44.4810,8.9803,-0.9829,41.3767,6.0000,7.1853,-118.2543,-24.0555
15.0602,240.025,179.411,14.149,5.574,-2.0559,-1.3316,-0.0821,4.5797,44.3446,8.9724,-1.5102,41.0904,6.0000,7.5017,-118.1161,-22.9127
15.1603,239.997,179.423,13.680,5.189,-3.3763,-2.0157,-0.0222,4.2364,44.1401,8.9704,-2.0401,40.8089,6.0000,7.6862,-117.9592,-22.3155
15.2603,239.978,179.430,13.461,5.042,-4.5736,-2.6287,0.0265,3.7738,43.8746,8.9732,-2.5721,40.5315,6.0000,7.7492,-117.7866,-22.1467
15.3603,239.965,179.430,13.450,5.052,-5.6596,-3.1774,0.0640,3.2031,43.5545,8.9797,-3.1058,40.2573,6.0000,7.7016,-117.6000,-22.3435
15.4603,239.958,179.426,13.626,5.202,-6.6448,-3.6682,0.0896,2.5343,43.1856,8.9887,-3.6408,39.9858,6.0000,7.5542,-117.4003,-22.8791
15.5603,239.957,179.417,13.983,5.495,-7.5389,-4.1065,0.1015,1.7765,42.7731,8.9988,-4.1768,39.7161,6.0000,7.3172,-117.1880,-23.7527
15.6603,239.963,179.403,14.532,5.944,-8.3504,-4.4975,0.0950,0.9379,42.3217,9.0080,-4.7133,39.4475,6.0000,7.0004,-116.9635,-24.9850
15.7603,239.976,179.386,15.295,6.581,-9.0866,-4.8456,0.0522,0.0261,41.8356,9.0121,-5.2500,39.1793,6.0000,6.6126,-116.7268,-26.6042
15.8603,239.999,179.365,16.272,7.392,-8.8121,-4.6834,-0.2736,-0.8418,41.3741,8.9881,-5.7865,38.9106,6.0000,6.2618,-116.4798,-27.9794
15.9603,240.031,179.352,16.915,7.946,-6.5869,-3.5472,-0.1935,-1.4895,41.0249,8.9696,-6.3225,38.6409,6.0000,6.1338,-116.2477,-28.4210
16.0603,240.067,179.351,16.960,7.992,-4.4253,-2.4480,-0.0493,-1.9226,40.7849,8.9656,-6.8574,38.3692,6.0000,6.2247,-116.0666,-27.9266
16.1603,240.102,179.361,16.433,7.555,-2.4683,-1.4557,0.1398,-2.1611,40.6435,8.9818,-7.3911,38.0949,6.0000,6.5193,-115.9617,-26.7184
16.2603,240.095,179.383,15.587,6.862,-1.8172,-1.1116,0.5765,-2.3512,40.5284,9.0344,-7.9230,37.8173,6.0000,6.8819,-115.9293,-25.6912
16.3603,240.087,179.401,15.003,6.426,-3.1776,-1.7642,0.3441,-2.6748,40.3491,9.0675,-8.4527,37.5356,6.0000,7.1039,-115.9478,-25.1260
