t_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
5.2500,241.484,180.248,15.148,7.178,3.8726,6.2950,0.1788,19.4056,16.4101,9.7284,21.9381,22.9493,6.0000,7.9234,21.1647,-27.6599
5.3500,239.376,179.440,16.371,7.544,4.1601,7.0429,-0.6782,19.8229,17.1169,9.6559,22.4086,23.3211,6.0000,7.6323,22.6205,-28.1934
5.4500,238.593,179.962,16.817,8.021,4.4322,7.6023,-1.6077,20.2670,17.8780,9.4893,22.9201,23.6340,6.0000,7.2158,24.7412,-28.4676
5.5500,238.161,178.879,17.711,8.543,4.5775,7.8001,-2.7661,20.7168,18.6457,9.2050,23.4655,23.8833,6.0000,6.7086,27.6868,-28.0557
5.6500,238.668,179.227,19.009,9.074,3.5217,6.2266,-3.3130,21.0622,19.2598,8.8815,24.0368,24.0656,6.0000,6.3260,31.7547,-26.5899
5.7500,238.781,178.803,20.690,8.696,2.1551,4.4340,-2.3650,21.2716,19.6968,8.6511,24.6257,24.1782,6.0000,6.1767,36.8134,-24.9022
5.8500,239.470,178.182,20.868,8.462,0.9082,3.0086,-1.2063,21.3571,19.9928,8.5369,25.2240,24.2194,6.0000,6.2491,42.4559,-23.4433
5.9500,239.983,178.600,20.441,8.079,-0.1956,1.9193,0.0395,21.3336,20.1815,8.5478,25.8228,24.1888,6.0000,6.5192,48.2493,-22.5191
6.0500,240.709,179.839,19.853,7.660,-1.0386,1.1812,1.4107,21.2320,20.3003,8.6978,26.4173,24.1079,6.0000,6.9605,53.7078,-22.3484
6.1500,240.395,180.692,18.378,6.949,-0.7068,1.1860,2.8364,21.1724,20.4238,8.9784,27.0164,24.0845,6.0000,7.4958,57.9327,-22.9861
6.2500,239.831,180.619,16.334,6.655,0.8192,1.8043,3.0064,21.2615,20.6069,9.2754,27.6141,24.1329,6.0000,7.9534,60.9588,-23.9152
6.3501,240.793,180.898,14.271,6.285,2.2829,2.3670,2.5338,21.4959,20.8458,9.5251,28.2017,24.2525,6.0000,8.2897,63.0567,-24.7752
6.4501,240.194,179.664,12.634,5.922,3.5780,2.8455,1.8756,21.8592,21.1323,9.7089,28.7708,24.4416,6.0000,8.4961,64.4042,-25.5007
6.5501,240.208,178.930,12.230,5.291,4.7180,3.2650,1.1608,22.3357,21.4607,9.8214,29.3131,24.6975,6.0000,8.5709,65.1234,-26.0972
6.6501,239.754,180.280,13.012,5.909,5.7179,3.6471,0.4381,22.9116,21.8271,9.8617,29.8209,25.0165,6.0000,8.5155,65.2307,-26.5841
6.7501,239.214,181.277,13.476,6.342,6.5887,4.0092,-0.2725,23.5740,22.2298,9.8310,30.2868,25.3939,6.0000,8.3333,64.7728,-26.9777
6.8601,238.669,180.621,14.831,6.999,7.4053,4.4007,-1.0327,24.3879,22.7139,9.7175,30.7430,25.8702,6.0000,7.9921,63.5968,-27.3124
6.9601,239.571,180.831,16.200,7.619,8.0197,4.7614,-1.7097,25.1921,23.1919,9.5431,31.1002,26.3519,6.0000,7.5606,61.8657,-27.5154
7.0601,240.554,181.201,17.797,8.125,8.4985,5.1274,-2.4030,26.0429,23.7062,9.2984,31.3970,26.8729,6.0000,7.0222,59.4029,-27.5540
7.1601,239.150,180.934,18.910,8.530,8.4465,5.1950,-3.3633,26.8673,24.2094,8.9804,31.6294,27.4257,6.0000,6.4551,55.9731,-26.9992
7.2601,239.459,181.601,20.542,9.234,6.5813,3.7468,-2.6006,27.5173,24.5766,8.7263,31.7939,28.0023,6.0000,6.1026,51.3112,-26.0113
7.3601,239.378,179.475,21.340,8.983,4.9352,2.3020,-1.5186,28.0046,24.8002,8.5799,31.8883,28.5945,6.0000,5.9942,45.6718,-24.9623
7.4601,239.059,180.992,22.066,8.676,3.5960,0.9415,-0.4215,28.3596,24.8883,8.5434,31.9110,29.1937,6.0000,6.1168,39.5230,-24.0511
7.5601,240.037,181.145,20.346,8.280,2.5634,-0.2847,0.7101,28.6132,24.8565,8.6219,31.8920,29.7932,6.0000,6.4644,33.5968,-23.4362
7.6601,241.208,181.437,18.036,7.343,1.9538,-0.9589,2.1247,28.8125,24.7710,8.8406,31.9363,30.3912,6.0000,7.0135,29.0772,-23.4363
7.7601,240.331,179.475,16.387,6.585,2.2274,0.1248,3.0686,29.0379,24.7919,9.1431,32.0519,30.9796,6.0000,7.5499,25.9832,-24.1747
7.8601,239.206,179.959,13.823,5.951,2.7102,1.6765,2.7947,29.3109,24.9661,9.4186,32.2371,31.5500,6.0000,7.9577,23.9751,-25.0342
7.9601,238.059,178.946,12.773,5.745,3.1234,3.0552,2.1578,29.6249,25.2773,9.6304,32.4892,32.0940,6.0000,8.2197,22.7806,-25.8147
8.0601,239.577,179.945,13.831,5.871,3.4840,4.2571,1.4091,29.9749,25.7079,9.7674,32.8046,32.6040,6.0000,8.3341,22.2992,-26.4840
8.1601,240.044,180.020,14.417,6.457,3.8135,5.2998,0.6259,30.3578,26.2421,9.8260,33.1789,33.0725,6.0000,8.3034,22.4326,-27.0447
8.2601,241.021,181.377,14.546,7.006,4.1281,6.1958,-0.1637,30.7721,26.8652,9.8057,33.6065,33.4929,6.0000,8.1326,23.1476,-27.5009
8.3601,240.585,179.136,16.051,7.406,4.4386,6.9498,-0.9549,31.2175,27.5630,9.7061,34.0813,33.8591,6.0000,7.8283,24.4545,-27.8412
8.4601,240.720,178.965,17.145,7.880,4.7477,7.5537,-1.7654,31.6937,28.3201,9.5250,34.5966,34.1658,6.0000,7.3989,26.4029,-28.0131
8.5601,239.074,179.883,17.744,8.783,5.0198,7.9467,-2.6822,32.1941,29.1117,9.2486,35.1449,34.4086,6.0000,6.8600,29.1179,-27.7939
8.6601,237.853,181.195,20.007,8.964,4.3410,6.9631,-3.5062,32.6210,29.7994,8.9082,35.7183,34.5840,6.0000,6.3806,32.9157,-26.6125
8.7601,239.507,181.156,21.264,9.027,2.9037,5.1562,-2.5791,32.9048,30.3082,8.6563,36.3086,34.6894,6.0000,6.1341,37.8439,-25.1413
8.8601,239.077,180.484,21.328,8.496,1.5494,3.6647,-1.4372,33.0537,30.6694,8.5186,36.9073,34.7235,6.0000,6.1180,43.5482,-23.7910
8.9601,240.995,180.003,21.428,7.898,0.3116,2.4925,-0.2534,33.0798,30.9148,8.4995,37.5057,34.6857,6.0000,6.3133,49.5714,-22.8213
9.0601,241.087,180.162,20.737,7.359,-0.7463,1.6307,0.9981,33.0040,31.0766,8.6078,38.1003,34.6063,6.0000,6.7100,55.2899,-22.3971
9.1601,239.378,180.265,19.410,6.850,-0.9923,1.3043,2.5074,32.9170,31.2121,8.8602,38.6998,34.5900,6.0000,7.2666,59.7028,-22.7403
9.2601,240.431,179.803,16.567,6.221,0.3678,1.7724,3.1396,32.9616,31.3920,9.1704,39.2968,34.6456,6.0000,7.7794,62.8055,-23.6373
9.3601,240.844,180.760,15.116,5.655,1.8990,2.3011,2.8068,33.1580,31.6242,9.4474,39.8829,34.7723,6.0000,8.1697,64.9052,-24.5628
9.4601,240.056,180.946,13.090,5.176,3.2603,2.7532,2.1831,33.4897,31.9014,9.6619,40.4497,34.9682,6.0000,8.4240,66.2088,-25.3793
9.5601,239.483,181.560,12.829,5.304,4.4540,3.1485,1.4636,33.9401,32.2180,9.8044,40.9889,35.2305,6.0000,8.5400,66.8685,-26.0723
9.6601,239.070,181.519,13.456,5.559,5.4964,3.5085,0.7163,34.4940,32.5705,9.8723,41.4928,35.5556,6.0000,8.5194,66.9117,-26.6517
9.7601,238.712,179.950,14.500,6.307,6.4000,3.8500,-0.0311,35.1376,32.9571,9.8655,41.9542,35.9386,6.0000,8.3659,66.3851,-27.1302
9.8601,240.448,178.839,15.221,7.045,7.1722,4.1862,-0.7696,35.8578,33.3775,9.7849,42.3664,36.3741,6.0000,8.0849,65.2850,-27.5113
9.9601,241.082,178.474,15.867,7.267,7.8136,4.5258,-1.5038,36.6414,33.8318,9.6308,42.7235,36.8558,6.0000,7.6831,63.5681,-27.7777
10.0601,240.719,179.437,17.118,7.602,8.3094,4.8676,-2.2628,37.4734,34.3200,9.3998,43.0204,37.3768,6.0000,7.1695,61.1481,-27.8555
10.1601,239.899,180.559,19.424,8.596,8.5077,5.1053,-3.2333,38.3038,34.8153,9.0750,43.2527,37.9296,6.0000,6.5880,57.8242,-27.3345
10.2601,239.028,180.408,20.977,9.420,6.7623,3.8164,-3.1007,38.9719,35.1898,8.7714,43.4173,38.5062,6.0000,6.1823,53.2800,-26.1160
10.3601,238.275,180.946,21.351,9.411,5.0657,2.3910,-2.0169,39.4721,35.4223,8.5756,43.5116,39.0984,6.0000,6.0216,47.6999,-24.7946
10.4601,238.244,180.214,21.356,8.703,3.6827,1.0499,-0.8684,39.8356,35.5214,8.4947,43.5343,39.6976,6.0000,6.0948,41.5331,-23.6412
10.5601,239.790,180.830,21.456,8.381,2.6147,-0.1591,0.3167,40.0941,35.5020,8.5338,43.5154,40.2971,6.0000,6.3967,35.5149,-22.8391
10.6601,239.435,181.478,19.429,7.335,1.9434,-0.9072,1.7411,40.2907,35.4177,8.7160,43.5597,40.8952,6.0000,6.9174,30.8391,-22.6580
10.7602,240.852,181.944,17.068,6.664,2.0773,-0.1691,3.0012,40.5019,35.4103,9.0128,43.6752,41.4836,6.0000,7.4695,27.6012,-23.3583
10.8602,239.091,182.421,14.591,6.083,2.5944,1.3614,3.0196,40.7635,35.5533,9.3111,43.8604,42.0539,6.0000,7.9088,25.4848,-24.3409
10.9602,237.874,181.651,13.272,5.513,3.0618,2.7764,2.4985,41.0716,35.8368,9.5571,44.1125,42.5980,6.0000,8.2055,24.2048,-25.2933
11.0602,237.437,180.874,13.558,5.827,3.4685,4.0118,1.7930,41.4202,36.2430,9.7323,44.4280,43.1079,6.0000,8.3551,23.6495,-26.1434
11.1602,237.002,179.670,14.626,6.061,3.8348,5.0800,1.0164,41.8054,36.7553,9.8299,44.8022,43.5765,6.0000,8.3590,23.7083,-26.8797
11.2602,239.435,178.379,15.300,6.504,4.1772,5.9934,0.2116,42.2247,37.3582,9.8469,45.2298,43.9968,6.0000,8.2216,24.3475,-27.5019
11.3602,238.861,178.804,15.751,7.348,4.5073,6.7580,-0.6084,42.6770,38.0368,9.7818,45.7047,44.3630,6.0000,7.9492,25.5703,-27.9983
11.4602,239.446,178.962,15.927,7.594,4.8284,7.3680,-1.4539,43.1613,38.7754,9.6318,46.2200,44.6697,6.0000,7.5498,27.4193,-28.3223
11.5602,239.330,178.057,17.245,8.422,5.1164,7.7822,-2.3830,43.6731,39.5529,9.3868,46.7683,44.9125,6.0000,7.0360,30.0024,-28.3125
11.6602,239.367,178.015,18.331,9.276,4.9253,7.4484,-3.6218,44.1511,40.2803,9.0363,47.3417,45.0879,6.0000,6.5016,33.5680,-27.3451
11.7602,240.790,178.387,20.609,9.411,3.4069,5.5873,-3.1342,44.4846,40.8316,8.7296,47.9320,45.1934,6.0000,6.1760,38.3211,-25.7119
11.8602,240.393,178.338,21.470,9.190,1.9658,4.0321,-2.0199,44.6749,41.2293,8.5337,48.5306,45.2274,6.0000,6.0886,43.9627,-24.0701
11.9602,239.241,179.805,20.902,8.619,0.6605,2.8159,-0.8175,44.7355,41.5070,8.4584,49.1291,45.1896,6.0000,6.2221,50.0324,-22.7641
12.0602,238.111,179.720,19.568,7.899,-0.4672,1.9137,0.4521,44.6865,41.6964,8.5118,49.7237,45.1102,6.0000,6.5678,55.8695,-22.0025
12.1602,239.303,180.547,18.310,6.861,-0.9725,1.4496,1.9723,44.5983,41.8448,8.7150,50.3231,45.0939,6.0000,7.1053,60.4156,-22.0172
12.2602,239.266,180.612,15.881,6.168,0.0564,1.7344,3.0490,44.6128,42.0212,9.0170,50.9202,45.1495,6.0000,7.6441,63.6083,-22.8274
12.3602,240.276,181.454,14.068,5.773,1.6038,2.2382,3.0045,44.7800,42.2471,9.3140,51.5063,45.2762,6.0000,8.0707,65.7463,-23.8441
12.4602,239.384,181.199,12.280,5.417,3.0227,2.6862,2.5055,45.0882,42.5176,9.5609,52.0730,45.4721,6.0000,8.3614,67.0626,-24.8171
12.5602,240.257,181.441,12.296,5.240,4.2683,3.0783,1.8373,45.5202,42.8271,9.7408,52.6122,45.7345,6.0000,8.5115,67.7188,-25.6895
12.6602,240.788,181.585,12.541,5.932,5.3518,3.4334,1.1010,46.0597,43.1721,9.8470,53.1161,46.0595,6.0000,8.5219,67.7566,-26.4531
12.7602,240.174,179.304,13.529,6.324,6.2857,3.7681,0.3383,46.6920,43.5505,9.8770,53.5775,46.4425,6.0000,8.3962,67.2255,-27.1123
12.8602,240.795,178.271,14.734,6.795,7.0774,4.0949,-0.4352,47.4028,43.9616,9.8295,53.9897,46.8780,6.0000,8.1396,66.1252,-27.6650
12.9602,241.957,177.491,15.637,7.083,7.7271,4.4211,-1.2221,48.1777,44.4054,9.7031,54.3468,47.3597,6.0000,7.7592,64.4151,-28.0867
13.0602,240.767,177.621,16.263,7.783,8.2171,4.7423,-2.0516,49.0003,44.8809,9.4929,54.6437,47.8807,6.0000,7.2643,62.0130,-28.2923
13.1602,239.464,177.738,18.216,8.376,8.4191,4.9698,-3.0721,49.8304,45.3697,9.1776,54.8761,48.4335,6.0000,6.6850,58.7382,-27.8968
13.2602,238.327,177.516,19.416,8.918,6.9006,3.8866,-3.4862,50.5123,45.7513,8.8364,55.0406,49.0101,6.0000,6.2406,54.2624,-26.5196
13.3602,237.527,178.641,20.111,9.168,5.1533,2.4468,-2.4748,51.0212,45.9895,8.5950,55.1349,49.6023,6.0000,6.0418,48.7113,-24.9097
13.4602,239.580,180.077,20.624,8.862,3.7364,1.1026,-1.3053,51.3900,46.0939,8.4707,55.1577,50.2015,6.0000,6.0808,42.5297,-23.4521
13.5602,239.343,180.637,20.688,8.218,2.6482,-0.1006,-0.0776,51.6518,46.0803,8.4705,55.1387,50.8011,6.0000,6.3523,36.4580,-22.3885
13.6602,240.732,181.348,19.558,7.457,1.9504,-0.8732,1.3737,51.8482,45.9974,8.6165,55.1830,51.3991,6.0000,6.8511,31.6998,-21.9881
13.7602,241.815,179.932,17.411,6.458,1.9794,-0.3605,2.7983,52.0500,45.9713,8.8949,55.2986,51.9875,6.0000,7.4093,28.3818,-22.5667
13.8602,242.572,180.908,14.640,5.868,2.4883,1.1103,3.0979,52.3013,46.0895,9.2014,55.4837,52.5578,6.0000,7.8716,26.2097,-23.5881
13.9602,242.200,179.189,12.577,5.536,2.9873,2.5531,2.7227,52.6021,46.3509,9.4700,55.7359,53.1019,6.0000,8.1952,24.8892,-24.6546
14.0602,241.870,179.414,13.527,5.724,3.4260,3.8239,2.0900,52.9465,46.7385,9.6750,56.0513,53.6119,6.0000,8.3724,24.2998,-25.6487
14.1602,240.024,178.087,14.302,6.023,3.8192,4.9230,1.3464,53.3302,47.2352,9.8056,56.4255,54.0804,6.0000,8.4034,24.3222,-26.5403
14.2602,241.241,178.039,14.948,6.790,4.1832,5.8607,0.5503,53.7502,47.8249,9.8564,56.8531,54.5008,6.0000,8.2922,24.9215,-27.3218
14.3602,241.992,179.069,15.957,7.242,4.5292,6.6434,-0.2774,54.2048,48.4921,9.8243,57.3280,54.8669,6.0000,8.0445,26.0967,-27.9799
14.4602,241.072,180.237,16.130,7.968,4.8610,7.2666,-1.1404,54.6924,49.2206,9.7055,57.8433,55.1736,6.0000,7.6683,27.8867,-28.4713
14.5602,240.376,179.902,16.901,8.198,5.1600,7.6978,-2.0823,55.2090,49.9904,9.4911,58.3916,55.4164,6.0000,7.1750,30.3893,-28.6616
14.6602,241.105,181.203,19.162,9.065,5.2134,7.6768,-3.3037,55.7167,50.7414,9.1583,58.9650,55.5918,6.0000,6.6183,33.8078,-28.0146
14.7602,240.440,180.370,20.696,9.319,3.8161,5.9729,-3.4936,56.0907,51.3310,8.8161,59.5553,55.6973,6.0000,6.2269,38.4306,-26.3736
14.8602,239.911,179.010,21.508,9.408,2.2986,4.3507,-2.4755,56.3163,51.7566,8.5713,59.8801,55.7357,6.0000,5.9111,41.8556,-25.2463
14.9602,240.580,178.618,23.723,10.255,1.2828,2.5665,-1.7770,56.4423,52.0056,8.3963,59.2846,55.8056,6.0000,5.2982,36.8085,-26.2885
15.0602,240.054,180.329,24.474,11.202,0.6991,0.9184,-1.2231,56.5113,52.0906,8.2764,58.6951,55.9168,6.0000,4.9406,29.7385,-26.7892
15.1603,238.962,180.128,26.347,11.555,0.4095,-0.5181,-0.7192,56.5525,52.0328,8.2067,58.0974,55.9652,6.0000,4.7481,21.4750,-27.0210
15.2603,240.920,179.507,26.015,11.393,0.3659,-1.7771,-0.2660,56.5903,51.8499,8.1821,57.4982,55.9417,6.0000,4.7070,12.5399,-26.9392
15.3603,239.526,179.531,25.029,11.258,0.5312,-2.8849,0.1494,56.6455,51.5567,8.1989,56.9062,55.8467,6.0000,4.8097,3.5081,-26.5407
15.4603,240.990,178.231,23.167,10.319,0.8741,-3.8673,0.5402,56.7357,51.1657,8.2548,56.3297,55.6815,6.0000,5.0460,-5.1070,-25.9075
15.5603,241.244,180.172,22.227,9.651,1.3711,-4.7500,0.9181,56.8762,50.6869,8.3485,55.7772,55.4484,6.0000,5.4046,-12.9697,-25.1633
15.6603,240.412,181.195,21.267,8.796,2.0071,-5.5579,1.2920,57.0810,50.1274,8.4796,55.2566,55.1509,6.0000,5.8750,-19.9370,-24.4190
15.7603,240.430,180.025,18.700,7.515,2.7723,-6.3110,1.6645,57.3624,49.4934,8.6476,54.7753,54.7932,6.0000,6.4483,-26.0006,-23.7448
15.8603,239.368,178.782,16.563,6.925,3.5926,-6.9494,1.9960,57.7258,48.7961,8.8483,54.3403,54.3805,6.0000,7.1087,-31.2118,-23.1700
15.9603,240.111,177.625,14.937,6.054,4.4239,-7.4649,2.2391,58.1724,48.0476,9.0721,53.9579,53.9186,6.0000,7.8374,-35.6624,-22.6688
16.0603,240.124,179.382,13.663,5.476,5.2645,-7.8915,2.1724,58.6925,47.2657,9.2716,53.6334,53.4143,6.0000,8.5932,-39.4397,-22.0063
16.1603,241.000,179.203,12.858,4.835,4.3647,-6.8306,0.8416,59.1199,46.5912,9.3533,53.3717,52.8748,6.0000,9.1380,-42.4463,-21.1787
16.2603,241.450,178.745,13.053,4.482,2.6958,-5.2199,0.0909,59.3817,46.0761,9.3599,53.1765,52.3079,6.0000,9.4001,-44.8744,-20.6035
16.3603,241.348,178.972,13.300,4.459,1.1139,-3.7719,-0.4728,59.4860,45.7050,9.3105,53.0505,51.7216,6.0000,9.3974,-46.9233,-20.2876
16.4603,240.232,179.701,13.920,4.682,-0.3536,-2.4950,-0.9473,59.4441,45.4608,9.2135,52.9956,51.1245,6.0000,9.1505,-48.7047,-20.2122
16.5603,239.113,178.468,14.229,4.872,-1.6884,-1.3888,-1.4338,59.2753,45.3227,9.0804,52.9824,50.5248,6.0000,8.7124,-50.4170,-20.3409
16.6603,240.996,178.050,14.593,5.115,-1.1571,-1.4458,-0.5069,59.1665,45.1759,9.0345,52.9061,49.9300,6.0000,8.4120,-52.7815,-20.7669
