t_s,u,v,w,h,own_vx,own_vy,own_vz,drone_x,drone_y,drone_z,tgt_x,tgt_y,tgt_z,true_range_m,origin_hdg,origin_att
1.6500,242.304,180.558,4.910,2.000,7.4106,16.2943,-1.4518,6.9054,-10.3130,10.3544,19.4225,12.9883,6.0000,26.8001,28.2435,-9.2462
1.7500,241.484,179.165,5.009,2.000,7.6193,16.2451,-1.4293,7.6683,-8.6890,10.2116,19.9654,13.2437,6.0000,25.4885,29.2776,-9.4009
1.8500,241.327,179.774,5.389,2.000,7.8216,16.1512,-1.4002,8.4509,-7.0743,10.0717,20.5024,13.5112,6.0000,24.1921,30.3460,-9.5732
1.9500,240.497,180.842,5.665,2.000,7.9892,16.0604,-1.3731,9.2507,-5.4687,9.9345,21.0330,13.7914,6.0000,22.9116,31.4554,-9.7652
2.0500,241.613,181.979,5.843,2.000,8.1680,15.9612,-1.3421,10.0685,-3.8732,9.8005,21.5565,14.0845,6.0000,21.6470,32.6074,-9.9810
2.1500,241.395,180.262,6.093,2.000,8.3572,15.8535,-1.3068,10.9052,-2.2884,9.6700,22.0724,14.3909,6.0000,20.3981,33.8020,-10.2260
2.2500,240.659,178.774,6.166,2.000,8.5562,15.7372,-1.2668,11.7619,-0.7153,9.5436,22.5799,14.7109,6.0000,19.1643,35.0395,-10.5070
2.3500,240.688,180.054,6.589,2.000,8.7640,15.6122,-1.2213,12.6394,0.8452,9.4217,23.0785,15.0446,6.0000,17.9453,36.3205,-10.8329
2.4500,239.163,180.368,7.097,2.000,8.9801,15.4784,-1.1695,13.5386,2.3923,9.3051,23.5674,15.3923,6.0000,16.7404,37.6459,-11.2154
2.5500,239.556,178.599,7.506,2.000,9.2035,15.3358,-1.1103,14.4601,3.9251,9.1944,24.0461,15.7541,6.0000,15.5488,39.0174,-11.6700
2.6500,240.138,180.255,7.780,2.000,9.4334,15.1843,-1.0423,15.4046,5.4427,9.0906,24.5137,16.1300,6.0000,14.3701,40.4389,-12.2177
2.7500,239.729,181.296,7.883,2.000,9.6687,15.0239,-0.9635,16.3727,6.9443,8.9947,24.9696,16.5200,6.0000,13.2035,41.9130,-12.8877
2.8500,240.568,180.481,8.119,2.179,9.9087,14.8547,-0.8707,17.3648,8.4288,8.9082,25.4132,16.9240,6.0000,12.0487,43.4478,-13.7219
2.9500,239.505,181.147,8.697,2.538,10.1519,14.6768,-0.7594,18.3812,9.8956,8.8330,25.8437,17.3419,6.0000,10.9059,45.0623,-14.7814
3.0500,239.629,180.019,9.878,2.840,10.3969,14.4899,-0.6213,19.4221,11.3435,8.7718,26.2604,17.7735,6.0000,9.7760,46.7706,-16.1581
3.1500,239.995,180.134,11.135,3.544,10.6412,14.2932,-0.4404,20.4874,12.7718,8.7292,26.6627,18.2186,6.0000,8.6623,48.5960,-18.0021
3.2500,239.035,180.376,13.545,4.428,10.8785,14.0827,-0.1767,21.5762,14.1788,8.7141,27.0500,18.6769,6.0000,7.5727,50.6010,-20.5814
3.3500,238.569,179.576,16.585,6.043,11.0680,13.8251,0.3320,22.6797,15.5564,8.7575,27.4216,19.1479,6.0000,6.5398,52.8766,-24.4476
3.4500,239.931,179.163,18.997,8.459,10.1585,12.6738,1.4481,23.6860,16.8144,8.8992,27.7770,19.6313,6.0000,5.7312,55.4691,-29.8197
3.5500,240.467,180.507,21.917,12.038,8.3999,10.9045,1.5395,24.5171,17.8961,9.0518,28.1155,20.1266,6.0000,5.1957,58.2236,-35.3258
3.6500,239.515,180.809,23.771,15.598,6.6350,9.1429,1.3667,25.1718,18.8017,9.1868,28.4367,20.6334,6.0000,4.8905,60.7193,-39.9549
3.7500,239.872,180.520,25.818,17.863,4.9047,7.4214,1.0838,25.6549,19.5364,9.2935,28.7401,21.1510,6.0000,4.7655,62.3869,-42.9670
3.8500,239.724,180.195,27.462,18.128,3.3528,5.8739,0.7553,25.9835,20.1171,9.3672,29.0252,21.6789,6.0000,4.7709,62.8366,-44.1331
3.9500,240.286,181.074,27.524,18.080,1.9635,4.4737,0.4027,26.1738,20.5582,9.4056,29.2917,22.2164,6.0000,4.8783,62.0071,-43.5372
4.0500,238.973,179.974,25.790,16.769,0.7053,3.1787,0.0345,26.2388,20.8701,9.4071,29.5393,22.7629,6.0000,5.0807,60.1767,-41.4202
4.1500,239.173,179.752,24.240,15.068,-0.4485,1.9537,-0.3466,26.1887,21.0596,9.3705,29.7676,23.3178,6.0000,5.3851,57.7594,-38.1117
4.2500,238.872,178.283,23.509,13.504,-1.5227,0.7683,-0.7466,26.0315,21.1306,9.2935,29.9764,23.8803,6.0000,5.8058,55.1326,-33.9875
4.3500,239.950,179.078,20.965,10.704,-2.5365,-0.4006,-1.1907,25.7737,21.0853,9.1716,30.1655,24.4496,6.0000,6.3572,52.5548,-29.4158
4.4500,241.282,180.290,18.485,8.750,-3.3982,-1.4629,-1.7910,25.4469,20.9515,8.9848,30.3349,25.0252,6.0000,7.0114,50.1983,-24.7385
4.5500,241.115,180.815,16.840,6.923,-2.2774,-0.4794,-1.9406,25.2255,20.9096,8.7944,30.4846,25.6062,6.0000,7.5698,48.2397,-21.2435
4.6500,240.799,181.448,15.733,5.529,-0.9397,0.8023,-1.3309,25.1371,20.9956,8.6642,30.6144,26.1920,6.0000,7.9931,46.5131,-19.0739
4.7500,239.875,181.855,15.123,4.950,0.2333,1.9819,-0.7449,25.1653,21.1991,8.5922,30.7245,26.7817,6.0000,8.2816,44.8845,-17.8600
4.8500,238.963,182.059,15.512,4.611,1.2628,3.0772,-0.2207,25.2958,21.5118,8.5723,30.8150,27.3748,6.0000,8.4409,43.2743,-17.3715
4.9500,240.184,179.874,14.805,4.635,2.1622,4.0999,0.2329,25.5157,21.9265,8.5973,30.8861,27.9706,6.0000,8.4801,41.6267,-17.4657
5.0500,240.063,179.795,15.270,4.594,2.9417,5.0599,0.6120,25.8130,22.4369,8.6599,30.9381,28.5683,6.0000,8.4098,39.8958,-18.0626
5.1500,240.929,179.788,15.262,4.709,3.6094,5.9666,0.9110,26.1766,23.0378,8.7519,30.9712,29.1674,6.0000,8.2410,38.0374,-19.1230
5.2500,240.081,179.980,15.449,5.193,4.1713,6.8285,1.1189,26.5959,23.7247,8.8641,30.9858,29.7672,6.0000,7.9849,36.0040,-20.6219
5.3500,240.470,180.398,16.184,6.102,4.6310,7.6533,1.2115,27.0606,24.4939,8.9846,30.9822,30.3671,6.0000,7.6515,33.7376,-22.5420
5.4500,240.715,180.483,17.200,6.868,4.9875,8.4439,1.1292,27.5603,25.3419,9.0949,30.9610,30.9667,6.0000,7.2482,31.1620,-24.8345
5.5500,239.147,181.068,18.362,7.925,5.2161,9.1537,0.6665,28.0805,26.2562,9.1513,30.9226,31.5655,6.0000,6.7784,28.1649,-27.2278
5.6500,239.374,179.234,18.932,8.844,4.8395,8.5381,-0.7355,28.5588,27.0951,9.0810,30.8675,32.1629,6.0000,6.3451,24.4993,-28.5388
5.7500,238.223,178.411,20.776,9.771,3.9110,6.2644,-1.1121,28.9460,27.7100,8.9717,30.7963,32.7587,6.0000,6.1243,20.1368,-28.4984
5.8500,238.196,177.938,20.833,9.417,3.1177,4.0024,-0.9339,29.2552,28.1005,8.8812,30.7095,33.3524,6.0000,6.1457,15.4911,-27.4324
5.9500,239.592,178.862,20.502,8.496,2.5221,1.9770,-0.4411,29.5057,28.2905,8.8427,30.6079,33.9437,6.0000,6.4053,11.0467,-25.8450
6.0500,240.283,178.163,19.161,7.705,2.1276,0.5174,0.6512,29.7190,28.3606,8.9147,30.4920,34.5324,6.0000,6.8522,7.1526,-24.7053
6.1500,240.597,178.686,17.867,7.220,1.9962,1.7630,1.4041,29.9177,28.5445,9.0520,30.3626,35.1182,6.0000,7.2445,3.8849,-24.4719
6.2500,240.717,177.453,16.370,6.808,1.8279,3.3086,1.1526,30.0992,28.8820,9.1648,30.2202,35.7011,6.0000,7.5020,1.0295,-24.5229
6.3501,240.142,177.066,15.854,6.366,1.6022,4.6827,0.7254,30.2580,29.3560,9.2349,30.0657,36.2808,6.0000,7.6287,-1.5775,-24.6673
6.4501,238.682,177.457,15.362,6.514,1.3309,5.9050,0.2581,30.3895,29.9518,9.2584,29.8998,36.8574,6.0000,7.6345,-4.0429,-24.8416
6.5501,238.512,177.236,15.500,6.510,1.0217,6.9959,-0.2003,30.4899,30.6560,9.2363,29.7231,37.4308,6.0000,7.5301,-6.4451,-25.0248
6.6501,237.918,178.257,15.449,6.387,0.6795,7.9730,-0.6201,30.5559,31.4576,9.1727,29.5364,38.0010,6.0000,7.3260,-8.8436,-25.2212
6.7501,239.783,178.974,15.168,6.462,0.3061,8.8539,-0.9685,30.5844,32.3468,9.0750,29.3406,38.5681,6.0000,7.0330,-11.2928,-25.4664
6.8601,239.270,179.846,15.909,7.049,-0.1427,9.7385,-1.1614,30.5686,33.4175,8.9518,29.1154,39.1885,6.0000,6.6254,-14.1179,-25.9677
6.9601,240.114,179.866,16.976,7.360,-0.3177,9.5446,-0.2288,30.5411,34.3549,8.9267,28.9026,39.7495,6.0000,6.3339,-16.8760,-27.0061
7.0601,240.552,180.597,16.823,7.662,0.1844,7.1835,0.3878,30.5625,35.0620,8.9658,28.6830,40.3079,6.0000,6.2938,-19.6913,-27.5946
7.1601,239.223,179.699,16.038,7.456,0.7512,4.8976,0.5872,30.6405,35.5419,9.0223,28.4573,40.8638,6.0000,6.4794,-22.3038,-27.2990
7.2601,238.877,181.082,15.873,6.931,1.0914,3.4002,-0.0756,30.7401,35.9011,9.0204,28.2263,41.4175,6.0000,6.7552,-24.5159,-26.0775
7.3601,238.961,181.231,15.465,6.356,0.3002,4.6101,-0.3513,30.7663,36.3675,8.9863,27.9907,41.9694,6.0000,6.9113,-26.3732,-25.1316
7.4601,239.956,179.920,15.617,6.388,-0.4738,5.7189,-0.2593,30.7153,36.9440,8.9615,27.7514,42.5196,6.0000,6.9575,-28.0105,-24.7277
7.5601,240.959,180.955,15.845,6.446,-1.2083,6.6971,-0.0677,30.5911,37.6178,8.9560,27.5090,43.0684,6.0000,6.9074,-29.5016,-24.8696
7.6601,241.870,180.691,16.442,6.701,-1.9027,7.5589,0.1610,30.3976,38.3773,8.9732,27.2644,43.6163,6.0000,6.7726,-30.8974,-25.5625
7.7601,240.311,180.406,17.019,7.359,-2.5601,8.3217,0.3704,30.1385,39.2127,9.0087,27.0182,44.1635,6.0000,6.5619,-32.2374,-26.7951
7.8601,238.793,179.616,18.165,7.789,-2.3331,7.5785,0.0495,29.9110,39.9594,9.0137,26.7714,44.7104,6.0000,6.4243,-33.4737,-27.4695
7.9601,238.720,178.137,18.507,7.976,-1.2224,5.4047,-0.1231,29.7938,40.4904,9.0014,26.5246,45.2573,6.0000,6.4946,-34.4580,-27.0245
8.0601,237.797,178.564,17.088,7.345,-0.2628,3.5506,0.0527,29.7465,40.8768,9.0008,26.2787,45.8045,6.0000,6.7137,-35.1512,-26.0664
8.1601,237.143,178.178,16.117,7.279,-1.1696,4.6544,0.0817,29.6255,41.3470,9.0085,26.0343,46.3525,6.0000,6.8384,-35.6739,-25.6273
8.2601,237.519,178.460,16.244,7.478,-2.0015,5.6475,0.0161,29.4217,41.9161,9.0097,25.7922,46.9015,6.0000,6.8445,-36.0719,-25.6146
8.3601,236.913,178.535,16.987,7.409,-2.7603,6.5410,-0.0525,29.1424,42.5740,9.0043,25.5533,47.4519,6.0000,6.7425,-36.3623,-25.9802
8.4601,237.585,177.311,17.411,8.004,-3.4502,7.3474,-0.0946,28.7991,43.3051,8.9993,25.3182,48.0039,6.0000,6.5538,-36.5489,-26.7409
8.5601,237.127,179.689,17.643,8.184,-2.7906,6.1513,0.0890,28.5260,43.9104,9.0073,25.0878,48.5579,6.0000,6.4981,-36.5111,-27.0684
8.6601,239.683,178.932,18.080,8.393,-1.5770,4.1324,-0.0527,28.3686,44.3222,8.9968,24.8628,49.1141,6.0000,6.6329,-36.2066,-26.3723
8.7601,238.887,178.492,18.154,8.116,-1.7674,4.2626,-0.1836,28.1883,44.7534,8.9800,24.6440,49.6728,6.0000,6.7384,-35.7882,-25.7677
8.8601,239.328,180.079,18.392,7.525,-2.5206,5.2870,0.0811,27.9330,45.2867,8.9886,24.4321,50.2341,6.0000,6.7400,-35.2999,-25.8429
8.9601,240.725,181.110,18.052,7.962,-3.1943,6.2316,0.2157,27.6108,45.9140,9.0086,24.2280,50.7983,6.0000,6.6417,-34.7224,-26.4482
9.0601,240.636,179.939,18.857,8.267,-3.4008,6.4619,-0.2683,27.2822,46.5407,8.9907,24.0323,51.3655,6.0000,6.5228,-33.9804,-26.7937
9.1601,240.531,180.074,18.596,8.333,-2.2058,4.3822,-0.0761,27.0655,46.9718,8.9900,23.8459,51.9358,6.0000,6.6113,-32.9837,-26.3996
9.2601,240.259,179.041,18.237,8.068,-2.0604,4.0914,0.4623,26.8567,47.3860,9.0319,23.6694,52.5093,6.0000,6.7348,-31.9022,-26.2755
9.3601,241.305,179.223,18.387,7.711,-2.6689,5.1661,0.0153,26.5874,47.9073,9.0312,23.5037,53.0859,6.0000,6.7286,-30.7881,-26.2950
9.4601,239.949,180.205,17.707,7.597,-3.1881,6.1487,-0.4118,26.2663,48.5269,8.9913,23.3495,53.6657,6.0000,6.6050,-29.5965,-26.4397
9.5601,240.950,180.052,17.720,7.880,-3.0219,5.8192,0.0653,25.9694,49.0976,8.9960,23.2074,54.2487,6.0000,6.5498,-28.2179,-26.7265
9.6601,240.661,180.152,18.221,8.097,-2.0183,3.7356,0.1229,25.7524,49.5053,9.0008,23.0782,54.8346,6.0000,6.6573,-26.6633,-26.3067
9.7601,240.273,181.325,18.023,7.643,-2.4754,4.8673,-0.1167,25.5030,49.9974,8.9907,22.9627,55.4233,6.0000,6.6784,-25.1046,-26.1199
9.8601,238.884,179.602,18.428,7.475,-2.8826,5.9860,0.0868,25.2132,50.6010,9.0004,22.8614,56.0147,6.0000,6.6033,-23.4987,-26.5346
9.9601,237.895,181.055,18.092,8.048,-2.7282,5.7034,0.0210,24.9443,51.1607,9.0024,22.7750,56.6084,6.0000,6.5696,-21.7303,-26.7019
10.0601,238.683,180.402,17.378,8.074,-2.1357,4.2105,-0.0531,24.7259,51.5983,8.9972,22.7041,57.2042,6.0000,6.6528,-19.8490,-26.2911
10.1601,238.282,178.862,16.841,7.947,-2.4348,5.4507,0.0437,24.4815,52.1489,9.0012,22.6494,57.8017,6.0000,6.6393,-17.9749,-26.3872
10.2601,237.775,178.262,16.635,7.712,-2.6527,6.5864,-0.0300,24.2248,52.7752,8.9946,22.6113,58.4005,6.0000,6.5557,-16.0223,-26.6866
10.3601,239.301,178.873,16.468,7.517,-2.0750,4.5679,0.0830,24.0150,53.2447,9.0069,22.5905,59.0001,6.0000,6.6300,-13.9197,-26.4818
10.4601,240.867,178.087,16.418,7.662,-2.0834,5.2075,0.0598,23.8064,53.7711,9.0112,22.5873,59.6001,6.0000,6.6552,-11.8300,-26.4152
10.5601,239.498,179.806,17.259,7.405,-2.1588,6.3833,-0.2309,23.5972,54.3798,8.9900,22.6001,59.8201,6.0000,6.2684,-10.4024,-27.9695
10.6601,239.246,179.168,19.249,9.605,-1.5983,4.4320,-0.2099,23.4402,54.8144,8.9692,22.6020,59.2201,6.0000,5.3566,-10.7969,-33.0418
10.7602,239.336,177.815,23.232,12.789,-1.0022,2.5329,-0.1727,23.3430,55.0610,8.9522,22.5850,58.6204,6.0000,4.6609,-12.0555,-38.5615
10.8602,238.314,178.069,26.552,17.098,-0.3975,1.0518,-0.1317,23.3068,55.1614,8.9392,22.5488,58.0215,6.0000,4.1425,-14.8807,-44.3207
10.9602,238.114,178.616,30.478,22.306,0.2982,-0.0380,-0.0868,23.3412,55.1552,8.9308,22.4930,57.4241,6.0000,3.7715,-20.5246,-49.9594
11.0602,240.304,179.877,34.704,27.943,1.1403,-0.6682,-0.0394,23.4598,55.0888,8.9271,22.4175,56.8289,6.0000,3.5284,-30.9393,-54.8458
11.1602,241.384,179.458,37.292,30.557,2.0243,-0.7838,0.0026,23.6659,55.0124,8.9275,22.3220,56.2366,6.0000,3.4121,-47.6495,-57.7488
11.2602,241.000,177.940,36.701,30.740,2.7988,-0.5407,0.0341,23.9488,54.9608,8.9310,22.2065,55.6478,6.0000,3.4446,-68.4244,-56.9867
11.3602,240.672,177.059,29.078,24.741,3.4577,-0.1241,0.0574,24.2975,54.9511,8.9368,22.0709,55.0634,6.0000,3.6553,-87.1656,-52.3316
11.4602,240.272,178.328,30.486,23.480,4.0613,0.3839,0.0766,24.7066,54.9925,8.9446,21.9153,54.4839,6.0000,4.0604,-100.3504,-45.5808
11.5602,241.781,177.701,28.058,19.556,4.6714,0.9651,0.0952,25.1772,55.0924,8.9542,21.7396,53.9103,6.0000,4.6591,-108.9912,-38.6192
11.6602,240.709,178.072,24.843,15.392,5.3387,1.6271,0.1163,25.7150,55.2591,8.9660,21.5441,53.3431,6.0000,5.4433,-114.6732,-32.4142
11.7602,240.899,179.655,21.401,11.005,6.1035,2.3855,0.1458,26.3297,55.5019,8.9809,21.3288,52.7830,6.0000,6.4070,-118.5272,-27.2242
11.8602,240.147,178.232,18.202,8.181,6.6138,2.9681,0.2754,26.9638,55.7791,9.0057,21.0941,52.2309,6.0000,7.4725,-121.1462,-23.2903
11.9602,240.391,179.011,15.932,6.111,4.6142,1.6409,0.2510,27.4166,55.9373,9.0304,20.8402,51.6873,6.0000,8.3818,-122.8690,-20.8159
12.0602,238.906,180.738,13.844,5.064,2.8144,0.4280,0.1951,27.6903,55.9748,9.0497,20.5675,51.1529,6.0000,9.1128,-124.0924,-19.2033
12.1602,240.006,179.868,13.225,4.197,1.1938,-0.6781,0.1403,27.8027,55.9021,9.0635,20.2764,50.6283,6.0000,9.6747,-125.0150,-18.1323
12.2602,240.598,179.415,12.870,3.786,-0.2661,-1.6855,0.0898,27.7697,55.7291,9.0722,19.9673,50.1140,6.0000,10.0797,-125.7358,-17.4340
12.3602,240.140,180.532,12.446,3.673,-1.5821,-2.6020,0.0443,27.6058,55.4649,9.0765,19.6407,49.6107,6.0000,10.3409,-126.3095,-17.0062
12.4602,240.042,181.140,12.203,3.464,-2.7691,-3.4349,0.0039,27.3237,55.1178,9.0767,19.2972,49.1188,6.0000,10.4706,-126.7679,-16.7913
12.5602,240.985,179.079,11.426,3.232,-3.8403,-4.1910,-0.0313,26.9351,54.6954,9.0734,18.9373,48.6388,6.0000,10.4808,-127.1295,-16.7563
12.6602,241.922,177.977,11.597,3.315,-4.8080,-4.8762,-0.0615,26.4501,54.2048,9.0671,18.5616,48.1710,6.0000,10.3826,-127.4047,-16.8836
12.7602,240.260,179.831,11.326,3.295,-5.6830,-5.4961,-0.0867,25.8779,53.6525,9.0584,18.1708,47.7158,6.0000,10.1860,-127.5997,-17.1675
12.8602,239.868,180.646,11.694,3.403,-6.4754,-6.0555,-0.1068,25.2269,53.0445,9.0476,17.7654,47.2735,6.0000,9.9008,-127.7128,-17.6118
12.9602,240.965,179.650,11.406,3.511,-7.1944,-6.5587,-0.1218,24.5044,52.3865,9.0354,17.3462,46.8443,6.0000,9.5356,-127.7410,-18.2307
13.0602,240.269,178.175,11.413,3.603,-7.8482,-7.0093,-0.1312,23.7167,51.6837,9.0223,16.9138,46.4284,6.0000,9.0990,-127.6775,-19.0490
13.1602,241.124,177.172,11.848,3.978,-8.4447,-7.4104,-0.1343,22.8696,50.9409,9.0089,16.4689,46.0258,6.0000,8.5989,-127.5106,-20.1102
13.2602,240.258,179.083,12.142,4.597,-8.9911,-7.7645,-0.1294,21.9680,50.1630,8.9961,16.0122,45.6367,6.0000,8.0435,-127.2222,-21.4698
13.3602,241.499,180.248,13.491,5.154,-9.4942,-8.0733,-0.1126,21.0163,49.3544,8.9850,15.5444,45.2610,6.0000,7.4412,-126.7850,-23.2167
13.4602,242.066,179.014,14.487,6.106,-9.9603,-8.3374,-0.0713,20.0182,48.5197,8.9786,15.0662,44.8987,6.0000,6.8022,-126.1711,-25.4922
13.5602,242.549,180.187,16.343,7.391,-10.1573,-8.3862,0.2373,19.0272,47.6991,8.9970,14.5782,44.5496,6.0000,6.2014,-125.3024,-28.3703
13.6602,241.574,179.690,17.522,8.940,-8.1636,-6.8816,0.2733,18.2210,47.0183,9.0238,14.0812,44.2135,6.0000,5.8230,-124.1317,-30.7145
13.7602,240.962,178.422,17.672,10.010,-6.1490,-5.4031,0.1990,17.6162,46.4851,9.0431,13.5757,43.8903,6.0000,5.6636,-122.7230,-31.9115
13.8602,240.594,177.346,18.263,10.162,-4.1785,-4.0045,0.0984,17.2071,46.0905,9.0524,13.0624,43.5796,6.0000,5.7059,-121.2205,-31.7563
13.9602,240.622,178.317,17.346,9.342,-2.3619,-2.7674,-0.0165,16.9793,45.8191,9.0500,12.5420,43.2811,6.0000,5.9322,-119.7780,-30.3820
14.0602,240.884,180.150,16.209,8.506,-0.6556,-1.6591,-0.1560,16.9212,45.6578,9.0332,12.0149,42.9943,6.0000,6.3344,-118.5041,-28.0928
14.1602,240.623,178.967,15.115,7.017,0.8557,-0.7162,-0.5123,16.9695,45.5670,8.9857,11.4819,42.7190,6.0000,6.8486,-117.4387,-25.3725
14.2602,240.659,179.268,14.178,5.886,-0.7388,-1.4291,-0.4870,16.8886,45.4212,8.9382,10.9433,42.4545,6.0000,7.2489,-116.5313,-23.4664
14.3602,238.845,177.955,13.745,5.445,-2.2039,-2.0540,-0.2855,16.6618,45.2132,8.9105,10.3998,42.2004,6.0000,7.5186,-115.7081,-22.3472
14.4602,239.274,179.723,13.079,5.279,-3.5395,-2.5954,-0.0954,16.3019,44.9515,8.9018,9.8518,41.9560,6.0000,7.6659,-114.9237,-21.8237
14.5602,238.547,181.129,12.842,5.286,-4.7585,-3.0632,0.0691,15.8207,44.6433,8.9093,9.2998,41.7209,6.0000,7.7003,-114.1529,-21.7813
14.6602,240.569,181.373,12.729,5.334,-5.8719,-3.4651,0.2021,15.2286,44.2952,8.9299,8.7442,41.4944,6.0000,7.6317,-113.3742,-22.1552
14.7602,240.395,179.829,13.236,5.606,-6.8900,-3.8074,0.2983,14.5351,43.9131,8.9599,8.1854,41.2758,6.0000,7.4699,-112.5693,-22.9128
14.8602,240.049,179.329,14.397,5.826,-7.8220,-4.0954,0.3485,13.7488,43.5024,8.9946,7.6239,41.0645,6.0000,7.2241,-111.7198,-24.0426
14.9602,238.413,179.210,14.619,6.330,-8.6756,-4.3334,0.3304,12.8774,43.0682,9.0267,7.0599,40.8597,6.0000,6.9023,-110.8050,-25.5382
15.0602,238.577,178.466,14.896,6.775,-9.4487,-4.5211,0.1470,11.9340,42.6172,9.0323,6.4939,40.6608,6.0000,6.5097,-109.7911,-27.2608
15.1603,239.766,179.157,15.585,7.263,-8.3316,-4.0239,-0.5359,11.1126,42.2193,8.9809,5.9261,40.4669,6.0000,6.2145,-108.6696,-28.1367
15.2603,240.496,178.339,16.551,8.026,-6.0034,-3.1257,-0.4102,10.5230,41.9107,8.9416,5.3568,40.2773,6.0000,6.1463,-107.5329,-28.0613
15.3603,239.192,180.136,17.251,7.706,-3.8076,-2.3081,-0.1232,10.1516,41.6832,8.9318,4.7863,40.0913,6.0000,6.2994,-106.5053,-27.2183
15.4603,238.451,178.729,16.363,7.142,-1.8649,-1.6088,0.3636,9.9622,41.5219,8.9791,4.2150,39.9081,6.0000,6.6538,-105.6665,-26.1096
15.5603,237.969,180.435,15.120,6.693,-2.3823,-1.6521,0.9434,9.7172,41.3553,9.0702,3.6430,39.7269,6.0000,6.9807,-104.9915,-25.6269
15.6603,239.561,178.707,15.211,6.400,-3.7897,-1.9486,0.5716,9.3322,41.1593,9.1252,3.0707,39.5468,6.0000,7.1642,-104.4261,-25.4101
15.7603,240.649,178.129,14.598,6.371,-5.0515,-2.1988,0.1511,8.8216,40.9384,9.1384,2.4982,39.3671,6.0000,7.2148,-103.9400,-25.3349
15.8603,239.657,178.312,14.647,6.415,-6.1935,-2.4132,-0.2390,8.1972,40.6962,9.1129,1.9259,39.1870,6.0000,7.1449,-103.5161,-25.3750
15.9603,238.323,177.911,15.015,6.700,-7.2349,-2.5995,-0.5616,7.4691,40.4355,9.0559,1.3540,39.0057,6.0000,6.9667,-103.1445,-25.5522
16.0603,239.421,177.457,15.445,6.740,-8.1947,-2.7649,-0.7546,6.6453,40.1583,8.9819,0.7827,38.8224,6.0000,6.6940,-102.8201,-25.9678
16.1603,240.002,179.471,16.818,7.433,-8.8384,-2.8539,-0.2330,5.7928,39.8809,8.9616,0.2123,38.6362,6.0000,6.4208,-102.5556,-26.9612
16.2603,238.883,178.321,17.288,7.988,-6.5547,-2.2293,0.3991,5.1488,39.6611,9.0005,-0.3570,38.4465,6.0000,6.3681,-102.4225,-27.5984
16.3603,237.992,178.529,16.930,8.140,-4.2603,-1.6068,0.3669,4.7322,39.5030,9.0328,-0.9247,38.2524,6.0000,6.5208,-102.4492,-27.2169
